,Date,Time,Ticker,Price,Transaction Type,Shares before,Shares After,Balance Before,Balance After
0,iShares GoldEtf,12.94,2018-04-16,Open,Buy,0,77,1000,3.6200000000000045
1,iShares GoldEtf,14.81,2020-01-03,Close,Sell,77,0,3.6200000000000045,1143.9900000000002
