,Date,Time,Ticker,Price,Transaction Type,Shares before,Shares After,Balance Before,Balance After
0,HDStock,188.22,2018-06-04,Open,Buy,0,5,1000,58.89999999999998
1,HDStock,218.93,2020-01-03,Close,Sell,5,0,58.89999999999998,1153.5500000000002
