,Date,Time,Ticker,Price,Transaction Type,Shares before,Shares After,Balance Before,Balance After
0,BAStock,359.5,2018-02-26,Open,Buy,0,2,1000,281.0
1,BAStock,332.76,2020-01-03,Close,Sell,2,0,281.0,946.52
