,Date,Time,Ticker,Price,Transaction Type,Shares before,Shares After,Balance Before,Balance After
0,2018-04-23,Close,SPDR S&P 500,266.57,Buy,0,3,1000,200.28999999999996
1,2018-04-27,Close,SPDR S&P 500,266.56,Sell,3,0,200.28999999999996,999.97
2,2018-08-13,Close,SPDR S&P 500,282.1,Buy,0,3,999.97,153.66999999999996
3,2018-08-14,Close,SPDR S&P 500,283.9,Sell,3,0,153.66999999999996,1005.3699999999999
4,2018-08-15,Open,SPDR S&P 500,282.38,Buy,0,3,1005.3699999999999,158.2299999999999
5,2018-08-17,Open,SPDR S&P 500,283.83,Sell,3,0,158.2299999999999,1009.7199999999999
6,2018-09-10,Close,SPDR S&P 500,288.1,Buy,0,3,1009.7199999999999,145.41999999999985
7,2018-09-11,Close,SPDR S&P 500,289.05,Sell,3,0,145.41999999999985,1012.5699999999999
8,2018-09-17,Close,SPDR S&P 500,289.34,Buy,0,3,1012.5699999999999,144.54999999999995
9,2018-09-18,Close,SPDR S&P 500,290.91,Sell,3,0,144.54999999999995,1017.28
10,2018-10-08,Open,SPDR S&P 500,287.05,Buy,0,3,1017.28,156.12999999999988
11,2018-10-12,Close,SPDR S&P 500,275.95,Sell,3,0,156.12999999999988,983.9799999999998
12,2018-10-15,Open,SPDR S&P 500,275.55,Buy,0,3,983.9799999999998,157.3299999999997
13,2018-10-19,Close,SPDR S&P 500,276.25,Sell,3,0,157.3299999999997,986.0799999999997
14,2018-10-22,Open,SPDR S&P 500,277.0,Buy,0,3,986.0799999999997,155.0799999999997
15,2018-10-26,Close,SPDR S&P 500,265.33,Sell,3,0,155.0799999999997,951.0699999999997
16,2018-10-29,Open,SPDR S&P 500,268.8,Buy,0,3,951.0699999999997,144.66999999999962
17,2018-11-02,Close,SPDR S&P 500,271.89,Sell,3,0,144.66999999999962,960.3399999999996
18,2018-11-05,Open,SPDR S&P 500,272.44,Buy,0,3,960.3399999999996,143.01999999999964
19,2018-11-09,Open,SPDR S&P 500,279.03,Sell,3,0,143.01999999999964,980.1099999999996
20,2018-11-12,Open,SPDR S&P 500,277.19,Buy,0,3,980.1099999999996,148.53999999999962
21,2018-11-16,Close,SPDR S&P 500,273.73,Sell,3,0,148.53999999999962,969.7299999999997
22,2018-11-19,Open,SPDR S&P 500,273.05,Buy,0,3,969.7299999999997,150.5799999999996
23,2018-11-23,Close,SPDR S&P 500,263.25,Sell,3,0,150.5799999999996,940.3299999999996
24,2018-11-26,Open,SPDR S&P 500,265.78,Buy,0,3,940.3299999999996,142.98999999999967
25,2018-11-30,Close,SPDR S&P 500,275.65,Sell,3,0,142.98999999999967,969.9399999999996
26,2018-12-03,Open,SPDR S&P 500,280.28,Buy,0,3,969.9399999999996,129.09999999999968
27,2018-12-07,Close,SPDR S&P 500,263.57,Sell,3,0,129.09999999999968,919.8099999999997
28,2018-12-10,Open,SPDR S&P 500,263.37,Buy,0,3,919.8099999999997,129.6999999999997
29,2018-12-14,Close,SPDR S&P 500,260.47,Sell,3,0,129.6999999999997,911.1099999999998
30,2018-12-17,Open,SPDR S&P 500,259.4,Buy,0,3,911.1099999999998,132.90999999999985
31,2018-12-21,Close,SPDR S&P 500,240.7,Sell,3,0,132.90999999999985,855.0099999999998
32,2018-12-24,Open,SPDR S&P 500,239.04,Buy,0,3,855.0099999999998,137.88999999999976
33,2018-12-28,Close,SPDR S&P 500,247.75,Sell,3,0,137.88999999999976,881.1399999999998
34,2018-12-31,Open,SPDR S&P 500,249.56,Buy,0,3,881.1399999999998,132.4599999999997
35,2019-01-04,Close,SPDR S&P 500,252.39,Sell,3,0,132.4599999999997,889.6299999999997
36,2019-01-07,Open,SPDR S&P 500,252.69,Buy,0,3,889.6299999999997,131.55999999999972
37,2019-01-11,Close,SPDR S&P 500,258.98,Sell,3,0,131.55999999999972,908.4999999999998
38,2019-01-14,Open,SPDR S&P 500,256.86,Buy,0,3,908.4999999999998,137.91999999999973
39,2019-01-18,Open,SPDR S&P 500,264.98,Sell,3,0,137.91999999999973,932.8599999999998
40,2019-01-22,Open,SPDR S&P 500,264.82,Buy,0,3,932.8599999999998,138.39999999999975
41,2019-01-25,Open,SPDR S&P 500,265.61,Sell,3,0,138.39999999999975,935.2299999999998
42,2019-01-28,Open,SPDR S&P 500,263.39,Buy,0,3,935.2299999999998,145.05999999999983
43,2019-01-30,Close,SPDR S&P 500,267.58,Sell,3,0,145.05999999999983,947.7999999999998
44,2019-05-06,Open,SPDR S&P 500,289.25,Buy,0,3,947.7999999999998,80.04999999999984
45,2019-05-06,Close,SPDR S&P 500,292.82,Sell,3,0,80.04999999999984,958.5099999999999
46,2019-05-07,Close,SPDR S&P 500,287.93,Buy,0,3,958.5099999999999,94.71999999999991
47,2019-05-10,Open,SPDR S&P 500,285.62,Sell,3,0,94.71999999999991,951.5799999999999
48,2019-05-13,Open,SPDR S&P 500,282.42,Buy,0,3,951.5799999999999,104.31999999999994
49,2019-05-17,Open,SPDR S&P 500,285.14,Sell,3,0,104.31999999999994,959.7399999999999
50,2019-05-20,Open,SPDR S&P 500,284.06,Buy,0,3,959.7399999999999,107.55999999999983
51,2019-05-24,Open,SPDR S&P 500,283.74,Sell,3,0,107.55999999999983,958.7799999999999
52,2019-05-28,Open,SPDR S&P 500,283.09,Buy,0,3,958.7799999999999,109.50999999999988
53,2019-05-31,Close,SPDR S&P 500,275.27,Sell,3,0,109.50999999999988,935.3199999999998
54,2019-06-03,Open,SPDR S&P 500,275.31,Buy,0,3,935.3199999999998,109.38999999999976
55,2019-06-07,Open,SPDR S&P 500,285.93,Sell,3,0,109.38999999999976,967.1799999999997
56,2019-06-10,Open,SPDR S&P 500,289.37,Buy,0,3,967.1799999999997,99.06999999999971
57,2019-06-14,Open,SPDR S&P 500,289.26,Sell,3,0,99.06999999999971,966.8499999999997
58,2019-06-17,Open,SPDR S&P 500,289.52,Buy,0,3,966.8499999999997,98.28999999999974
59,2019-06-18,Close,SPDR S&P 500,292.4,Sell,3,0,98.28999999999974,975.4899999999997
60,2019-06-25,Close,SPDR S&P 500,290.76,Buy,0,3,975.4899999999997,103.2099999999997
61,2019-06-28,Open,SPDR S&P 500,292.58,Sell,3,0,103.2099999999997,980.9499999999997
62,2019-07-09,Open,SPDR S&P 500,295.54,Buy,0,3,980.9499999999997,94.32999999999959
63,2019-07-09,Close,SPDR S&P 500,297.19,Sell,3,0,94.32999999999959,985.8999999999995
64,2019-07-31,Close,SPDR S&P 500,297.43,Buy,0,3,985.8999999999995,93.60999999999956
65,2019-08-02,Open,SPDR S&P 500,293.85,Sell,3,0,93.60999999999956,975.1599999999996
66,2019-08-05,Open,SPDR S&P 500,288.09,Buy,0,3,975.1599999999996,110.88999999999965
67,2019-08-09,Open,SPDR S&P 500,292.58,Sell,3,0,110.88999999999965,988.6299999999997
68,2019-08-12,Open,SPDR S&P 500,289.96,Buy,0,3,988.6299999999997,118.74999999999977
69,2019-08-16,Close,SPDR S&P 500,288.85,Sell,3,0,118.74999999999977,985.2999999999998
70,2019-08-19,Open,SPDR S&P 500,292.19,Buy,0,3,985.2999999999998,108.7299999999999
71,2019-08-23,Open,SPDR S&P 500,290.92,Sell,3,0,108.7299999999999,981.4899999999999
72,2019-08-26,Open,SPDR S&P 500,287.27,Buy,0,3,981.4899999999999,119.67999999999995
73,2019-08-30,Open,SPDR S&P 500,294.22,Sell,3,0,119.67999999999995,1002.34
74,2019-09-03,Open,SPDR S&P 500,290.57,Buy,0,3,1002.34,130.63
75,2019-09-05,Close,SPDR S&P 500,297.82,Sell,3,0,130.63,1024.0900000000001
76,2019-09-09,Close,SPDR S&P 500,298.2,Buy,0,3,1024.0900000000001,129.49000000000024
77,2019-09-11,Close,SPDR S&P 500,300.25,Sell,3,0,129.49000000000024,1030.2400000000002
78,2019-09-24,Close,SPDR S&P 500,295.87,Buy,0,3,1030.2400000000002,142.63000000000022
79,2019-09-25,Close,SPDR S&P 500,297.62,Sell,3,0,142.63000000000022,1035.4900000000002
80,2019-10-01,Close,SPDR S&P 500,293.24,Buy,0,3,1035.4900000000002,155.7700000000002
81,2019-10-04,Open,SPDR S&P 500,291.14,Sell,3,0,155.7700000000002,1029.19
82,2019-10-07,Open,SPDR S&P 500,293.47,Buy,0,3,1029.19,148.77999999999997
83,2019-10-11,Open,SPDR S&P 500,296.27,Sell,3,0,148.77999999999997,1037.59
84,2019-10-14,Open,SPDR S&P 500,295.93,Buy,0,3,1037.59,149.79999999999995
85,2019-10-15,Close,SPDR S&P 500,298.88,Sell,3,0,149.79999999999995,1046.44
86,2019-12-03,Open,SPDR S&P 500,308.65,Buy,0,3,1046.44,120.49000000000012
87,2019-12-03,Close,SPDR S&P 500,309.55,Sell,3,0,120.49000000000012,1049.1400000000003
