,Date,Time,Ticker,Price,Transaction Type,Shares before,Shares After,Balance Before,Balance After
0,INTCStock,44.15,2018-02-12,Open,Buy,0,22,1000,28.700000000000045
1,INTCStock,60.1,2020-01-03,Close,Sell,22,0,28.700000000000045,1350.9
