,Date,Time,Ticker,Price,Transaction Type,Shares before,Shares After,Balance Before,Balance After
0,2018-04-16,Open,SPDR S&P 500,267.0,Buy,0,3,1000,199.0
1,2020-01-03,Close,SPDR S&P 500,322.41,Sell,3,0,199.0,1166.23
