,Date,Time,Ticker,Price,Transaction Type,Shares before,Shares After,Balance Before,Balance After
0,CATStock,158.24,2018-03-12,Open,Buy,0,6,1000,50.559999999999945
1,CATStock,148.44,2020-01-03,Close,Sell,6,0,50.559999999999945,941.1999999999999
