,Date,Time,Ticker,Price,Transaction Type,Shares before,Shares After,Balance Before,Balance After
0,MMMStock,200.73,2018-06-04,Open,Buy,0,4,1000,197.08000000000004
1,MMMStock,178.45,2020-01-03,Close,Sell,4,0,197.08000000000004,910.88
