FileName
BAStock0.1_alpha12_beta
BAStock0.2_alpha12_beta
BAStock0.2_alpha12_beta
BAStock0.2_alpha12_beta
BAStock0.3_alpha12_beta
BAStock0.3_alpha12_beta
BAStock0.4_alpha12_beta
BAStock0.4_alpha12_beta
BAStock0.5_alpha12_beta
