,Feature Name,Alpha =0.7999999999999999
0,JNJ-high-average,0.0
1,JNJ-high-max,0.0
2,JNJ-close-average,2.6728951805066417
MAD Train: 5.139580285857965
MAD Valid: 5.307649962011434
MAD Test: 5.602267234583581
