,Feature Name,Alpha =0.9999999999999999
0,JNJ-high-average,0.0
1,JNJ-high-max,0.0
2,JNJ-close-average,2.523878624159584
MAD Train: 5.1422232085327835
MAD Valid: 5.315772128141581
MAD Test: 5.581162570960615
