,Feature Name,Alpha =0.8999999999999999
0,JNJ-high-average,0.0
1,JNJ-high-max,0.0
2,JNJ-close-average,2.4617420700390613
MAD Train: 6.799289094949218
MAD Valid: 6.862196780350861
MAD Test: 5.375738084809345
