,Feature Name,Alpha =0.5
0,JNJ-high-average,0.0
1,JNJ-high-max,0.0
2,JNJ-close-average,2.7112259164408075
MAD Train: 6.795322284678243
MAD Valid: 6.873776637596222
MAD Test: 5.397478860214311
