,Feature Name,Alpha =0.30000000000000004
0,JNJ-high-average,0.0
1,JNJ-high-max,0.0
2,JNJ-close-average,2.8359678396416816
MAD Train: 6.796374125226153
MAD Valid: 6.883119131709696
MAD Test: 5.417872937199614
