,Feature Name,Alpha =0.1
0,JNJ-high-average,-0.6307623059708042
1,JNJ-high-max,-0.0
2,JNJ-close-average,1.0372234357798344
MAD Train: 9.005629265946457
MAD Valid: 6.5550087770244
MAD Test: 9.220080544995792
