,Feature Name,Alpha =0.1 Beta =4
0,GLD-high-average,0.0
1,GLD-high-max,0.15458264759725263
2,GLD-close-average,0.27990032986652413
3,^IRX-close-average,-0.11555325167680465
4,MAD Train,0.7013794078200157
5,MAD Valid,0.6622944010223376
6,MAD Test,0.6312875276533086
