,Feature Name,Alpha =0.1
0,JNJ-high-average,0.0
1,JNJ-high-max,0.0
2,JNJ-close-average,0.4916813956585665
MAD Train: 0.6401546846098463
MAD Valid: 0.5869730467728419
MAD Test: 0.6533087804241764
