,Feature Name,Alpha =0.30000000000000004
0,JNJ-high-average,0.0
1,JNJ-high-max,0.0
2,JNJ-close-average,0.7440421841737983
MAD Train: 0.3815879558551155
MAD Valid: 0.4514832548660626
MAD Test: 0.3999149616346823
