,Date,Time,Ticker,Price,Transaction Type,Shares before,Shares After,Balance Before,Balance After
0,AAPLStock,175.03,2018-04-16,Open,Buy,0,5,1000,124.85000000000002
1,AAPLStock,297.43,2020-01-03,Close,Sell,5,0,124.85000000000002,1612.0
