Date,Vanguard Intermediate-Term Corporate BondEtf_Open_average,Vanguard Intermediate-Term Corporate BondEtf_Open_max,Vanguard Intermediate-Term Corporate BondEtf_Open_min,Vanguard Intermediate-Term Corporate BondEtf_High_average,Vanguard Intermediate-Term Corporate BondEtf_High_max,Vanguard Intermediate-Term Corporate BondEtf_High_min,Vanguard Intermediate-Term Corporate BondEtf_Low_average,Vanguard Intermediate-Term Corporate BondEtf_Low_max,Vanguard Intermediate-Term Corporate BondEtf_Low_min,Vanguard Intermediate-Term Corporate BondEtf_Close_average,Vanguard Intermediate-Term Corporate BondEtf_Close_max,Vanguard Intermediate-Term Corporate BondEtf_Close_min
2018-04-08,-0.7250514380725946,-0.7250514380725946,-0.7250514380725946,-0.7154776687620841,-0.7154776687620841,-0.7154776687620841,-0.6456876115140473,-0.6456876115140473,-0.6456876115140473,-0.6514771309977911,-0.6514771309977911,-0.6514771309977911
2018-04-15,-1.2343910000611271,-1.2343910000611271,-1.2343910000611271,-1.3052206584110315,-1.3052206584110315,-1.3052206584110315,-1.4024111229396514,-1.4024111229396514,-1.4024111229396514,-1.471493526003439,-1.471493526003439,-1.471493526003439
2018-04-22,-1.7443045032407856,-1.7443045032407856,-1.7443045032407856,-1.7907198424049824,-1.7907198424049824,-1.7907198424049824,-1.6601305763771477,-1.6601305763771477,-1.6601305763771477,-1.6889228684745188,-1.6889228684745188,-1.6889228684745188
2018-04-29,-1.9024276830505173,-1.9024276830505173,-1.9024276830505173,-1.977431523259736,-1.977431523259736,-1.977431523259736,-2.0166674345431033,-2.0166674345431033,-2.0166674345431033,-1.9521374470579063,-1.9521374470579063,-1.9521374470579063
2018-05-06,-1.5355929425021602,-1.5355929425021602,-1.5355929425021602,-1.562431605596696,-1.562431605596696,-1.562431605596696,-1.4910273809355594,-1.4910273809355594,-1.4910273809355594,-1.4713535238365942,-1.4713535238365942,-1.4713535238365942
2018-05-13,-2.0970079238194717,-2.0970079238194717,-2.0970079238194717,-1.8493227390795732,-1.8493227390795732,-1.8493227390795732,-1.9333035624408446,-1.9333035624408446,-1.9333035624408446,-1.78674828400696,-1.78674828400696,-1.78674828400696
2018-05-20,-0.625450334720282,-0.625450334720282,-0.625450334720282,-0.5784362363364678,-0.5784362363364678,-0.5784362363364678,-0.481456083990894,-0.481456083990894,-0.481456083990894,-0.47264469743633486,-0.47264469743633486,-0.47264469743633486
2018-05-27,-0.9466399680830204,-0.9466399680830204,-0.9466399680830204,-0.8188034541434104,-0.8188034541434104,-0.8188034541434104,-0.8427088303819412,-0.8427088303819412,-0.8427088303819412,-0.870522745699433,-0.870522745699433,-0.870522745699433
2018-06-03,-0.9378281600013442,-0.9378281600013442,-0.9378281600013442,-0.9351164717129633,-0.9351164717129633,-0.9351164717129633,-0.8654255548952043,-0.8654255548952043,-0.8654255548952043,-0.9606635220928772,-0.9606635220928772,-0.9606635220928772
2018-06-10,-0.4989095196589897,-0.4989095196589897,-0.4989095196589897,-0.48613914864471486,-0.48613914864471486,-0.48613914864471486,-0.6359753621534423,-0.6359753621534423,-0.6359753621534423,-0.7287939714889552,-0.7287939714889552,-0.7287939714889552
2018-06-17,-1.0170668745973732,-1.0170668745973732,-1.0170668745973732,-1.0112547587229714,-1.0112547587229714,-1.0112547587229714,-0.9424927257812185,-0.9424927257812185,-0.9424927257812185,-0.9270815578823615,-0.9270815578823615,-0.9270815578823615
2018-06-24,-0.11080601660501077,-0.11080601660501077,-0.11080601660501077,-0.19582050865477194,-0.19582050865477194,-0.19582050865477194,-0.18090166756776555,-0.18090166756776555,-0.18090166756776555,-0.2744047982070758,-0.2744047982070758,-0.2744047982070758
2018-07-01,0.4730154735688855,0.4730154735688855,0.4730154735688855,0.36133334059292677,0.36133334059292677,0.36133334059292677,0.44727183781256113,0.44727183781256113,0.44727183781256113,0.40180696019352846,0.40180696019352846,0.40180696019352846
2018-07-08,1.2698767728728637,1.2698767728728637,1.2698767728728637,1.4414962336252968,1.4414962336252968,1.4414962336252968,1.5724370653093955,1.5724370653093955,1.5724370653093955,1.5711835672356105,1.5711835672356105,1.5711835672356105
2018-07-15,1.185121872844031,1.185121872844031,1.185121872844031,1.2687602654226735,1.2687602654226735,1.2687602654226735,1.0628654652015819,1.0628654652015819,1.0628654652015819,1.1276222768945554,1.1276222768945554,1.1276222768945554
2018-07-22,1.1183646071700952,1.1183646071700952,1.1183646071700952,1.1179178675784762,1.1179178675784762,1.1179178675784762,1.1033581772929857,1.1033581772929857,1.1033581772929857,1.1607870192283212,1.1607870192283212,1.1607870192283212
