Date,QuantShares US Market Neutral ValueEtf_Open_average,QuantShares US Market Neutral ValueEtf_Open_max,QuantShares US Market Neutral ValueEtf_Open_min,QuantShares US Market Neutral ValueEtf_High_average,QuantShares US Market Neutral ValueEtf_High_max,QuantShares US Market Neutral ValueEtf_High_min,QuantShares US Market Neutral ValueEtf_Low_average,QuantShares US Market Neutral ValueEtf_Low_max,QuantShares US Market Neutral ValueEtf_Low_min,QuantShares US Market Neutral ValueEtf_Close_average,QuantShares US Market Neutral ValueEtf_Close_max,QuantShares US Market Neutral ValueEtf_Close_min
2018-04-08,-0.20001651859649694,-0.20001651859649694,-0.20001651859649694,-0.33198024524842507,-0.33198024524842507,-0.33198024524842507,-0.1569857657271463,-0.1569857657271463,-0.1569857657271463,-0.2662910383737588,-0.2662910383737588,-0.2662910383737588
2018-04-15,-0.5577403267574366,-0.5577403267574366,-0.5577403267574366,-0.6991118582797813,-0.6991118582797813,-0.6991118582797813,-0.5429902105468967,-0.5429902105468967,-0.5429902105468967,-0.6704935991463195,-0.6704935991463195,-0.6704935991463195
2018-04-22,-1.4568530909360686,-1.4568530909360686,-1.4568530909360686,-1.5184336870926463,-1.5184336870926463,-1.5184336870926463,-1.478757455529038,-1.478757455529038,-1.478757455529038,-1.565651466094872,-1.565651466094872,-1.565651466094872
2018-04-29,-1.0019725286310244,-1.0019725286310244,-1.0019725286310244,-1.0702309431405086,-1.0702309431405086,-1.0702309431405086,-1.0264457350290508,-1.0264457350290508,-1.0264457350290508,-1.1190792662393196,-1.1190792662393196,-1.1190792662393196
2018-05-06,-0.2874613928504884,-0.2874613928504884,-0.2874613928504884,-0.4199573905168545,-0.4199573905168545,-0.4199573905168545,-0.27599164598856313,-0.27599164598856313,-0.27599164598856313,-0.40387987977789147,-0.40387987977789147,-0.40387987977789147
2018-05-13,-1.222827071985679,-1.222827071985679,-1.222827071985679,-1.1198601175546359,-1.1198601175546359,-1.1198601175546359,-1.2227567971006357,-1.2227567971006357,-1.2227567971006357,-1.212815981933821,-1.212815981933821,-1.212815981933821
2018-05-20,0.13730352258025497,0.13730352258025497,0.13730352258025497,0.11291247044456368,0.11291247044456368,0.11291247044456368,-1.1967979387774021,-1.1967979387774021,-1.1967979387774021,-1.0444710220432487,-1.0444710220432487,-1.0444710220432487
2018-05-27,-2.0614069021764547,-2.0614069021764547,-2.0614069021764547,-2.1375675864789816,-2.1375675864789816,-2.1375675864789816,-2.08165755990222,-2.08165755990222,-2.08165755990222,-2.1883827611846645,-2.1883827611846645,-2.1883827611846645
2018-06-03,-1.9870863998401702,-1.9870863998401702,-1.9870863998401702,-1.653829170447888,-1.653829170447888,-1.653829170447888,-1.8400948596600735,-1.8400948596600735,-1.8400948596600735,-1.805945904888012,-1.805945904888012,-1.805945904888012
2018-06-10,-0.7954417158778176,-0.7954417158778176,-0.7954417158778176,-0.9510077866102165,-0.9510077866102165,-0.9510077866102165,-0.6738294273920108,-0.6738294273920108,-0.6738294273920108,-0.7534468757918636,-0.7534468757918636,-0.7534468757918636
2018-06-17,-0.7506456030590477,-0.7506456030590477,-0.7506456030590477,-0.8435503831370642,-0.8435503831370642,-0.8435503831370642,-0.637455365862058,-0.637455365862058,-0.637455365862058,-0.6848997065032156,-0.6848997065032156,-0.6848997065032156
2018-06-24,-1.350248930603708,-1.350248930603708,-1.350248930603708,-1.4772273558582518,-1.4772273558582518,-1.4772273558582518,-1.2606917984484303,-1.2606917984484303,-1.2606917984484303,-1.3112179676716513,-1.3112179676716513,-1.3112179676716513
2018-07-01,-1.2494651057989974,-1.2494651057989974,-1.2494651057989974,-1.3487765624197632,-1.3487765624197632,-1.3487765624197632,-1.1831427466289737,-1.1831427466289737,-1.1831427466289737,-1.223571593497447,-1.223571593497447,-1.223571593497447
2018-07-08,-1.7285055025027019,-1.7285055025027019,-1.7285055025027019,-1.8255099111118753,-1.8255099111118753,-1.8255099111118753,-1.7320593415019576,-1.7320593415019576,-1.7320593415019576,-1.7636649779890006,-1.7636649779890006,-1.7636649779890006
2018-07-15,-1.6827161711858016,-1.6827161711858016,-1.6827161711858016,-1.7518506834067427,-1.7518506834067427,-1.7518506834067427,-1.7328741183578718,-1.7328741183578718,-1.7328741183578718,-1.7484547045413996,-1.7484547045413996,-1.7484547045413996
2018-07-22,-1.602737513774064,-1.602737513774064,-1.602737513774064,-1.42868660630907,-1.42868660630907,-1.42868660630907,-1.6535024641272467,-1.6535024641272467,-1.6535024641272467,-1.4259077058102536,-1.4259077058102536,-1.4259077058102536
2018-07-29,-1.034047708525502,-1.034047708525502,-1.034047708525502,-0.7809827321113911,-0.7809827321113911,-0.7809827321113911,-1.0521525951687207,-1.0521525951687207,-1.0521525951687207,-0.7442088322345337,-0.7442088322345337,-0.7442088322345337
2018-08-05,-0.7106173661473406,-0.7106173661473406,-0.7106173661473406,-0.8563233254712652,-0.8563233254712652,-0.8563233254712652,-0.7223907394997308,-0.7223907394997308,-0.7223907394997308,-0.8631146747998997,-0.8631146747998997,-0.8631146747998997
2018-08-12,-1.053955730307958,-1.053955730307958,-1.053955730307958,-1.19809051219884,-1.19809051219884,-1.19809051219884,-1.4103983963179467,-1.4103983963179467,-1.4103983963179467,-1.479602003654628,-1.479602003654628,-1.479602003654628
2018-08-19,-0.9697782146648218,-0.9697782146648218,-0.9697782146648218,-1.1243981712313094,-1.1243981712313094,-1.1243981712313094,-1.268664235360552,-1.268664235360552,-1.268664235360552,-1.2435617843646214,-1.2435617843646214,-1.2435617843646214
2018-08-26,1.6204674167071103,1.6204674167071103,1.6204674167071103,1.900765373322831,1.900765373322831,1.900765373322831,1.5347203987306794,1.5347203987306794,1.5347203987306794,1.5473079332942459,1.5473079332942459,1.5473079332942459
2018-09-02,-0.6305609413782483,-0.6305609413782483,-0.6305609413782483,-0.7173793925266168,-0.7173793925266168,-0.7173793925266168,-0.5412715435281376,-0.5412715435281376,-0.5412715435281376,-0.6777281493505166,-0.6777281493505166,-0.6777281493505166
2018-09-09,-0.8399282096866284,-0.8399282096866284,-0.8399282096866284,-0.9014625998387495,-0.9014625998387495,-0.9014625998387495,-1.6269232908483564,-1.6269232908483564,-1.6269232908483564,-1.5029112047576438,-1.5029112047576438,-1.5029112047576438
2018-09-16,-1.6140618162493858,-1.6140618162493858,-1.6140618162493858,-1.5766186786368954,-1.5766186786368954,-1.5766186786368954,-1.3997424420013922,-1.3997424420013922,-1.3997424420013922,-1.6221572340837058,-1.6221572340837058,-1.6221572340837058
2018-09-23,-1.837461876863255,-1.837461876863255,-1.837461876863255,-1.1340106689332228,-1.1340106689332228,-1.1340106689332228,-1.5403221498485453,-1.5403221498485453,-1.5403221498485453,-1.0327116165153027,-1.0327116165153027,-1.0327116165153027
2018-09-30,-1.2496704877713851,-1.2496704877713851,-1.2496704877713851,-0.39461947754888593,-0.39461947754888593,-0.39461947754888593,-1.0356640789496951,-1.0356640789496951,-1.0356640789496951,-0.30044032833970136,-0.30044032833970136,-0.30044032833970136
2018-10-07,0.07975205843352373,0.07975205843352373,0.07975205843352373,-0.19147327269601533,-0.19147327269601533,-0.19147327269601533,0.22462814282224905,0.22462814282224905,0.22462814282224905,-0.04385138614239258,-0.04385138614239258,-0.04385138614239258
2018-10-14,0.00280200457996482,0.00280200457996482,0.00280200457996482,-0.27107347930010406,-0.27107347930010406,-0.27107347930010406,0.15203144560731446,0.15203144560731446,0.15203144560731446,-0.12990866938702372,-0.12990866938702372,-0.12990866938702372
2018-10-21,0.35710483209351257,0.35710483209351257,0.35710483209351257,0.12963175999742407,0.12963175999742407,0.12963175999742407,0.4855278450131494,0.4855278450131494,0.4855278450131494,0.2994123148865925,0.2994123148865925,0.2994123148865925
2018-10-28,0.9053655237483346,0.9053655237483346,0.9053655237483346,0.7673275660989065,0.7673275660989065,0.7673275660989065,0.9949230567308357,0.9949230567308357,0.9949230567308357,0.9758154120651354,0.9758154120651354,0.9758154120651354
2018-11-04,0.45330358423930806,0.45330358423930806,0.45330358423930806,0.28387542442915004,0.28387542442915004,0.28387542442915004,0.26747277632235994,0.26747277632235994,0.26747277632235994,0.09306604885492208,0.09306604885492208,0.09306604885492208
