Date,First Trust Developed Markets ex-US Small Cap AlphEtf_Open_average,First Trust Developed Markets ex-US Small Cap AlphEtf_Open_max,First Trust Developed Markets ex-US Small Cap AlphEtf_Open_min,First Trust Developed Markets ex-US Small Cap AlphEtf_High_average,First Trust Developed Markets ex-US Small Cap AlphEtf_High_max,First Trust Developed Markets ex-US Small Cap AlphEtf_High_min,First Trust Developed Markets ex-US Small Cap AlphEtf_Low_average,First Trust Developed Markets ex-US Small Cap AlphEtf_Low_max,First Trust Developed Markets ex-US Small Cap AlphEtf_Low_min,First Trust Developed Markets ex-US Small Cap AlphEtf_Close_average,First Trust Developed Markets ex-US Small Cap AlphEtf_Close_max,First Trust Developed Markets ex-US Small Cap AlphEtf_Close_min
2018-04-08,-0.18849093452971097,-0.18849093452971097,-0.18849093452971097,-0.3201316056861029,-0.3201316056861029,-0.3201316056861029,-0.05492110097079899,-0.05492110097079899,-0.05492110097079899,-0.16227943533828673,-0.16227943533828673,-0.16227943533828673
2018-04-15,0.23683910701255395,0.23683910701255395,0.23683910701255395,0.13019457349351307,0.13019457349351307,0.13019457349351307,0.30183343548087765,0.30183343548087765,0.30183343548087765,0.283139094432495,0.283139094432495,0.283139094432495
2018-04-22,-0.1256111273153283,-0.1256111273153283,-0.1256111273153283,-0.25946750377171685,-0.25946750377171685,-0.25946750377171685,0.07137646393986083,0.07137646393986083,0.07137646393986083,-0.024558863793936857,-0.024558863793936857,-0.024558863793936857
2018-04-29,0.5517726786633091,0.5517726786633091,0.5517726786633091,0.29671101688233575,0.29671101688233575,0.29671101688233575,0.6097377634154353,0.6097377634154353,0.6097377634154353,0.5060619847226306,0.5060619847226306,0.5060619847226306
2018-05-06,0.9502485378927891,0.9502485378927891,0.9502485378927891,0.7637302678046833,0.7637302678046833,0.7637302678046833,0.47405566156231066,0.47405566156231066,0.47405566156231066,0.7003953484675155,0.7003953484675155,0.7003953484675155
2018-05-13,1.0511213007733047,1.0511213007733047,1.0511213007733047,0.9145111641842157,0.9145111641842157,0.9145111641842157,1.1002367820004366,1.1002367820004366,1.1002367820004366,1.0078317351200161,1.0078317351200161,1.0078317351200161
2018-05-20,0.315241567391162,0.315241567391162,0.315241567391162,0.37241467875177453,0.37241467875177453,0.37241467875177453,0.29358612209079854,0.29358612209079854,0.29358612209079854,0.12993916998906777,0.12993916998906777,0.12993916998906777
2018-05-27,-0.9250506637642861,-0.9250506637642861,-0.9250506637642861,-0.725669426824984,-0.725669426824984,-0.725669426824984,-0.7154810912965193,-0.7154810912965193,-0.7154810912965193,-0.5807609031225078,-0.5807609031225078,-0.5807609031225078
2018-06-03,0.44176209561317864,0.44176209561317864,0.44176209561317864,0.39167311691377504,0.39167311691377504,0.39167311691377504,0.3902080057911344,0.3902080057911344,0.3902080057911344,0.520031433961161,0.520031433961161,0.520031433961161
2018-06-10,-0.3499762064563998,-0.3499762064563998,-0.3499762064563998,-0.467842878254224,-0.467842878254224,-0.467842878254224,-1.2658627578207196,-1.2658627578207196,-1.2658627578207196,-1.4309506900743119,-1.4309506900743119,-1.4309506900743119
