Date,First Trust RiverFront Dynamic EMEtf_Open_average,First Trust RiverFront Dynamic EMEtf_Open_max,First Trust RiverFront Dynamic EMEtf_Open_min,First Trust RiverFront Dynamic EMEtf_High_average,First Trust RiverFront Dynamic EMEtf_High_max,First Trust RiverFront Dynamic EMEtf_High_min,First Trust RiverFront Dynamic EMEtf_Low_average,First Trust RiverFront Dynamic EMEtf_Low_max,First Trust RiverFront Dynamic EMEtf_Low_min,First Trust RiverFront Dynamic EMEtf_Close_average,First Trust RiverFront Dynamic EMEtf_Close_max,First Trust RiverFront Dynamic EMEtf_Close_min
2018-04-08,-0.34570085091569946,-0.34570085091569946,-0.34570085091569946,-0.599195090886087,-0.599195090886087,-0.599195090886087,-0.44560860192513724,-0.44560860192513724,-0.44560860192513724,-0.6641714486618632,-0.6641714486618632,-0.6641714486618632
2018-04-15,-0.5990294345252734,-0.5990294345252734,-0.5990294345252734,-0.8367741179558428,-0.8367741179558428,-0.8367741179558428,-0.3743479423295016,-0.3743479423295016,-0.3743479423295016,-0.6465438020759992,-0.6465438020759992,-0.6465438020759992
2018-04-22,-0.8911885681262156,-0.8911885681262156,-0.8911885681262156,-1.0319776445461444,-1.0319776445461444,-1.0319776445461444,-0.5296913196719142,-0.5296913196719142,-0.5296913196719142,-0.7259065744991342,-0.7259065744991342,-0.7259065744991342
2018-04-29,-1.5488477130631697,-1.5488477130631697,-1.5488477130631697,-1.3389949382533146,-1.3389949382533146,-1.3389949382533146,-1.0241215184667616,-1.0241215184667616,-1.0241215184667616,-1.0334607421726258,-1.0334607421726258,-1.0334607421726258
2018-05-06,-0.2992027792989974,-0.2992027792989974,-0.2992027792989974,-0.613988474024586,-0.613988474024586,-0.613988474024586,-0.28114265637806507,-0.28114265637806507,-0.28114265637806507,-0.48487368957159704,-0.48487368957159704,-0.48487368957159704
2018-05-13,-1.2427127915275562,-1.2427127915275562,-1.2427127915275562,-1.5140497307521334,-1.5140497307521334,-1.5140497307521334,-1.0896520649555146,-1.0896520649555146,-1.0896520649555146,-1.2352745493720338,-1.2352745493720338,-1.2352745493720338
2018-05-20,-0.8155596534618975,-0.8155596534618975,-0.8155596534618975,-0.9973213355361196,-0.9973213355361196,-0.9973213355361196,-0.5391030211803456,-0.5391030211803456,-0.5391030211803456,-0.8215051403913073,-0.8215051403913073,-0.8215051403913073
2018-05-27,-0.8730465517360025,-0.8730465517360025,-0.8730465517360025,-0.9670096155871556,-0.9670096155871556,-0.9670096155871556,-0.7496597571565609,-0.7496597571565609,-0.7496597571565609,-0.7562653071842242,-0.7562653071842242,-0.7562653071842242
2018-06-03,-0.921137008259383,-0.921137008259383,-0.921137008259383,-0.8225915063636345,-0.8225915063636345,-0.8225915063636345,-0.7817103362761277,-0.7817103362761277,-0.7817103362761277,-0.6185119114746233,-0.6185119114746233,-0.6185119114746233
2018-06-10,-1.972611467830787,-1.972611467830787,-1.972611467830787,-2.1226602445883582,-2.1226602445883582,-2.1226602445883582,-2.4252766840763345,-2.4252766840763345,-2.4252766840763345,-2.3340954662190176,-2.3340954662190176,-2.3340954662190176
2018-06-17,-2.4783725692925316,-2.4783725692925316,-2.4783725692925316,-2.5170323577344567,-2.5170323577344567,-2.5170323577344567,-2.526540353785967,-2.526540353785967,-2.526540353785967,-2.5933141728497295,-2.5933141728497295,-2.5933141728497295
