Date,PowerShares FTSE RAFI Emerging MarketsEtf_Open_average,PowerShares FTSE RAFI Emerging MarketsEtf_Open_max,PowerShares FTSE RAFI Emerging MarketsEtf_Open_min,PowerShares FTSE RAFI Emerging MarketsEtf_High_average,PowerShares FTSE RAFI Emerging MarketsEtf_High_max,PowerShares FTSE RAFI Emerging MarketsEtf_High_min,PowerShares FTSE RAFI Emerging MarketsEtf_Low_average,PowerShares FTSE RAFI Emerging MarketsEtf_Low_max,PowerShares FTSE RAFI Emerging MarketsEtf_Low_min,PowerShares FTSE RAFI Emerging MarketsEtf_Close_average,PowerShares FTSE RAFI Emerging MarketsEtf_Close_max,PowerShares FTSE RAFI Emerging MarketsEtf_Close_min
2018-04-08,-0.7929542461600634,-0.7929542461600634,-0.7929542461600634,-0.9826315150772382,-0.9826315150772382,-0.9826315150772382,-0.765420361709547,-0.765420361709547,-0.765420361709547,-1.0158761220878725,-1.0158761220878725,-1.0158761220878725
2018-04-15,-0.8313828736912843,-0.8313828736912843,-0.8313828736912843,-1.0556501419486568,-1.0556501419486568,-1.0556501419486568,-0.774490139188669,-0.774490139188669,-0.774490139188669,-0.9635353337053109,-0.9635353337053109,-0.9635353337053109
2018-04-22,-1.0470713718883542,-1.0470713718883542,-1.0470713718883542,-1.2103091861640278,-1.2103091861640278,-1.2103091861640278,-0.7248630087133885,-0.7248630087133885,-0.7248630087133885,-0.9268826544780294,-0.9268826544780294,-0.9268826544780294
2018-04-29,-1.9875945484806625,-1.9875945484806625,-1.9875945484806625,-1.6022281481053098,-1.6022281481053098,-1.6022281481053098,-1.449107154656965,-1.449107154656965,-1.449107154656965,-1.371724501574956,-1.371724501574956,-1.371724501574956
2018-05-06,-0.41604084238131633,-0.41604084238131633,-0.41604084238131633,-0.7113288162642581,-0.7113288162642581,-0.7113288162642581,-0.5160316646616868,-0.5160316646616868,-0.5160316646616868,-0.717438978228077,-0.717438978228077,-0.717438978228077
2018-05-13,-1.711500356065503,-1.711500356065503,-1.711500356065503,-1.8334537289471684,-1.8334537289471684,-1.8334537289471684,-1.5493330661097415,-1.5493330661097415,-1.5493330661097415,-1.5657758616152335,-1.5657758616152335,-1.5657758616152335
2018-05-20,-1.8043296209855693,-1.8043296209855693,-1.8043296209855693,-1.7936364438297114,-1.7936364438297114,-1.7936364438297114,-1.660669847520131,-1.660669847520131,-1.660669847520131,-1.7052975660192888,-1.7052975660192888,-1.7052975660192888
2018-05-27,-1.6283423239681523,-1.6283423239681523,-1.6283423239681523,-1.6130640845616877,-1.6130640845616877,-1.6130640845616877,-1.640824968645608,-1.640824968645608,-1.640824968645608,-1.6231039882626335,-1.6231039882626335,-1.6231039882626335
2018-06-03,-1.5461010056158888,-1.5461010056158888,-1.5461010056158888,-1.533131803189136,-1.533131803189136,-1.533131803189136,-1.6518063805087457,-1.6518063805087457,-1.6518063805087457,-1.5077128607602963,-1.5077128607602963,-1.5077128607602963
2018-06-10,-1.9428962563787053,-1.9428962563787053,-1.9428962563787053,-1.862768543075403,-1.862768543075403,-1.862768543075403,-2.0149552706688527,-2.0149552706688527,-2.0149552706688527,-1.8927408880948648,-1.8927408880948648,-1.8927408880948648
