Date,Renaissance International IPOEtf_Open_average,Renaissance International IPOEtf_Open_max,Renaissance International IPOEtf_Open_min,Renaissance International IPOEtf_High_average,Renaissance International IPOEtf_High_max,Renaissance International IPOEtf_High_min,Renaissance International IPOEtf_Low_average,Renaissance International IPOEtf_Low_max,Renaissance International IPOEtf_Low_min,Renaissance International IPOEtf_Close_average,Renaissance International IPOEtf_Close_max,Renaissance International IPOEtf_Close_min
2018-04-08,-0.16292746617810783,-0.16292746617810783,-0.16292746617810783,0.5081064596907328,0.5081064596907328,0.5081064596907328,-0.1298497445077706,-0.1298497445077706,-0.1298497445077706,0.4525825536956993,0.4525825536956993,0.4525825536956993
2018-04-15,-0.33348792457680926,-0.33348792457680926,-0.33348792457680926,-0.42953266878867363,-0.42953266878867363,-0.42953266878867363,-0.6897713107885487,-0.6897713107885487,-0.6897713107885487,-0.7506445013492742,-0.7506445013492742,-0.7506445013492742
2018-04-22,-0.6994079097205412,-0.6994079097205412,-0.6994079097205412,-0.7695624742138198,-0.7695624742138198,-0.7695624742138198,-0.6469591175295301,-0.6469591175295301,-0.6469591175295301,-0.7000116785261109,-0.7000116785261109,-0.7000116785261109
2018-04-29,-0.6427470141119417,-0.6427470141119417,-0.6427470141119417,-0.7027478673385102,-0.7027478673385102,-0.7027478673385102,-0.5940857454866608,-0.5940857454866608,-0.5940857454866608,-0.6403490255114134,-0.6403490255114134,-0.6403490255114134
2018-05-06,-2.387949799693689,-2.387949799693689,-2.387949799693689,-2.2486235447064433,-2.2486235447064433,-2.2486235447064433,-2.3511716448126854,-2.3511716448126854,-2.3511716448126854,-2.3084864738743693,-2.3084864738743693,-2.3084864738743693
2018-05-13,-1.9866613651583187,-1.9866613651583187,-1.9866613651583187,-1.892300451740062,-1.892300451740062,-1.892300451740062,-1.9403881052039693,-1.9403881052039693,-1.9403881052039693,-1.9066093104444302,-1.9066093104444302,-1.9066093104444302
2018-05-20,-1.7973971345208122,-1.7973971345208122,-1.7973971345208122,-1.6706509716228837,-1.6706509716228837,-1.6706509716228837,-1.7693799056984656,-1.7693799056984656,-1.7693799056984656,-1.6802166296638057,-1.6802166296638057,-1.6802166296638057
2018-05-27,-1.6647787134311929,-1.6647787134311929,-1.6647787134311929,-1.6279713536816334,-1.6279713536816334,-1.6279713536816334,-1.6479595881610432,-1.6479595881610432,-1.6479595881610432,-1.6430750996240546,-1.6430750996240546,-1.6430750996240546
2018-06-03,-0.7886833370034823,-0.7886833370034823,-0.7886833370034823,-0.8056757159265492,-0.8056757159265492,-0.8056757159265492,-0.7651240738451136,-0.7651240738451136,-0.7651240738451136,-0.7838577379056294,-0.7838577379056294,-0.7838577379056294
2018-06-10,-0.26483292424342364,-0.26483292424342364,-0.26483292424342364,-0.3076049215327264,-0.3076049215327264,-0.3076049215327264,-1.2316752327028757,-1.2316752327028757,-1.2316752327028757,-1.220994329220256,-1.220994329220256,-1.220994329220256
2018-06-17,-1.847507179852574,-1.847507179852574,-1.847507179852574,-1.7673720698341215,-1.7673720698341215,-1.7673720698341215,-1.6954301647415153,-1.6954301647415153,-1.6954301647415153,-1.637060197037514,-1.637060197037514,-1.637060197037514
2018-06-24,-1.8456430392590513,-1.8456430392590513,-1.8456430392590513,-1.4176404676326557,-1.4176404676326557,-1.4176404676326557,-1.760302855803593,-1.760302855803593,-1.760302855803593,-1.3280620507058123,-1.3280620507058123,-1.3280620507058123
2018-07-01,-1.3891956933654912,-1.3891956933654912,-1.3891956933654912,-1.4418254433694253,-1.4418254433694253,-1.4418254433694253,-1.6558981878335313,-1.6558981878335313,-1.6558981878335313,-1.7012032750281991,-1.7012032750281991,-1.7012032750281991
2018-07-08,-1.2489178077648408,-1.2489178077648408,-1.2489178077648408,-1.368952643778022,-1.368952643778022,-1.368952643778022,-1.1256537825066901,-1.1256537825066901,-1.1256537825066901,-1.2317120054959592,-1.2317120054959592,-1.2317120054959592
2018-07-15,-1.4035641990189172,-1.4035641990189172,-1.4035641990189172,-1.5170469431169669,-1.5170469431169669,-1.5170469431169669,-1.4275887074228428,-1.4275887074228428,-1.4275887074228428,-1.5281252308925275,-1.5281252308925275,-1.5281252308925275
2018-07-22,-0.7653441833113416,-0.7653441833113416,-0.7653441833113416,-0.8508551072326714,-0.8508551072326714,-0.8508551072326714,-0.6288394044422191,-0.6288394044422191,-0.6288394044422191,-0.7037227361974218,-0.7037227361974218,-0.7037227361974218
2018-07-29,-1.1406429287382187,-1.1406429287382187,-1.1406429287382187,-1.2376041076587556,-1.2376041076587556,-1.2376041076587556,-1.0439584963733544,-1.0439584963733544,-1.0439584963733544,-1.133051263306706,-1.133051263306706,-1.133051263306706
