Date,PowerShares PureBeta US Aggregate Bond PortfolioEtf_Open_average,PowerShares PureBeta US Aggregate Bond PortfolioEtf_Open_max,PowerShares PureBeta US Aggregate Bond PortfolioEtf_Open_min,PowerShares PureBeta US Aggregate Bond PortfolioEtf_High_average,PowerShares PureBeta US Aggregate Bond PortfolioEtf_High_max,PowerShares PureBeta US Aggregate Bond PortfolioEtf_High_min,PowerShares PureBeta US Aggregate Bond PortfolioEtf_Low_average,PowerShares PureBeta US Aggregate Bond PortfolioEtf_Low_max,PowerShares PureBeta US Aggregate Bond PortfolioEtf_Low_min,PowerShares PureBeta US Aggregate Bond PortfolioEtf_Close_average,PowerShares PureBeta US Aggregate Bond PortfolioEtf_Close_max,PowerShares PureBeta US Aggregate Bond PortfolioEtf_Close_min
2018-04-08,-0.4811999413995573,-0.4811999413995573,-0.4811999413995573,-0.49242516208568893,-0.49242516208568893,-0.49242516208568893,-0.4772562931103295,-0.4772562931103295,-0.4772562931103295,-0.48867108843419516,-0.48867108843419516,-0.48867108843419516
2018-04-15,-1.0890806078122135,-1.0890806078122135,-1.0890806078122135,-1.1057207790222086,-1.1057207790222086,-1.1057207790222086,-1.1213955854779627,-1.1213955854779627,-1.1213955854779627,-1.138882016749256,-1.138882016749256,-1.138882016749256
2018-04-22,-2.1890186088341426,-2.1890186088341426,-2.1890186088341426,-2.1997482222086906,-2.1997482222086906,-2.1997482222086906,-2.1890186088341426,-2.1890186088341426,-2.1890186088341426,-2.1997482222086906,-2.1997482222086906,-2.1997482222086906
2018-04-29,-1.6454982613866653,-1.6454982613866653,-1.6454982613866653,-1.6493565763413083,-1.6493565763413083,-1.6493565763413083,-1.6454982613866653,-1.6454982613866653,-1.6454982613866653,-1.6493565763413083,-1.6493565763413083,-1.6493565763413083
2018-05-06,-1.7939767965077291,-1.7939767965077291,-1.7939767965077291,-1.7890651467104068,-1.7890651467104068,-1.7890651467104068,-1.7939767965077291,-1.7939767965077291,-1.7939767965077291,-1.7890651467104068,-1.7890651467104068,-1.7890651467104068
2018-05-13,-1.868778601702907,-1.868778601702907,-1.868778601702907,-1.8612716829876284,-1.8612716829876284,-1.8612716829876284,-1.868778601702907,-1.868778601702907,-1.868778601702907,-1.8612716829876284,-1.8612716829876284,-1.8612716829876284
2018-05-20,-1.760269442532352,-1.760269442532352,-1.760269442532352,-1.7534588674933616,-1.7534588674933616,-1.7534588674933616,-1.760269442532352,-1.760269442532352,-1.760269442532352,-1.7534588674933616,-1.7534588674933616,-1.7534588674933616
2018-05-27,-1.4466799590443826,-1.4466799590443826,-1.4466799590443826,-1.4417112005147446,-1.4417112005147446,-1.4417112005147446,-1.4466799590443826,-1.4466799590443826,-1.4466799590443826,-1.4417112005147446,-1.4417112005147446,-1.4417112005147446
2018-06-03,-0.5355805681692714,-0.5355805681692714,-0.5355805681692714,-0.5390693059206505,-0.5390693059206505,-0.5390693059206505,-0.5355805681692714,-0.5355805681692714,-0.5355805681692714,-0.5390693059206505,-0.5390693059206505,-0.5390693059206505
2018-06-10,-0.4264965868239255,-0.4264965868239255,-0.4264965868239255,-0.4305117366498558,-0.4305117366498558,-0.4305117366498558,-0.4264965868239255,-0.4264965868239255,-0.4264965868239255,-0.4305117366498558,-0.4305117366498558,-0.4305117366498558
2018-06-17,-0.8296635831779345,-0.8296635831779345,-0.8296635831779345,-0.8266113063230868,-0.8266113063230868,-0.8266113063230868,-0.8296635831779345,-0.8296635831779345,-0.8296635831779345,-0.8266113063230868,-0.8266113063230868,-0.8266113063230868
2018-06-24,0.09704889064727276,0.09704889064727276,0.09704889064727276,0.09704889064727276,0.09704889064727276,0.09704889064727276,0.09704889064727276,0.09704889064727276,0.09704889064727276,0.09704889064727276,0.09704889064727276,0.09704889064727276
2018-07-01,0.2948960266614077,0.2948960266614077,0.2948960266614077,0.2948960266614077,0.2948960266614077,0.2948960266614077,0.2948960266614077,0.2948960266614077,0.2948960266614077,0.2948960266614077,0.2948960266614077,0.2948960266614077
2018-07-08,1.7286777745574886,1.7286777745574886,1.7286777745574886,1.7286777745574886,1.7286777745574886,1.7286777745574886,1.7286777745574886,1.7286777745574886,1.7286777745574886,1.7286777745574886,1.7286777745574886,1.7286777745574886
2018-07-15,1.8676304636358387,1.8676304636358387,1.8676304636358387,1.8676304636358387,1.8676304636358387,1.8676304636358387,1.8676304636358387,1.8676304636358387,1.8676304636358387,1.8676304636358387,1.8676304636358387,1.8676304636358387
2018-07-22,0.7308687726482221,0.7308687726482221,0.7308687726482221,0.7308687726482221,0.7308687726482221,0.7308687726482221,0.7308687726482221,0.7308687726482221,0.7308687726482221,0.7308687726482221,0.7308687726482221,0.7308687726482221
2018-07-29,-0.05526363628699423,-0.05526363628699423,-0.05526363628699423,-0.05526363628699423,-0.05526363628699423,-0.05526363628699423,-0.05526363628699423,-0.05526363628699423,-0.05526363628699423,-0.05526363628699423,-0.05526363628699423,-0.05526363628699423
