Date,iShares MSCI Austria CappedEtf_Open_average,iShares MSCI Austria CappedEtf_Open_max,iShares MSCI Austria CappedEtf_Open_min,iShares MSCI Austria CappedEtf_High_average,iShares MSCI Austria CappedEtf_High_max,iShares MSCI Austria CappedEtf_High_min,iShares MSCI Austria CappedEtf_Low_average,iShares MSCI Austria CappedEtf_Low_max,iShares MSCI Austria CappedEtf_Low_min,iShares MSCI Austria CappedEtf_Close_average,iShares MSCI Austria CappedEtf_Close_max,iShares MSCI Austria CappedEtf_Close_min
2018-04-08,-0.08394305643488723,-0.08394305643488723,-0.08394305643488723,-0.23679769319898922,-0.23679769319898922,-0.23679769319898922,-0.15887264265673798,-0.15887264265673798,-0.15887264265673798,-0.2419244086579562,-0.2419244086579562,-0.2419244086579562
2018-04-15,0.13967649272478339,0.13967649272478339,0.13967649272478339,0.10706083099093958,0.10706083099093958,0.10706083099093958,0.24636032445386788,0.24636032445386788,0.24636032445386788,0.2332154118120785,0.2332154118120785,0.2332154118120785
2018-04-22,-0.03261228741283582,-0.03261228741283582,-0.03261228741283582,-0.12509208722042311,-0.12509208722042311,-0.12509208722042311,-0.03154575440502636,-0.03154575440502636,-0.03154575440502636,0.135400972501497,0.135400972501497,0.135400972501497
2018-04-29,-1.5518410481663514,-1.5518410481663514,-1.5518410481663514,-1.4659447219338724,-1.4659447219338724,-1.4659447219338724,-1.2535643976634694,-1.2535643976634694,-1.2535643976634694,-1.1809686308369436,-1.1809686308369436,-1.1809686308369436
2018-05-06,0.1448296473613583,0.1448296473613583,0.1448296473613583,0.02554314090559945,0.02554314090559945,0.02554314090559945,0.39525390097682106,0.39525390097682106,0.39525390097682106,0.23583998580411197,0.23583998580411197,0.23583998580411197
2018-05-13,-1.8225604125190338,-1.8225604125190338,-1.8225604125190338,-2.161772890594211,-2.161772890594211,-2.161772890594211,-1.7718807713973823,-1.7718807713973823,-1.7718807713973823,-2.0800411084546524,-2.0800411084546524,-2.0800411084546524
2018-05-20,-2.651403974595498,-2.651403974595498,-2.651403974595498,-2.692129891522051,-2.692129891522051,-2.692129891522051,-2.638398097355025,-2.638398097355025,-2.638398097355025,-2.7244486124089478,-2.7244486124089478,-2.7244486124089478
2018-05-27,-2.12387044964692,-2.12387044964692,-2.12387044964692,-2.050572385936572,-2.050572385936572,-2.050572385936572,-2.0104982745282802,-2.0104982745282802,-2.0104982745282802,-2.050388005883294,-2.050388005883294,-2.050388005883294
2018-06-03,-1.3613667651084242,-1.3613667651084242,-1.3613667651084242,-1.3645535032599185,-1.3645535032599185,-1.3645535032599185,-1.3614139263067553,-1.3614139263067553,-1.3614139263067553,-1.3365044647986144,-1.3365044647986144,-1.3365044647986144
2018-06-10,-1.4207598643742738,-1.4207598643742738,-1.4207598643742738,-1.4859664779232906,-1.4859664779232906,-1.4859664779232906,-1.4054819770373082,-1.4054819770373082,-1.4054819770373082,-1.4450118548283888,-1.4450118548283888,-1.4450118548283888
