Date,SPDR Dorsey Wright Fixed Income AllocationEtf_Open_average,SPDR Dorsey Wright Fixed Income AllocationEtf_Open_max,SPDR Dorsey Wright Fixed Income AllocationEtf_Open_min,SPDR Dorsey Wright Fixed Income AllocationEtf_High_average,SPDR Dorsey Wright Fixed Income AllocationEtf_High_max,SPDR Dorsey Wright Fixed Income AllocationEtf_High_min,SPDR Dorsey Wright Fixed Income AllocationEtf_Low_average,SPDR Dorsey Wright Fixed Income AllocationEtf_Low_max,SPDR Dorsey Wright Fixed Income AllocationEtf_Low_min,SPDR Dorsey Wright Fixed Income AllocationEtf_Close_average,SPDR Dorsey Wright Fixed Income AllocationEtf_Close_max,SPDR Dorsey Wright Fixed Income AllocationEtf_Close_min
2018-04-08,-0.030942426553403415,-0.030942426553403415,-0.030942426553403415,-0.2044855139723388,-0.2044855139723388,-0.2044855139723388,-0.2723546411298869,-0.2723546411298869,-0.2723546411298869,-0.3028402331790737,-0.3028402331790737,-0.3028402331790737
2018-04-15,-0.716284952387403,-0.716284952387403,-0.716284952387403,-0.9158168705521625,-0.9158168705521625,-0.9158168705521625,-0.5169783867678115,-0.5169783867678115,-0.5169783867678115,-0.7793239066525268,-0.7793239066525268,-0.7793239066525268
2018-04-22,-1.8468198605274844,-1.8468198605274844,-1.8468198605274844,-2.113141404620993,-2.113141404620993,-2.113141404620993,-1.7344280907707739,-1.7344280907707739,-1.7344280907707739,-2.1346051172067484,-2.1346051172067484,-2.1346051172067484
2018-04-29,-2.4973069290036665,-2.4973069290036665,-2.4973069290036665,-2.4485739800482356,-2.4485739800482356,-2.4485739800482356,-2.2246745422817784,-2.2246745422817784,-2.2246745422817784,-2.195518069103051,-2.195518069103051,-2.195518069103051
2018-05-06,-1.7790644795889816,-1.7790644795889816,-1.7790644795889816,-1.81388488850543,-1.81388488850543,-1.81388488850543,-1.6461540772176442,-1.6461540772176442,-1.6461540772176442,-1.7897465206484047,-1.7897465206484047,-1.7897465206484047
2018-05-13,-2.3045976865952884,-2.3045976865952884,-2.3045976865952884,-2.3105557866812108,-2.3105557866812108,-2.3105557866812108,-2.245489681128685,-2.245489681128685,-2.245489681128685,-2.2652005282225276,-2.2652005282225276,-2.2652005282225276
2018-05-20,-1.7154520940388753,-1.7154520940388753,-1.7154520940388753,-1.7452148726589098,-1.7452148726589098,-1.7452148726589098,-1.6186873075745558,-1.6186873075745558,-1.6186873075745558,-1.7855566356727284,-1.7855566356727284,-1.7855566356727284
2018-05-27,-1.5795086520703545,-1.5795086520703545,-1.5795086520703545,-1.40582712571433,-1.40582712571433,-1.40582712571433,-1.517531475736387,-1.517531475736387,-1.517531475736387,-1.4147899710543985,-1.4147899710543985,-1.4147899710543985
2018-06-03,-1.1772389657133684,-1.1772389657133684,-1.1772389657133684,-1.1631222805384493,-1.1631222805384493,-1.1631222805384493,-1.1756568030823906,-1.1756568030823906,-1.1756568030823906,-1.1020904082536964,-1.1020904082536964,-1.1020904082536964
2018-06-10,-0.8277033951289852,-0.8277033951289852,-0.8277033951289852,-0.9995149966445217,-0.9995149966445217,-0.9995149966445217,-1.0493569868757096,-1.0493569868757096,-1.0493569868757096,-1.1142902207826433,-1.1142902207826433,-1.1142902207826433
