Date,Schwab Emerging Markets EquityEtf_Open_average,Schwab Emerging Markets EquityEtf_Open_max,Schwab Emerging Markets EquityEtf_Open_min,Schwab Emerging Markets EquityEtf_High_average,Schwab Emerging Markets EquityEtf_High_max,Schwab Emerging Markets EquityEtf_High_min,Schwab Emerging Markets EquityEtf_Low_average,Schwab Emerging Markets EquityEtf_Low_max,Schwab Emerging Markets EquityEtf_Low_min,Schwab Emerging Markets EquityEtf_Close_average,Schwab Emerging Markets EquityEtf_Close_max,Schwab Emerging Markets EquityEtf_Close_min
2018-04-08,-0.6291537409398381,-0.6291537409398381,-0.6291537409398381,-0.8669477439740645,-0.8669477439740645,-0.8669477439740645,-0.6075594002120085,-0.6075594002120085,-0.6075594002120085,-0.8293879799353836,-0.8293879799353836,-0.8293879799353836
2018-04-15,-0.8798767531692381,-0.8798767531692381,-0.8798767531692381,-1.0877793610608923,-1.0877793610608923,-1.0877793610608923,-0.7759822846251161,-0.7759822846251161,-0.7759822846251161,-0.9789531876721558,-0.9789531876721558,-0.9789531876721558
2018-04-22,-1.241536274773455,-1.241536274773455,-1.241536274773455,-1.3607097353234208,-1.3607097353234208,-1.3607097353234208,-0.8985351173065655,-0.8985351173065655,-0.8985351173065655,-1.0524456289284623,-1.0524456289284623,-1.0524456289284623
2018-04-29,-1.9074954880740442,-1.9074954880740442,-1.9074954880740442,-1.570882663103958,-1.570882663103958,-1.570882663103958,-1.4071883954556945,-1.4071883954556945,-1.4071883954556945,-1.3660722492523143,-1.3660722492523143,-1.3660722492523143
2018-05-06,-0.56494625119929,-0.56494625119929,-0.56494625119929,-0.8054373562133236,-0.8054373562133236,-0.8054373562133236,-0.5493617646130875,-0.5493617646130875,-0.5493617646130875,-0.7652404630450308,-0.7652404630450308,-0.7652404630450308
2018-05-13,-1.5108500428510039,-1.5108500428510039,-1.5108500428510039,-1.6472790776715078,-1.6472790776715078,-1.6472790776715078,-1.3382871555746314,-1.3382871555746314,-1.3382871555746314,-1.4539739466451154,-1.4539739466451154,-1.4539739466451154
2018-05-20,-1.37051178109538,-1.37051178109538,-1.37051178109538,-1.4097626773770813,-1.4097626773770813,-1.4097626773770813,-1.1867670384479032,-1.1867670384479032,-1.1867670384479032,-1.2315660636789403,-1.2315660636789403,-1.2315660636789403
2018-05-27,-1.332107583261904,-1.332107583261904,-1.332107583261904,-1.2807395826495733,-1.2807395826495733,-1.2807395826495733,-1.1703242901211364,-1.1703242901211364,-1.1703242901211364,-1.1328178589849434,-1.1328178589849434,-1.1328178589849434
2018-06-03,-1.0842880384557705,-1.0842880384557705,-1.0842880384557705,-1.051243037644475,-1.051243037644475,-1.051243037644475,-1.063651155306345,-1.063651155306345,-1.063651155306345,-1.012496615892023,-1.012496615892023,-1.012496615892023
2018-06-10,-1.7053801722647248,-1.7053801722647248,-1.7053801722647248,-1.854173570954069,-1.854173570954069,-1.854173570954069,-1.9593963372946461,-1.9593963372946461,-1.9593963372946461,-1.873802429670088,-1.873802429670088,-1.873802429670088
2018-06-17,-1.8851001926154671,-1.8851001926154671,-1.8851001926154671,-2.0023481019256386,-2.0023481019256386,-2.0023481019256386,-2.0917915424842817,-2.0917915424842817,-2.0917915424842817,-2.1300102362416036,-2.1300102362416036,-2.1300102362416036
2018-06-24,-1.9778824019881547,-1.9778824019881547,-1.9778824019881547,-1.9869293019440493,-1.9869293019440493,-1.9869293019440493,-2.0183520607108334,-2.0183520607108334,-2.0183520607108334,-2.0613387973647184,-2.0613387973647184,-2.0613387973647184
2018-07-01,-1.6547018913315354,-1.6547018913315354,-1.6547018913315354,-1.527250627268997,-1.527250627268997,-1.527250627268997,-1.681112332277747,-1.681112332277747,-1.681112332277747,-1.5827071051529555,-1.5827071051529555,-1.5827071051529555
