Date,ASEKYStock_Open_average,ASEKYStock_Open_max,ASEKYStock_Open_min,ASEKYStock_High_average,ASEKYStock_High_max,ASEKYStock_High_min,ASEKYStock_Low_average,ASEKYStock_Low_max,ASEKYStock_Low_min,ASEKYStock_Close_average,ASEKYStock_Close_max,ASEKYStock_Close_min,ASEKYStock_Volume_average,ASEKYStock_Volume_max,ASEKYStock_Volume_min
2018-04-08,-1.0719814454916408,-1.0719814454916408,-1.0719814454916408,-1.0829429434473512,-1.0829429434473512,-1.0829429434473512,-1.0719814454916408,-1.0719814454916408,-1.0719814454916408,-1.0829429434473512,-1.0829429434473512,-1.0829429434473512,-0.4078672434011886,-0.4078672434011886,-0.4078672434011886
2018-04-15,-0.7803817062161615,-0.7803817062161615,-0.7803817062161615,-0.7908070609912023,-0.7908070609912023,-0.7908070609912023,-1.5700607009378507,-1.5700607009378507,-1.5700607009378507,-1.568936143594647,-1.568936143594647,-1.568936143594647,2.5666825172933194,2.5666825172933194,2.5666825172933194
2018-04-22,-1.1323748269596612,-1.1323748269596612,-1.1323748269596612,-1.1277920351411357,-1.1277920351411357,-1.1277920351411357,-0.9386921390813626,-0.9386921390813626,-0.9386921390813626,-0.9393103619696619,-0.9393103619696619,-0.9393103619696619,-0.4984331856163156,-0.4984331856163156,-0.4984331856163156
2018-04-29,-1.9033216495404157,-1.9033216495404157,-1.9033216495404157,-1.8792180788675792,-1.8792180788675792,-1.8792180788675792,-1.7174437351596594,-1.7174437351596594,-1.7174437351596594,-1.6984769948877125,-1.6984769948877125,-1.6984769948877125,-0.4984331856163156,-0.4984331856163156,-0.4984331856163156
2018-05-06,-2.6707396298296935,-2.6707396298296935,-2.6707396298296935,-2.669924141619858,-2.669924141619858,-2.669924141619858,-2.5887920280166674,-2.5887920280166674,-2.5887920280166674,-2.587522693814397,-2.587522693814397,-2.587522693814397,-0.38912447277991535,-0.38912447277991535,-0.38912447277991535
2018-05-13,-2.101793256451301,-2.101793256451301,-2.101793256451301,-2.099808081293788,-2.099808081293788,-2.099808081293788,-2.0671362244589666,-2.0671362244589666,-2.0671362244589666,-2.0647697568391967,-2.0647697568391967,-2.0647697568391967,-0.38912447277991535,-0.38912447277991535,-0.38912447277991535
2018-05-20,-1.712150201990672,-1.712150201990672,-1.712150201990672,-1.7104095676821525,-1.7104095676821525,-1.7104095676821525,-1.694463866063796,-1.694463866063796,-1.694463866063796,-1.692388042992256,-1.692388042992256,-1.692388042992256,-0.38912447277991535,-0.38912447277991535,-0.38912447277991535
2018-05-27,-1.218889541913428,-1.218889541913428,-1.218889541913428,-1.2181270941344595,-1.2181270941344595,-1.2181270941344595,-1.2034298435239001,-1.2034298435239001,-1.2034298435239001,-1.2024279139505694,-1.2024279139505694,-1.2024279139505694,-0.38912447277991535,-0.38912447277991535,-0.38912447277991535
2018-06-03,-1.0105680045028904,-1.0105680045028904,-1.0105680045028904,-1.010212937085622,-1.010212937085622,-1.010212937085622,-0.9962455674187483,-0.9962455674187483,-0.9962455674187483,-0.9956955339811181,-0.9956955339811181,-0.9956955339811181,-0.38912447277991535,-0.38912447277991535,-0.38912447277991535
2018-06-10,-1.0261562403278535,-1.0261562403278535,-1.0261562403278535,-1.02514598399124,-1.02514598399124,-1.02514598399124,-1.0190645359852937,-1.0190645359852937,-1.0190645359852937,-1.0177639496620698,-1.0177639496620698,-1.0177639496620698,-0.38912447277991535,-0.38912447277991535,-0.38912447277991535
2018-06-17,-0.7932314128120459,-0.7932314128120459,-0.7932314128120459,-0.7923855960128091,-0.7923855960128091,-0.7923855960128091,-0.7867701997870314,-0.7867701997870314,-0.7867701997870314,-0.7855808301756267,-0.7855808301756267,-0.7855808301756267,-0.38912447277991535,-0.38912447277991535,-0.38912447277991535
2018-06-24,-1.345393890274088,-1.345393890274088,-1.345393890274088,-1.345393890274088,-1.345393890274088,-1.345393890274088,-1.3789564636174898,-1.3789564636174898,-1.3789564636174898,-1.3789564636174898,-1.3789564636174898,-1.3789564636174898,-0.27660139260811456,-0.27660139260811456,-0.27660139260811456
2018-07-01,-0.9739430317213947,-0.9739430317213947,-0.9739430317213947,-0.9739430317213947,-0.9739430317213947,-0.9739430317213947,-0.9978600106103971,-0.9978600106103971,-0.9978600106103971,-0.9978600106103971,-0.9978600106103971,-0.9978600106103971,-0.27660139260811456,-0.27660139260811456,-0.27660139260811456
2018-07-08,-0.5480480804029965,-0.5480480804029965,-0.5480480804029965,-0.5480480804029965,-0.5480480804029965,-0.5480480804029965,-0.5534502327369829,-0.5534502327369829,-0.5534502327369829,-0.5534502327369829,-0.5534502327369829,-0.5534502327369829,-0.27660139260811456,-0.27660139260811456,-0.27660139260811456
2018-07-15,-0.385728623480167,-0.385728623480167,-0.385728623480167,-0.19648937330818242,-0.19648937330818242,-0.19648937330818242,-0.3890204558279517,-0.3890204558279517,-0.3890204558279517,-0.19648937330818242,-0.19648937330818242,-0.19648937330818242,3.328434043200733,3.328434043200733,3.328434043200733
2018-07-22,-0.5608937456838019,-0.5608937456838019,-0.5608937456838019,-0.5858752245772778,-0.5858752245772778,-0.5858752245772778,-0.5604194025824653,-0.5604194025824653,-0.5604194025824653,-0.5858752245772778,-0.5858752245772778,-0.5858752245772778,-0.27711849047463116,-0.27711849047463116,-0.27711849047463116
2018-07-29,1.9961131126628684,1.9961131126628684,1.9961131126628684,1.9530364336611232,1.9530364336611232,1.9530364336611232,1.9965596553839327,1.9965596553839327,1.9965596553839327,1.9530364336611232,1.9530364336611232,1.9530364336611232,-0.27711849047463116,-0.27711849047463116,-0.27711849047463116
