Date,Global X MSCI NigeriaEtf_Open_average,Global X MSCI NigeriaEtf_Open_max,Global X MSCI NigeriaEtf_Open_min,Global X MSCI NigeriaEtf_High_average,Global X MSCI NigeriaEtf_High_max,Global X MSCI NigeriaEtf_High_min,Global X MSCI NigeriaEtf_Low_average,Global X MSCI NigeriaEtf_Low_max,Global X MSCI NigeriaEtf_Low_min,Global X MSCI NigeriaEtf_Close_average,Global X MSCI NigeriaEtf_Close_max,Global X MSCI NigeriaEtf_Close_min
2018-04-08,-0.8049876960709705,-0.8049876960709705,-0.8049876960709705,-0.9569401057723388,-0.9569401057723388,-0.9569401057723388,-0.8541971416909573,-0.8541971416909573,-0.8541971416909573,-0.7967905582492473,-0.7967905582492473,-0.7967905582492473
2018-04-15,-0.5034533283687468,-0.5034533283687468,-0.5034533283687468,-0.7067699816081068,-0.7067699816081068,-0.7067699816081068,-0.7801428356644906,-0.7801428356644906,-0.7801428356644906,-0.7933857940558477,-0.7933857940558477,-0.7933857940558477
2018-04-22,-0.1582226826435234,-0.1582226826435234,-0.1582226826435234,-0.12263155514437292,-0.12263155514437292,-0.12263155514437292,-0.22382861053800157,-0.22382861053800157,-0.22382861053800157,-0.18593328639072906,-0.18593328639072906,-0.18593328639072906
2018-04-29,-0.862286202800786,-0.862286202800786,-0.862286202800786,0.013306046953588774,0.013306046953588774,0.013306046953588774,-0.055586691250491996,-0.055586691250491996,-0.055586691250491996,0.30218726573091975,0.30218726573091975,0.30218726573091975
2018-05-06,0.0989153699534515,0.0989153699534515,0.0989153699534515,-0.29124298059647863,-0.29124298059647863,-0.29124298059647863,-0.6472458976033766,-0.6472458976033766,-0.6472458976033766,-1.1228688478177062,-1.1228688478177062,-1.1228688478177062
2018-05-13,-1.6492480882750202,-1.6492480882750202,-1.6492480882750202,-1.105614832381496,-1.105614832381496,-1.105614832381496,-0.87131227564271,-0.87131227564271,-0.87131227564271,-1.1085315091985461,-1.1085315091985461,-1.1085315091985461
2018-05-20,-2.57882335135117,-2.57882335135117,-2.57882335135117,-2.653989362661347,-2.653989362661347,-2.653989362661347,-2.591142928327699,-2.591142928327699,-2.591142928327699,-2.664744535324186,-2.664744535324186,-2.664744535324186
2018-05-27,-2.3929742904355034,-2.3929742904355034,-2.3929742904355034,-2.161394690555998,-2.161394690555998,-2.161394690555998,-2.2698801792596863,-2.2698801792596863,-2.2698801792596863,-2.2406323472612604,-2.2406323472612604,-2.2406323472612604
2018-06-03,-1.3296404449056833,-1.3296404449056833,-1.3296404449056833,-1.494641039310927,-1.494641039310927,-1.494641039310927,-1.3437719257544694,-1.3437719257544694,-1.3437719257544694,-1.276606345622627,-1.276606345622627,-1.276606345622627
2018-06-10,-1.233886733175632,-1.233886733175632,-1.233886733175632,-1.3496606297126863,-1.3496606297126863,-1.3496606297126863,-1.1138219714454418,-1.1138219714454418,-1.1138219714454418,-1.1193261728344432,-1.1193261728344432,-1.1193261728344432
2018-06-17,-1.333439553856643,-1.333439553856643,-1.333439553856643,-1.475989294010931,-1.475989294010931,-1.475989294010931,-1.4577887200326398,-1.4577887200326398,-1.4577887200326398,-1.3900600056988628,-1.3900600056988628,-1.3900600056988628
