Date,iShares MSCI USA Equal WeightedEtf_Open_average,iShares MSCI USA Equal WeightedEtf_Open_max,iShares MSCI USA Equal WeightedEtf_Open_min,iShares MSCI USA Equal WeightedEtf_High_average,iShares MSCI USA Equal WeightedEtf_High_max,iShares MSCI USA Equal WeightedEtf_High_min,iShares MSCI USA Equal WeightedEtf_Low_average,iShares MSCI USA Equal WeightedEtf_Low_max,iShares MSCI USA Equal WeightedEtf_Low_min,iShares MSCI USA Equal WeightedEtf_Close_average,iShares MSCI USA Equal WeightedEtf_Close_max,iShares MSCI USA Equal WeightedEtf_Close_min
2018-04-08,-0.595968704949286,-0.595968704949286,-0.595968704949286,-0.7974419802647474,-0.7974419802647474,-0.7974419802647474,-0.42135452330259243,-0.42135452330259243,-0.42135452330259243,-0.6397290087222967,-0.6397290087222967,-0.6397290087222967
2018-04-15,0.10206833233299445,0.10206833233299445,0.10206833233299445,-0.14388620080310008,-0.14388620080310008,-0.14388620080310008,-0.05202175891506021,-0.05202175891506021,-0.05202175891506021,-0.2678972987052975,-0.2678972987052975,-0.2678972987052975
2018-04-22,-0.05237105641281476,-0.05237105641281476,-0.05237105641281476,-0.26447919413275023,-0.26447919413275023,-0.26447919413275023,0.19340614069239825,0.19340614069239825,0.19340614069239825,-0.018428205331232926,-0.018428205331232926,-0.018428205331232926
2018-04-29,-0.8083784758446022,-0.8083784758446022,-0.8083784758446022,-0.3903049463093885,-0.3903049463093885,-0.3903049463093885,-0.38757719878185803,-0.38757719878185803,-0.38757719878185803,-0.33729900880698116,-0.33729900880698116,-0.33729900880698116
2018-05-06,0.8827136592807622,0.8827136592807622,0.8827136592807622,0.5369969149044248,0.5369969149044248,0.5369969149044248,0.8466418343419324,0.8466418343419324,0.8466418343419324,0.622460568782114,0.622460568782114,0.622460568782114
2018-05-13,0.863156767261746,0.863156767261746,0.863156767261746,0.5814412137466352,0.5814412137466352,0.5814412137466352,0.9197937246536898,0.9197937246536898,0.9197937246536898,0.6093184280633053,0.6093184280633053,0.6093184280633053
2018-05-20,0.6762123748708344,0.6762123748708344,0.6762123748708344,0.6720754738117345,0.6720754738117345,0.6720754738117345,0.8264959553254262,0.8264959553254262,0.8264959553254262,0.7084978726174401,0.7084978726174401,0.7084978726174401
2018-05-27,0.6241496406068762,0.6241496406068762,0.6241496406068762,0.6986053397718239,0.6986053397718239,0.6986053397718239,0.7581843964807143,0.7581843964807143,0.7581843964807143,0.7465549956944871,0.7465549956944871,0.7465549956944871
2018-06-03,1.6441031289504477,1.6441031289504477,1.6441031289504477,1.9313589722341846,1.9313589722341846,1.9313589722341846,1.6036202580961187,1.6036202580961187,1.6036202580961187,1.7513011307832251,1.7513011307832251,1.7513011307832251
2018-06-10,1.7396305322899392,1.7396305322899392,1.7396305322899392,1.898139351325003,1.898139351325003,1.898139351325003,1.5997874318459766,1.5997874318459766,1.5997874318459766,1.7389459961868738,1.7389459961868738,1.7389459961868738
