Date,PowerShares DB US Dollar BearishEtf_Open_average,PowerShares DB US Dollar BearishEtf_Open_max,PowerShares DB US Dollar BearishEtf_Open_min,PowerShares DB US Dollar BearishEtf_High_average,PowerShares DB US Dollar BearishEtf_High_max,PowerShares DB US Dollar BearishEtf_High_min,PowerShares DB US Dollar BearishEtf_Low_average,PowerShares DB US Dollar BearishEtf_Low_max,PowerShares DB US Dollar BearishEtf_Low_min,PowerShares DB US Dollar BearishEtf_Close_average,PowerShares DB US Dollar BearishEtf_Close_max,PowerShares DB US Dollar BearishEtf_Close_min
2018-04-08,-0.13027447358292524,-0.13027447358292524,-0.13027447358292524,-0.08588951547658644,-0.08588951547658644,-0.08588951547658644,0.11996119334781893,0.11996119334781893,0.11996119334781893,0.006251424640620788,0.006251424640620788,0.006251424640620788
2018-04-15,-1.2277151159114663,-1.2277151159114663,-1.2277151159114663,-1.1881906524219685,-1.1881906524219685,-1.1881906524219685,-1.2585093152123803,-1.2585093152123803,-1.2585093152123803,-1.24744645402067,-1.24744645402067,-1.24744645402067
2018-04-22,-2.6306267532330834,-2.6306267532330834,-2.6306267532330834,-2.44764293693099,-2.44764293693099,-2.44764293693099,-2.6522045800297347,-2.6522045800297347,-2.6522045800297347,-2.4935578636624394,-2.4935578636624394,-2.4935578636624394
2018-04-29,-2.587752484983572,-2.587752484983572,-2.587752484983572,-2.5516163765784525,-2.5516163765784525,-2.5516163765784525,-2.5732406639897425,-2.5732406639897425,-2.5732406639897425,-2.6317534318636535,-2.6317534318636535,-2.6317534318636535
2018-05-06,-1.7143718652491784,-1.7143718652491784,-1.7143718652491784,-1.8601990413968124,-1.8601990413968124,-1.8601990413968124,-1.7906700210325197,-1.7906700210325197,-1.7906700210325197,-1.9413782248607085,-1.9413782248607085,-1.9413782248607085
2018-05-13,-2.1152605039050942,-2.1152605039050942,-2.1152605039050942,-2.13610055797664,-2.13610055797664,-2.13610055797664,-2.107270371876079,-2.107270371876079,-2.107270371876079,-2.158520493697175,-2.158520493697175,-2.158520493697175
2018-05-20,-1.8506490458299305,-1.8506490458299305,-1.8506490458299305,-1.9283199538389122,-1.9283199538389122,-1.9283199538389122,-1.8474794186544112,-1.8474794186544112,-1.8474794186544112,-1.9225521700940524,-1.9225521700940524,-1.9225521700940524
2018-05-27,-1.4953790322821132,-1.4953790322821132,-1.4953790322821132,-1.5456506138130606,-1.5456506138130606,-1.5456506138130606,-1.5853721410877832,-1.5853721410877832,-1.5853721410877832,-1.5573673086537565,-1.5573673086537565,-1.5573673086537565
2018-06-03,-1.0407636178045334,-1.0407636178045334,-1.0407636178045334,-1.0614331327539521,-1.0614331327539521,-1.0614331327539521,-1.0121786425489503,-1.0121786425489503,-1.0121786425489503,-1.0221972161864668,-1.0221972161864668,-1.0221972161864668
2018-06-10,-1.3251876649509333,-1.3251876649509333,-1.3251876649509333,-1.3889097858000885,-1.3889097858000885,-1.3889097858000885,-1.348365061606157,-1.348365061606157,-1.348365061606157,-1.354776723341454,-1.354776723341454,-1.354776723341454
