Date,iShares MSCI Emerging MarketsEtf_Open_average,iShares MSCI Emerging MarketsEtf_Open_max,iShares MSCI Emerging MarketsEtf_Open_min,iShares MSCI Emerging MarketsEtf_High_average,iShares MSCI Emerging MarketsEtf_High_max,iShares MSCI Emerging MarketsEtf_High_min,iShares MSCI Emerging MarketsEtf_Low_average,iShares MSCI Emerging MarketsEtf_Low_max,iShares MSCI Emerging MarketsEtf_Low_min,iShares MSCI Emerging MarketsEtf_Close_average,iShares MSCI Emerging MarketsEtf_Close_max,iShares MSCI Emerging MarketsEtf_Close_min
2018-04-08,-0.5055202865192305,-0.5055202865192305,-0.5055202865192305,-0.766344736008787,-0.766344736008787,-0.766344736008787,-0.5142623919374502,-0.5142623919374502,-0.5142623919374502,-0.7626631454517598,-0.7626631454517598,-0.7626631454517598
2018-04-15,-0.6751423298707752,-0.6751423298707752,-0.6751423298707752,-0.9294598579315158,-0.9294598579315158,-0.9294598579315158,-0.6252949928823067,-0.6252949928823067,-0.6252949928823067,-0.8152676707831272,-0.8152676707831272,-0.8152676707831272
2018-04-22,-0.8875282691775106,-0.8875282691775106,-0.8875282691775106,-1.124498795206534,-1.124498795206534,-1.124498795206534,-0.5845138952781926,-0.5845138952781926,-0.5845138952781926,-0.7690609707355711,-0.7690609707355711,-0.7690609707355711
2018-04-29,-1.8473796531431361,-1.8473796531431361,-1.8473796531431361,-1.5148264864871013,-1.5148264864871013,-1.5148264864871013,-1.2933200257628816,-1.2933200257628816,-1.2933200257628816,-1.2460887470686555,-1.2460887470686555,-1.2460887470686555
2018-05-06,-0.2959527192396688,-0.2959527192396688,-0.2959527192396688,-0.6104723613877526,-0.6104723613877526,-0.6104723613877526,-0.33429363524809425,-0.33429363524809425,-0.33429363524809425,-0.5490606293948185,-0.5490606293948185,-0.5490606293948185
2018-05-13,-1.5546669588521063,-1.5546669588521063,-1.5546669588521063,-1.7382679900317048,-1.7382679900317048,-1.7382679900317048,-1.299451622021309,-1.299451622021309,-1.299451622021309,-1.4424469531901416,-1.4424469531901416,-1.4424469531901416
2018-05-20,-1.2251517331245734,-1.2251517331245734,-1.2251517331245734,-1.271873435178199,-1.271873435178199,-1.271873435178199,-0.953895861931632,-0.953895861931632,-0.953895861931632,-1.0108406935758518,-1.0108406935758518,-1.0108406935758518
2018-05-27,-1.2072887331516549,-1.2072887331516549,-1.2072887331516549,-1.2001310851347182,-1.2001310851347182,-1.2001310851347182,-1.0080184255026696,-1.0080184255026696,-1.0080184255026696,-0.9489461705631734,-0.9489461705631734,-0.9489461705631734
2018-06-03,-0.9769782136121574,-0.9769782136121574,-0.9769782136121574,-0.9448410013530585,-0.9448410013530585,-0.9448410013530585,-0.9223918719603096,-0.9223918719603096,-0.9223918719603096,-0.8933036851094583,-0.8933036851094583,-0.8933036851094583
2018-06-10,-1.747438166569968,-1.747438166569968,-1.747438166569968,-1.949929419725107,-1.949929419725107,-1.949929419725107,-2.0332996885368653,-2.0332996885368653,-2.0332996885368653,-2.0164826780812675,-2.0164826780812675,-2.0164826780812675
