Date,NLOKStock_Open_average,NLOKStock_Open_max,NLOKStock_Open_min,NLOKStock_Open_volatility,NLOKStock_Open_change,NLOKStock_High_average,NLOKStock_High_max,NLOKStock_High_min,NLOKStock_High_volatility,NLOKStock_High_change,NLOKStock_Low_average,NLOKStock_Low_max,NLOKStock_Low_min,NLOKStock_Low_volatility,NLOKStock_Low_change,NLOKStock_Close_average,NLOKStock_Close_max,NLOKStock_Close_min,NLOKStock_Close_volatility,NLOKStock_Close_change,NLOKStock_Volume_average,NLOKStock_Volume_max,NLOKStock_Volume_min,NLOKStock_Volume_volatility,NLOKStock_Volume_change
2018-04-08,-0.26886781764150625,0.43101244462134186,-0.5268115883414793,1.027984343976897,1.6605849432243152,-0.21199144164412678,0.07425485784399109,-0.5947729364109751,0.9558199967319059,1.4281139829060419,0.1215028024103626,0.5876171415450607,0.08746404659156502,0.5309542953434463,1.3424466355410756,0.12035968699632202,0.5236978537629874,-0.4746917419561552,1.5437836941673593,1.5411005458136244,-0.9166840160244504,-0.7719342054372458,-1.1016395167486346,-0.484534119397445,0.7002722214000536
2018-04-15,1.7693068347184655,1.1698080181065245,1.8841247733459319,-1.4713118767759912,0.009548537362457421,1.5416429288131772,0.944169954772589,1.7135525453500242,-1.441519441519502,-0.2913978447653524,1.7395586606199627,1.433766088376795,1.8316447518399788,-1.0729027027546505,-0.19523410381324235,1.668606048516775,1.0648507948994737,1.7915242209390796,-1.6384895188140405,-0.3310693517594776,-1.3376001812730605,-1.3236003020804465,-1.1904809446521825,-1.1547846488836644,0.40487128250804877
2018-04-22,1.7185706847927695,1.840922190006153,1.6191463933667176,-0.16231315908793445,0.465866261562255,1.84136380797433,2.158962630188045,1.4453916640996656,0.8848249779601315,0.6824488100968198,1.5767557980824412,1.962384877809797,1.498058768400172,0.4339483132322977,-0.07371411592128453,1.6770685572731452,1.854369023354724,1.480940077413928,0.027360389419772507,-0.14152800033550073,1.1427852765733149,1.6227191805264152,0.6457066655576865,1.689515217111169,1.0698841377492694
2018-04-29,-1.7858020534473429,0.702595381790525,-3.223455992537686,3.2972469880110897,-3.2206796795269073,-1.9560296891720335,0.7287664711989374,-3.2401834020878684,3.295145249909725,-3.208904568995023,-1.6780189595285402,0.506330883273445,-3.1962367773004665,3.286609992870933,-3.2047365482520287,-1.6942130730886282,0.7193865577882697,-3.192565436464457,3.2924875002274514,-3.23499078436666,-0.9473718116984579,-1.0328990899912862,-0.505360323412694,-1.040213288047227,0.4271081126492317
2018-05-06,-3.2282838299604575,-3.256772673345415,-2.629208942088363,0.938124325843073,-0.9709581747586165,-3.23156453688349,-3.2524381444277903,-2.645381190677782,0.9778082330890439,-1.0626786891365516,-3.212944990818862,-3.2236814945305197,-2.6566713477711166,1.0933074430268017,-1.1333666232722466,-3.226916309735274,-3.2394369340700653,-2.6608825788683594,1.0774248942125095,-1.1313595304284072,3.265751722510807,3.3145312225444985,-0.09136093469900816,3.3171630352071353,3.318424419950397
2018-05-13,-2.4934848289939673,-2.5921602878261822,-1.886707487903816,-0.4031195953131596,0.5093930791563178,-2.4830428394531032,-2.5838062208519696,-1.856345602591813,-0.44118493939926007,0.41458248269204867,-2.4860487910420224,-2.5848108042175464,-1.8402285225490194,-0.41658094504368526,0.5062848454752639,-2.4924829381351556,-2.60746519374244,-1.8592976864017705,-0.45382644903508984,0.4522405151485079,2.1538099295571063,1.1523127496706456,3.0303023477558373,1.0151224450369625,-1.518534959172966
2018-05-20,-1.9138794370763657,-1.9416328747996754,-1.542496777931312,-0.3987805837946185,0.12369053988626415,-1.9284147225859742,-1.9591715243074448,-1.5584180741287974,-0.3933654773389612,0.12816879523205885,-1.916790964540044,-1.9758917619082625,-1.5133084960077332,-0.5182596980155534,0.23229927569361508,-1.936795283749465,-1.9877286323060663,-1.5377010902680577,-0.5150934499148158,0.2553866108232845,0.03306178486342389,-0.2649418306314811,0.7487221772975917,-0.3080176183827486,-0.2977954839399705
2018-05-27,-1.5830380657872982,-1.6393894797585429,-1.3030962659962217,-0.551258573843812,0.29636248245332597,-1.5869907153468534,-1.6423564379665012,-1.303735824636216,-0.5575815825286208,0.3145585009811165,-1.5746077785327612,-1.6253415504131845,-1.2783699261854466,-0.5761307696914022,0.31527746681896884,-1.5813451599248012,-1.6271923331957745,-1.3007304065669318,-0.5498868774499862,0.33253410847141884,-0.22129565545492744,-0.3642585892984986,0.6120742354162466,-0.4017357358471834,-0.2117961582068754
2018-06-03,-1.3003730451199544,-1.3339029821136343,-1.0983070671914554,-0.48016972705329153,0.3781287621625691,-1.306202205468473,-1.3435549659342383,-1.0989835778641002,-0.5115526862004858,0.3527869069124447,-1.292508412437011,-1.3215539602242208,-1.0830357473931522,-0.48493326254006774,0.405615244293439,-1.2968663559995814,-1.3232318827408907,-1.0830919403785173,-0.5092721048005623,0.37779050413722354,-0.20289294567276792,-0.31860004291065697,1.1321793573605747,-0.3824664965679214,-0.22311955787048926
2018-06-10,-1.100369497037033,-1.1331090551277303,-0.9196697497476548,-0.5259601964626095,0.3329442705474313,-1.1091405168932602,-1.137352772520693,-0.9353718231780792,-0.5106935033139105,0.3055443284181457,-1.0925161947524762,-1.1221743958439647,-0.9097970130406694,-0.517631993089468,0.30704975528972084,-1.1061507033804023,-1.1312045076700046,-0.9255180373345256,-0.52785254896269,0.3476987982461011,-0.20173624521896227,-0.2621780714571147,-0.2755947014549937,-0.24972169265279195,-0.15964480795412161
