FileName
JNJStock0.1_alpha20_beta
JNJStock0.2_alpha20_beta
JNJStock0.2_alpha20_beta
JNJStock0.2_alpha20_beta
JNJStock0.3_alpha20_beta
JNJStock0.3_alpha20_beta
JNJStock0.4_alpha20_beta
JNJStock0.4_alpha20_beta
JNJStock0.5_alpha20_beta
