,Date,Time,Ticker,Price,Transaction Type,Shares before,Shares After,Balance Before,Balance After
0,BAStock,355.2,2018-03-12,Open,Buy,0,2,1000,289.6
1,BAStock,332.76,2020-01-03,Close,Sell,2,0,289.6,955.12
