Date,Global X Robotics & AI USD_Open_average,Global X Robotics & AI USD_Open_max,Global X Robotics & AI USD_Open_min,Global X Robotics & AI USD_Open_volatility,Global X Robotics & AI USD_Open_change,Global X Robotics & AI USD_High_average,Global X Robotics & AI USD_High_max,Global X Robotics & AI USD_High_min,Global X Robotics & AI USD_High_volatility,Global X Robotics & AI USD_High_change,Global X Robotics & AI USD_Low_average,Global X Robotics & AI USD_Low_max,Global X Robotics & AI USD_Low_min,Global X Robotics & AI USD_Low_volatility,Global X Robotics & AI USD_Low_change,Global X Robotics & AI USD_Close_average,Global X Robotics & AI USD_Close_max,Global X Robotics & AI USD_Close_min,Global X Robotics & AI USD_Close_volatility,Global X Robotics & AI USD_Close_change
2018-01-14,27.15,27.15,27.15,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2018-01-21,27.15,27.15,27.15,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.1,27.1,27.1,0.0,0.0
2018-01-28,25.3,25.3,25.3,0.0,0.0,25.49,25.49,25.49,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.41,24.41,24.41,0.0,0.0
2018-02-04,24.21,24.21,24.21,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.36,24.36,24.36,0.0,0.0
2018-02-11,24.81,24.81,24.81,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.79,24.79,24.79,0.0,0.0
2018-02-18,25.15,25.15,25.15,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.23,25.23,25.23,0.0,0.0
2018-02-25,23.91,23.91,23.91,0.0,0.0,24.31,24.31,24.31,0.0,0.0,23.88,23.88,23.88,0.0,0.0,24.24,24.24,24.24,0.0,0.0
2018-03-04,25.0,25.0,25.0,0.0,0.0,25.13,25.13,25.13,0.0,0.0,24.99,24.99,24.99,0.0,0.0,25.06,25.06,25.06,0.0,0.0
2018-03-11,24.74,24.74,24.74,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.5,24.5,24.5,0.0,0.0
2018-03-18,23.82,23.82,23.82,0.0,0.0,24.03,24.03,24.03,0.0,0.0,23.59,23.59,23.59,0.0,0.0,24.03,24.03,24.03,0.0,0.0
2018-03-25,24.01,24.01,24.01,0.0,0.0,24.13,24.13,24.13,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.61,23.61,23.61,0.0,0.0
2018-04-01,23.0,23.0,23.0,0.0,0.0,23.18,23.18,23.18,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.9,22.9,22.9,0.0,0.0
2018-04-08,23.84,23.84,23.84,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.82,23.82,23.82,0.0,0.0
2018-04-15,24.04,24.04,24.04,0.0,0.0,24.09,24.09,24.09,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.86,23.86,23.86,0.0,0.0
2018-04-22,23.21,23.21,23.21,0.0,0.0,23.34,23.34,23.34,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.1,23.1,23.1,0.0,0.0
2018-04-29,23.29,23.29,23.29,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.39,23.39,23.39,0.0,0.0
2018-05-06,23.92,23.92,23.92,0.0,0.0,24.05,24.05,24.05,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.97,23.97,23.97,0.0,0.0
2018-05-13,23.78,23.78,23.78,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.8,23.8,23.8,0.0,0.0
2018-05-20,23.44,23.44,23.44,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.45,23.45,23.45,0.0,0.0
2018-05-27,23.56,23.56,23.56,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.62,23.62,23.62,0.0,0.0
2018-06-03,23.51,23.51,23.51,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.68,23.68,23.68,0.0,0.0
2018-06-10,22.83,22.83,22.83,0.0,0.0,22.85,22.85,22.85,0.0,0.0,22.73,22.73,22.73,0.0,0.0,22.82,22.82,22.82,0.0,0.0
2018-06-17,22.41,22.41,22.41,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.03,22.03,22.03,0.0,0.0,22.15,22.15,22.15,0.0,0.0
2018-06-24,21.72,21.72,21.72,0.0,0.0,21.94,21.94,21.94,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.92,21.92,21.92,0.0,0.0
2018-07-01,22.01,22.01,22.01,0.0,0.0,22.11,22.11,22.11,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.11,22.11,22.11,0.0,0.0
2018-07-08,22.15,22.15,22.15,0.0,0.0,22.24,22.24,22.24,0.0,0.0,22.11,22.11,22.11,0.0,0.0,22.12,22.12,22.12,0.0,0.0
2018-07-15,21.85,21.85,21.85,0.0,0.0,21.91,21.91,21.91,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.83,21.83,21.83,0.0,0.0
2018-07-22,22.57,22.57,22.57,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.3,22.3,22.3,0.0,0.0
2018-07-29,22.16,22.16,22.16,0.0,0.0,22.16,22.16,22.16,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.14,22.14,22.14,0.0,0.0
2018-08-05,22.05,22.05,22.05,0.0,0.0,22.13,22.13,22.13,0.0,0.0,21.9,21.9,21.9,0.0,0.0,21.92,21.92,21.92,0.0,0.0
2018-08-12,21.84,21.84,21.84,0.0,0.0,21.9,21.9,21.9,0.0,0.0,21.79,21.79,21.79,0.0,0.0,21.88,21.88,21.88,0.0,0.0
2018-08-19,22.49,22.49,22.49,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.67,22.67,22.67,0.0,0.0
2018-08-26,22.97,22.97,22.97,0.0,0.0,23.07,23.07,23.07,0.0,0.0,22.97,22.97,22.97,0.0,0.0,23.05,23.05,23.05,0.0,0.0
