Date,Hartford Total Return Bond_Open_average,Hartford Total Return Bond_Open_max,Hartford Total Return Bond_Open_min,Hartford Total Return Bond_Open_volatility,Hartford Total Return Bond_Open_change,Hartford Total Return Bond_High_average,Hartford Total Return Bond_High_max,Hartford Total Return Bond_High_min,Hartford Total Return Bond_High_volatility,Hartford Total Return Bond_High_change,Hartford Total Return Bond_Low_average,Hartford Total Return Bond_Low_max,Hartford Total Return Bond_Low_min,Hartford Total Return Bond_Low_volatility,Hartford Total Return Bond_Low_change,Hartford Total Return Bond_Close_average,Hartford Total Return Bond_Close_max,Hartford Total Return Bond_Close_min,Hartford Total Return Bond_Close_volatility,Hartford Total Return Bond_Close_change
2019-03-03,39.63,39.63,39.63,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.47,39.47,39.47,0.0,0.0
2019-03-10,39.6,39.6,39.6,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.59,39.59,39.59,0.0,0.0,39.61,39.61,39.61,0.0,0.0
2019-03-17,39.97,39.97,39.97,0.0,0.0,39.97,39.97,39.97,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.89,39.89,39.89,0.0,0.0
2019-03-24,39.92,39.92,39.92,0.0,0.0,39.92,39.92,39.92,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.8,39.8,39.8,0.0,0.0
2019-03-31,39.83,39.83,39.83,0.0,0.0,39.95,39.95,39.95,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.78,39.78,39.78,0.0,0.0
2019-04-07,39.98,39.98,39.98,0.0,0.0,39.98,39.98,39.98,0.0,0.0,39.92,39.92,39.92,0.0,0.0,39.92,39.92,39.92,0.0,0.0
2019-04-14,39.99,39.99,39.99,0.0,0.0,39.99,39.99,39.99,0.0,0.0,39.9,39.9,39.9,0.0,0.0,39.94,39.94,39.94,0.0,0.0
2019-04-21,39.94,39.94,39.94,0.0,0.0,39.97,39.97,39.97,0.0,0.0,39.94,39.94,39.94,0.0,0.0,39.97,39.97,39.97,0.0,0.0
2019-04-28,40.01,40.01,40.01,0.0,0.0,40.03,40.03,40.03,0.0,0.0,39.97,39.97,39.97,0.0,0.0,39.97,39.97,39.97,0.0,0.0
2019-05-05,39.95,39.95,39.95,0.0,0.0,39.99,39.99,39.99,0.0,0.0,39.95,39.95,39.95,0.0,0.0,39.97,39.97,39.97,0.0,0.0
2019-05-12,40.08,40.08,40.08,0.0,0.0,40.08,40.08,40.08,0.0,0.0,40.08,40.08,40.08,0.0,0.0,40.08,40.08,40.08,0.0,0.0
2019-05-19,40.11,40.11,40.11,0.0,0.0,40.15,40.15,40.15,0.0,0.0,40.11,40.11,40.11,0.0,0.0,40.15,40.15,40.15,0.0,0.0
2019-05-26,40.4,40.4,40.4,0.0,0.0,42.26,42.26,42.26,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.5,40.5,40.5,0.0,0.0
2019-06-02,40.51,40.51,40.51,0.0,0.0,40.51,40.51,40.51,0.0,0.0,40.51,40.51,40.51,0.0,0.0,40.51,40.51,40.51,0.0,0.0
2019-06-09,40.65,40.65,40.65,0.0,0.0,40.67,40.67,40.67,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.66,40.66,40.66,0.0,0.0
2019-06-16,40.92,40.92,40.92,0.0,0.0,40.96,40.96,40.96,0.0,0.0,40.92,40.92,40.92,0.0,0.0,40.96,40.96,40.96,0.0,0.0
2019-06-23,40.83,40.83,40.83,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.83,40.83,40.83,0.0,0.0
2019-06-30,40.83,40.83,40.83,0.0,0.0,40.91,40.91,40.91,0.0,0.0,40.79,40.79,40.79,0.0,0.0,40.91,40.91,40.91,0.0,0.0
2019-07-07,40.76,40.76,40.76,0.0,0.0,40.76,40.76,40.76,0.0,0.0,40.74,40.74,40.74,0.0,0.0,40.74,40.74,40.74,0.0,0.0
2019-07-14,40.85,40.85,40.85,0.0,0.0,40.92,40.92,40.92,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.9,40.9,40.9,0.0,0.0
2019-07-21,40.99,40.99,40.99,0.0,0.0,41.04,41.04,41.04,0.0,0.0,40.97,40.97,40.97,0.0,0.0,40.97,40.97,40.97,0.0,0.0
2019-07-28,41.3,41.3,41.3,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.31,41.31,41.31,0.0,0.0
2019-08-04,41.4,41.4,41.4,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.55,41.55,41.55,0.0,0.0
2019-08-11,41.59,41.59,41.59,0.0,0.0,41.6,41.6,41.6,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.56,41.56,41.56,0.0,0.0
2019-08-18,41.75,41.75,41.75,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.72,41.72,41.72,0.0,0.0
2019-08-25,41.68,41.68,41.68,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.69,41.69,41.69,0.0,0.0
2019-09-01,41.56,41.56,41.56,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.52,41.52,41.52,0.0,0.0
2019-09-08,41.12,41.12,41.12,0.0,0.0,41.2,41.2,41.2,0.0,0.0,41.12,41.12,41.12,0.0,0.0,41.2,41.2,41.2,0.0,0.0
2019-09-15,41.55,41.55,41.55,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.56,41.56,41.56,0.0,0.0
2019-09-22,41.46,41.46,41.46,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.43,41.43,41.43,0.0,0.0,41.47,41.47,41.47,0.0,0.0
2019-09-29,41.71,41.71,41.71,0.0,0.0,41.74,41.74,41.74,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.67,41.67,41.67,0.0,0.0
2019-10-06,41.46,41.46,41.46,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.47,41.47,41.47,0.0,0.0
2019-10-13,41.79,41.79,41.79,0.0,0.0,41.79,41.79,41.79,0.0,0.0,41.34,41.34,41.34,0.0,0.0,41.39,41.39,41.39,0.0,0.0
2019-10-20,41.23,41.23,41.23,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.23,41.23,41.23,0.0,0.0,41.37,41.37,41.37,0.0,0.0
2019-10-27,41.61,41.61,41.61,0.0,0.0,41.61,41.61,41.61,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.53,41.53,41.53,0.0,0.0
2019-11-03,41.19,41.19,41.19,0.0,0.0,41.19,41.19,41.19,0.0,0.0,41.19,41.19,41.19,0.0,0.0,41.19,41.19,41.19,0.0,0.0
2019-11-10,41.66,41.66,41.66,0.0,0.0,41.66,41.66,41.66,0.0,0.0,41.47,41.47,41.47,0.0,0.0,41.47,41.47,41.47,0.0,0.0
2019-11-17,41.74,41.74,41.74,0.0,0.0,41.74,41.74,41.74,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.58,41.58,41.58,0.0,0.0
2019-11-24,41.44,41.44,41.44,0.0,0.0,41.49,41.49,41.49,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.44,41.44,41.44,0.0,0.0
2019-12-01,41.49,41.49,41.49,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.47,41.47,41.47,0.0,0.0
2019-12-08,41.51,41.51,41.51,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.44,41.44,41.44,0.0,0.0,41.44,41.44,41.44,0.0,0.0
2019-12-15,41.5,41.5,41.5,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.53,41.53,41.53,0.0,0.0
2019-12-22,40.53,40.53,40.53,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.32,40.32,40.32,0.0,0.0
2019-12-29,40.36,40.36,40.36,0.0,0.0,40.44,40.44,40.44,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.44,40.44,40.44,0.0,0.0
