Date,CBPO_stock_Open_average,CBPO_stock_Open_max,CBPO_stock_Open_min,CBPO_stock_Open_volatility,CBPO_stock_Open_change,CBPO_stock_High_average,CBPO_stock_High_max,CBPO_stock_High_min,CBPO_stock_High_volatility,CBPO_stock_High_change,CBPO_stock_Low_average,CBPO_stock_Low_max,CBPO_stock_Low_min,CBPO_stock_Low_volatility,CBPO_stock_Low_change,CBPO_stock_Close_average,CBPO_stock_Close_max,CBPO_stock_Close_min,CBPO_stock_Close_volatility,CBPO_stock_Close_change,CBPO_stock_Volume_average,CBPO_stock_Volume_max,CBPO_stock_Volume_min,CBPO_stock_Volume_volatility,CBPO_stock_Volume_change
2018-01-14,80.9225,81.41,80.17,1.2399999999999949,-1.230000000000004,82.16499999999999,82.32,82.01,0.30999999999998806,-0.28999999999999204,79.435,80.06,77.71,2.3500000000000085,0.05000000000001137,81.075,81.91,80.45,1.4599999999999937,0.980000000000004,123504,151633,103321,48312,126
2018-01-21,84.06,86.82,81.87,4.949999999999989,0.8299999999999983,85.446,87.13,83.99,3.1400000000000006,-0.10000000000000853,81.986,83.06,80.84,2.219999999999999,-0.9399999999999977,83.33800000000001,86.81,81.03,5.780000000000001,-1.8400000000000034,206414,297976,126748,171228,-93189
2018-01-28,81.24,82.22,80.5,1.7199999999999989,-0.22999999999998977,82.512,83.39,81.38,2.010000000000005,-1.9399999999999977,80.164,80.56,79.73,0.8299999999999983,-0.2600000000000051,81.22200000000001,82.41,80.42,1.9899999999999949,-1.9899999999999949,199829,381378,117372,264006,-216471
2018-02-04,78.52,79.61,77.27,2.3400000000000034,-0.7099999999999937,80.704,81.74,80.0,1.7399999999999949,-1.7399999999999949,77.114,78.25,76.24,2.010000000000005,-1.2000000000000028,78.58,79.97,76.45,3.519999999999996,0.3999999999999915,186015,272432,112222,160210,-5900
2018-02-11,80.722,82.9,78.25,4.650000000000006,3.0400000000000063,82.19800000000001,83.37,80.2,3.1700000000000017,1.980000000000004,79.424,81.21,77.33,3.8799999999999955,0.6899999999999977,81.23,83.18,79.73,3.450000000000003,0.8999999999999915,94998,137187,67956,69231,-63857
2018-02-18,82.8675,83.61,80.96,2.6500000000000057,2.470000000000013,84.7775,85.62,84.12,1.5,1.5,82.27250000000001,83.29,80.72,2.5700000000000074,2.210000000000008,83.7325,85.18,82.8,2.3800000000000097,1.9500000000000028,165374,205997,141307,64690,-21434
2018-02-25,81.52,85.14,73.01,12.129999999999995,-12.129999999999995,82.366,85.14,77.24,7.900000000000006,-7.900000000000006,77.886,82.45,71.84,10.61,-9.450000000000003,78.904,82.9,73.01,9.89,-7.900000000000006,350067,828821,130468,698353,358912
2018-03-04,77.06400000000001,79.14,75.5,3.6400000000000006,3.519999999999996,78.472,79.52,77.08,2.4399999999999977,2.269999999999996,76.424,78.19,75.0,3.1899999999999977,3.1899999999999977,77.726,79.09,76.18,2.9099999999999966,2.9099999999999966,388276,653935,281124,372811,-354544
2018-03-11,81.94800000000001,83.37,80.0,3.3700000000000045,2.760000000000005,83.222,83.91,82.28,1.6299999999999955,0.789999999999992,80.892,82.25,79.8,2.450000000000003,1.6200000000000045,82.638,83.67,81.42,2.25,0.7399999999999949,229487,450812,149631,301181,-301181
2018-03-18,82.342,82.99,81.64,1.3499999999999943,-0.37999999999999545,83.652,84.5,82.9,1.5999999999999943,0.6099999999999994,81.026,81.25,80.85,0.4000000000000057,-0.020000000000010232,81.94,83.06,81.0,2.0600000000000023,-0.6800000000000068,298627,408630,239425,169205,51698
2018-03-25,81.94,83.45,81.09,2.3599999999999994,-0.4399999999999977,83.9525,85.92,82.19,3.730000000000004,-2.3299999999999983,80.99,81.0,80.96,0.04000000000000625,0.0,81.3875,82.54,81.0,1.5400000000000063,-1.5400000000000063,205530,407560,74392,333168,55165
2018-04-01,81.764,84.55,79.67,4.8799999999999955,2.8900000000000006,83.504,85.39,81.1,4.290000000000006,3.9200000000000017,80.63,83.89,78.44,5.450000000000003,5.400000000000006,82.702,84.78,79.13,5.650000000000006,5.650000000000006,200377,291632,140193,151439,-36579
2018-04-08,86.07000000000001,86.5,85.03,1.4699999999999989,1.3400000000000034,86.756,87.46,85.81,1.6499999999999915,0.5699999999999932,84.87,85.62,84.04,1.5799999999999983,0.5499999999999972,85.812,86.84,84.93,1.9099999999999966,0.9099999999999966,162462,292843,88661,204182,-84218
2018-04-15,86.974,87.72,86.27,1.4500000000000028,0.6099999999999994,87.88,89.06,87.0,2.0600000000000023,-0.3499999999999943,86.112,86.94,85.09,1.8499999999999943,-0.75,86.85000000000001,88.0,85.73,2.269999999999996,-0.6700000000000017,165515,230631,142489,88142,-81523
