Date,Vanguard Long-Term Government BondEtf_Open_average,Vanguard Long-Term Government BondEtf_Open_max,Vanguard Long-Term Government BondEtf_Open_min,Vanguard Long-Term Government BondEtf_Open_volatility,Vanguard Long-Term Government BondEtf_Open_change,Vanguard Long-Term Government BondEtf_High_average,Vanguard Long-Term Government BondEtf_High_max,Vanguard Long-Term Government BondEtf_High_min,Vanguard Long-Term Government BondEtf_High_volatility,Vanguard Long-Term Government BondEtf_High_change,Vanguard Long-Term Government BondEtf_Low_average,Vanguard Long-Term Government BondEtf_Low_max,Vanguard Long-Term Government BondEtf_Low_min,Vanguard Long-Term Government BondEtf_Low_volatility,Vanguard Long-Term Government BondEtf_Low_change,Vanguard Long-Term Government BondEtf_Close_average,Vanguard Long-Term Government BondEtf_Close_max,Vanguard Long-Term Government BondEtf_Close_min,Vanguard Long-Term Government BondEtf_Close_volatility,Vanguard Long-Term Government BondEtf_Close_change
2018-01-14,75.9,75.9,75.9,0.0,0.0,75.98,75.98,75.98,0.0,0.0,75.63,75.63,75.63,0.0,0.0,75.65,75.65,75.65,0.0,0.0
2018-01-21,76.18,76.18,76.18,0.0,0.0,76.2,76.2,76.2,0.0,0.0,75.7,75.7,75.7,0.0,0.0,75.88,75.88,75.88,0.0,0.0
2018-01-28,74.0,74.0,74.0,0.0,0.0,74.1,74.1,74.1,0.0,0.0,73.39,73.39,73.39,0.0,0.0,73.58,73.58,73.58,0.0,0.0
2018-02-04,72.63,72.63,72.63,0.0,0.0,73.14,73.14,73.14,0.0,0.0,72.51,72.51,72.51,0.0,0.0,72.57,72.57,72.57,0.0,0.0
2018-02-11,73.21,73.21,73.21,0.0,0.0,73.33,73.33,73.33,0.0,0.0,72.85,72.85,72.85,0.0,0.0,73.06,73.06,73.06,0.0,0.0
2018-02-18,72.63,72.63,72.63,0.0,0.0,72.82,72.82,72.82,0.0,0.0,72.41,72.41,72.41,0.0,0.0,72.69,72.69,72.69,0.0,0.0
2018-02-25,73.2,73.2,73.2,0.0,0.0,73.27,73.27,73.27,0.0,0.0,72.71,72.71,72.71,0.0,0.0,72.83,72.83,72.83,0.0,0.0
2018-03-04,72.67,72.67,72.67,0.0,0.0,72.79,72.79,72.79,0.0,0.0,72.46,72.46,72.46,0.0,0.0,72.61,72.61,72.61,0.0,0.0
2018-03-11,73.7,73.7,73.7,0.0,0.0,73.8,73.8,73.8,0.0,0.0,73.55,73.55,73.55,0.0,0.0,73.63,73.63,73.63,0.0,0.0
2018-03-18,73.68,73.68,73.68,0.0,0.0,74.01,74.01,74.01,0.0,0.0,73.68,73.68,73.68,0.0,0.0,73.96,73.96,73.96,0.0,0.0
2018-03-25,74.78,74.78,74.78,0.0,0.0,75.19,75.19,75.19,0.0,0.0,74.75,74.75,74.75,0.0,0.0,75.02,75.02,75.02,0.0,0.0
2018-04-01,74.2,74.2,74.2,0.0,0.0,74.53,74.53,74.53,0.0,0.0,74.01,74.01,74.01,0.0,0.0,74.53,74.53,74.53,0.0,0.0
2018-04-08,74.11,74.11,74.11,0.0,0.0,74.45,74.45,74.45,0.0,0.0,74.11,74.11,74.11,0.0,0.0,74.37,74.37,74.37,0.0,0.0
2018-04-15,73.13,73.13,73.13,0.0,0.0,73.3,73.3,73.3,0.0,0.0,72.84,72.84,72.84,0.0,0.0,72.89,72.89,72.89,0.0,0.0
2018-04-22,72.87,72.87,72.87,0.0,0.0,73.17,73.17,73.17,0.0,0.0,72.87,72.87,72.87,0.0,0.0,73.12,73.12,73.12,0.0,0.0
2018-04-29,73.33,73.33,73.33,0.0,0.0,73.35,73.35,73.35,0.0,0.0,72.93,72.93,72.93,0.0,0.0,73.17,73.17,73.17,0.0,0.0
2018-05-06,73.36,73.36,73.36,0.0,0.0,73.4,73.4,73.4,0.0,0.0,73.08,73.08,73.08,0.0,0.0,73.33,73.33,73.33,0.0,0.0
2018-05-13,71.69,71.69,71.69,0.0,0.0,72.17,72.17,72.17,0.0,0.0,71.69,71.69,71.69,0.0,0.0,72.14,72.14,72.14,0.0,0.0
2018-05-20,73.51,73.51,73.51,0.0,0.0,73.65,73.65,73.65,0.0,0.0,73.45,73.45,73.45,0.0,0.0,73.55,73.55,73.55,0.0,0.0
2018-05-27,73.85,73.85,73.85,0.0,0.0,74.16,74.16,74.16,0.0,0.0,73.66,73.66,73.66,0.0,0.0,73.92,73.92,73.92,0.0,0.0
2018-06-03,73.52,73.52,73.52,0.0,0.0,73.66,73.66,73.66,0.0,0.0,73.45,73.45,73.45,0.0,0.0,73.48,73.48,73.48,0.0,0.0
2018-06-10,74.25,74.25,74.25,0.0,0.0,74.38,74.38,74.38,0.0,0.0,73.94,73.94,73.94,0.0,0.0,73.94,73.94,73.94,0.0,0.0
2018-06-17,73.84,73.84,73.84,0.0,0.0,74.12,74.12,74.12,0.0,0.0,73.84,73.84,73.84,0.0,0.0,74.1,74.1,74.1,0.0,0.0
2018-06-24,75.04,75.04,75.04,0.0,0.0,75.24,75.24,75.24,0.0,0.0,74.78,74.78,74.78,0.0,0.0,74.78,74.78,74.78,0.0,0.0
2018-07-01,75.42,75.42,75.42,0.0,0.0,75.5,75.5,75.5,0.0,0.0,75.25,75.25,75.25,0.0,0.0,75.36,75.36,75.36,0.0,0.0
2018-07-08,75.31,75.31,75.31,0.0,0.0,75.45,75.45,75.45,0.0,0.0,75.27,75.27,75.27,0.0,0.0,75.41,75.41,75.41,0.0,0.0
2018-07-15,74.72,74.72,74.72,0.0,0.0,74.72,74.72,74.72,0.0,0.0,74.17,74.17,74.17,0.0,0.0,74.21,74.21,74.21,0.0,0.0
2018-07-22,73.67,73.67,73.67,0.0,0.0,73.68,73.68,73.68,0.0,0.0,73.42,73.42,73.42,0.0,0.0,73.45,73.45,73.45,0.0,0.0
2018-07-29,73.08,73.08,73.08,0.0,0.0,73.34,73.34,73.34,0.0,0.0,73.08,73.08,73.08,0.0,0.0,73.28,73.28,73.28,0.0,0.0
2018-08-05,73.99,73.99,73.99,0.0,0.0,74.4,74.4,74.4,0.0,0.0,73.95,73.95,73.95,0.0,0.0,74.19,74.19,74.19,0.0,0.0
2018-08-12,74.41,74.41,74.41,0.0,0.0,74.58,74.58,74.58,0.0,0.0,74.24,74.24,74.24,0.0,0.0,74.4,74.4,74.4,0.0,0.0
2018-08-19,74.74,74.74,74.74,0.0,0.0,75.14,75.14,75.14,0.0,0.0,74.68,74.68,74.68,0.0,0.0,75.14,75.14,75.14,0.0,0.0
