Date,STZb_Open_average,STZb_Open_max,STZb_Open_min,STZb_Open_volatility,STZb_Open_change,STZb_High_average,STZb_High_max,STZb_High_min,STZb_High_volatility,STZb_High_change,STZb_Low_average,STZb_Low_max,STZb_Low_min,STZb_Low_volatility,STZb_Low_change,STZb_Close_average,STZb_Close_max,STZb_Close_min,STZb_Close_volatility,STZb_Close_change,STZb_Volume_average,STZb_Volume_max,STZb_Volume_min,STZb_Volume_volatility,STZb_Volume_change
2018-01-14,219.26749999999998,220.4,218.35,2.0500000000000114,-1.5500000000000114,219.3725,220.4,218.35,2.0500000000000114,-1.5500000000000114,219.26749999999998,220.4,218.35,2.0500000000000114,-1.5500000000000114,219.3725,220.4,218.35,2.0500000000000114,-1.5500000000000114,276,370,217,153,-41
2018-01-21,220.37,220.37,220.37,0.0,0.0,220.52,220.52,220.52,0.0,0.0,220.37,220.37,220.37,0.0,0.0,220.52,220.52,220.52,0.0,0.0,494,494,494,0,0
2018-01-28,221.29,221.29,221.29,0.0,0.0,221.29,221.29,221.29,0.0,0.0,215.5,215.5,215.5,0.0,0.0,215.5,215.5,215.5,0.0,0.0,660,660,660,0,0
2018-02-04,210.21,212.06,208.0,4.060000000000002,2.5200000000000102,212.5975,216.0,210.52,5.47999999999999,-5.47999999999999,208.6325,210.53,205.48,5.050000000000011,2.5200000000000102,210.6325,216.0,205.48,10.52000000000001,-5.47999999999999,782,1398,188,1210,-960
2018-02-11,213.96,216.02,211.9,4.1200000000000045,4.1200000000000045,213.96,216.02,211.9,4.1200000000000045,4.1200000000000045,213.96,216.02,211.9,4.1200000000000045,4.1200000000000045,213.96,216.02,211.9,4.1200000000000045,4.1200000000000045,231,309,153,156,-156
2018-02-18,215.39999999999998,216.91,213.89,3.0200000000000102,3.0200000000000102,216.905,216.91,216.9,0.009999999999990905,0.009999999999990905,215.39999999999998,216.91,213.89,3.0200000000000102,3.0200000000000102,216.905,216.91,216.9,0.009999999999990905,0.009999999999990905,296,451,141,310,-310
2018-02-25,219.04,219.04,219.04,0.0,0.0,219.04,219.04,219.04,0.0,0.0,219.04,219.04,219.04,0.0,0.0,219.04,219.04,219.04,0.0,0.0,226,226,226,0,0
2018-03-04,225.31,230.01,220.61,9.399999999999977,9.399999999999977,225.52499999999998,230.01,221.04,8.969999999999999,8.969999999999999,225.16,230.01,220.31,9.699999999999989,9.699999999999989,225.52499999999998,230.01,221.04,8.969999999999999,8.969999999999999,1100,2062,138,1924,-1924
2018-03-11,227.57,227.57,227.57,0.0,0.0,227.65,227.65,227.65,0.0,0.0,227.57,227.57,227.57,0.0,0.0,227.65,227.65,227.65,0.0,0.0,358,358,358,0,0
2018-03-18,224.80666666666667,228.83,218.87,9.960000000000008,-7.849999999999994,224.92000000000002,228.83,219.21,9.620000000000005,-7.509999999999991,223.14000000000001,226.72,218.87,7.849999999999994,-7.849999999999994,223.25333333333333,226.72,219.21,7.509999999999991,-7.509999999999991,261,299,205,94,-19
