Date,PAYX_Open_average,PAYX_Open_max,PAYX_Open_min,PAYX_Open_volatility,PAYX_Open_change,PAYX_High_average,PAYX_High_max,PAYX_High_min,PAYX_High_volatility,PAYX_High_change,PAYX_Low_average,PAYX_Low_max,PAYX_Low_min,PAYX_Low_volatility,PAYX_Low_change,PAYX_Close_average,PAYX_Close_max,PAYX_Close_min,PAYX_Close_volatility,PAYX_Close_change,PAYX_Volume_average,PAYX_Volume_max,PAYX_Volume_min,PAYX_Volume_volatility,PAYX_Volume_change
2018-01-14,68.95,69.62,67.92,1.7000000000000028,1.7000000000000028,69.62,70.15,68.48,1.6700000000000017,1.6700000000000017,68.558,69.23,67.75,1.480000000000004,1.480000000000004,69.2,69.7,68.26,1.4399999999999977,1.4399999999999977,2400686,3478209,1662864,1815345,-1796225
2018-01-21,69.352,70.11,68.22,1.8900000000000006,0.12000000000000455,70.414,73.1,68.7,4.3999999999999915,-3.219999999999999,68.404,69.1,67.63,1.4699999999999989,-0.35999999999999943,69.096,70.01,68.02,1.990000000000009,-1.1599999999999966,2993836,6875482,1263051,5612431,-5612431
2018-01-28,67.686,68.67,66.42,2.25,-2.25,68.274,69.27,67.36,1.9099999999999966,-1.9099999999999966,66.742,68.14,64.5,3.6400000000000006,-3.6400000000000006,66.992,68.56,64.52,4.040000000000006,-4.040000000000006,2628576,3601283,1415065,2186218,2186218
2018-02-04,63.794,64.6,62.59,2.009999999999991,1.2800000000000011,64.94,65.95,64.49,1.460000000000008,0.5600000000000023,62.858,64.21,61.8,2.4099999999999966,1.6399999999999935,63.936,64.74,61.86,2.8799999999999955,0.45999999999999375,2952278,3489708,2112974,1376734,-1376734
2018-02-11,65.2575,66.48,64.3,2.180000000000007,2.180000000000007,66.0725,67.4,64.89,2.510000000000005,2.510000000000005,64.93,66.48,63.93,2.5500000000000043,2.480000000000004,65.82,66.81,64.63,2.180000000000007,2.180000000000007,2095378,3203782,1469687,1734095,1641756
2018-02-18,65.93599999999999,66.67,65.32,1.3500000000000085,-0.15000000000000568,66.476,66.92,65.83,1.0900000000000034,0.01999999999999602,65.37599999999999,66.41,64.88,1.5300000000000011,1.1099999999999994,65.768,66.83,65.05,1.7800000000000011,1.4200000000000017,1583134,2239208,1181654,1057554,-527628
2018-02-25,64.73,67.03,63.24,3.789999999999999,-3.700000000000003,65.9,67.87,63.95,3.9200000000000017,-2.6400000000000006,64.09,65.92,63.0,2.9200000000000017,-2.5900000000000034,64.686,65.92,63.55,2.3700000000000045,-0.8799999999999955,2137757,2769953,1549669,1220284,-348700
2018-03-04,65.43,66.67,64.68,1.9899999999999949,1.4300000000000068,65.956,66.93,65.09,1.8400000000000034,1.690000000000012,65.09,66.31,64.34,1.9699999999999989,1.9500000000000028,65.664,66.52,64.82,1.7000000000000028,1.4099999999999966,1624526,2175121,1261430,913691,-369566
2018-03-11,66.438,66.99,65.77,1.2199999999999989,-1.1899999999999977,66.824,67.46,66.26,1.1999999999999886,-1.1999999999999886,65.658,66.34,64.73,1.6099999999999994,-1.6099999999999994,66.098,66.72,65.33,1.3900000000000006,-1.3900000000000006,1903846,3152803,1408737,1744066,175175
2018-03-18,64.644,65.69,63.4,2.289999999999999,-2.289999999999999,65.188,66.29,63.87,2.420000000000009,-1.3700000000000045,63.116,65.35,59.95,5.3999999999999915,-5.3999999999999915,63.5,65.55,61.22,4.329999999999998,-4.290000000000006,3572174,7059125,1547412,5511713,5511713
2018-03-25,60.8775,61.5,59.92,1.5799999999999983,0.28999999999999915,61.5725,62.15,60.91,1.240000000000002,0.14999999999999858,59.745,60.57,59.36,1.2100000000000009,0.28999999999999915,60.587500000000006,61.59,59.84,1.75,0.4799999999999969,3508568,4353555,3104892,1248663,-1142985
2018-04-01,61.24,62.25,60.44,1.8100000000000023,0.30999999999999517,61.922000000000004,62.45,61.14,1.3100000000000023,0.8800000000000026,60.586,61.77,60.07,1.7000000000000028,0.6799999999999997,61.326,62.14,60.72,1.4200000000000017,-0.0800000000000054,1733524,2206045,1231950,974095,-484513
2018-04-08,61.808,62.0,61.36,0.6400000000000006,0.10999999999999943,62.22,62.49,61.97,0.5200000000000031,-0.010000000000005116,61.403999999999996,61.68,61.11,0.5700000000000003,0.10999999999999943,61.804,62.24,61.49,0.75,0.2700000000000031,1411089,1920047,1039883,880164,-514694
2018-04-15,60.802,61.29,60.33,0.9600000000000009,0.1700000000000017,61.214,61.7,60.63,1.0700000000000003,-1.0700000000000003,60.339999999999996,60.92,59.56,1.3599999999999994,-0.769999999999996,60.656,61.13,59.85,1.2800000000000011,-1.2800000000000011,3446834,5171290,2631630,2539660,-2539660
2018-04-22,60.660000000000004,61.89,60.03,1.8599999999999994,1.6199999999999974,61.104,61.92,60.21,1.7100000000000009,1.3599999999999994,60.106,60.75,59.55,1.2000000000000028,0.9200000000000017,60.57,61.58,59.95,1.6299999999999955,0.6199999999999974,2385192,3630845,1459156,2171689,-1560270
2018-04-29,61.234,62.39,60.38,2.009999999999998,1.7999999999999972,62.168,62.81,61.32,1.490000000000002,1.490000000000002,60.828,61.76,60.13,1.6299999999999955,1.6299999999999955,61.736,62.56,60.82,1.740000000000002,1.3400000000000034,2427607,4351532,1472324,2879208,316505
2018-05-06,62.372,63.21,61.58,1.6300000000000026,1.6300000000000026,62.988,64.0,61.92,2.0799999999999983,2.0799999999999983,62.11,63.09,61.29,1.8000000000000043,1.8000000000000043,62.732,63.53,61.59,1.9399999999999977,1.9399999999999977,1750113,2777098,1428838,1348260,1348260
2018-05-13,64.42,65.13,63.31,1.8199999999999932,1.8199999999999932,65.036,65.32,64.32,1.0,1.0,64.05199999999999,64.81,62.98,1.8300000000000054,1.8300000000000054,64.718,65.12,64.27,0.8500000000000085,0.8500000000000085,2102605,2924533,1632474,1292059,-1292059
