Date,iShares Russell Top 200 GrowthEtf_Open_average,iShares Russell Top 200 GrowthEtf_Open_max,iShares Russell Top 200 GrowthEtf_Open_min,iShares Russell Top 200 GrowthEtf_Open_volatility,iShares Russell Top 200 GrowthEtf_Open_change,iShares Russell Top 200 GrowthEtf_High_average,iShares Russell Top 200 GrowthEtf_High_max,iShares Russell Top 200 GrowthEtf_High_min,iShares Russell Top 200 GrowthEtf_High_volatility,iShares Russell Top 200 GrowthEtf_High_change,iShares Russell Top 200 GrowthEtf_Low_average,iShares Russell Top 200 GrowthEtf_Low_max,iShares Russell Top 200 GrowthEtf_Low_min,iShares Russell Top 200 GrowthEtf_Low_volatility,iShares Russell Top 200 GrowthEtf_Low_change,iShares Russell Top 200 GrowthEtf_Close_average,iShares Russell Top 200 GrowthEtf_Close_max,iShares Russell Top 200 GrowthEtf_Close_min,iShares Russell Top 200 GrowthEtf_Close_volatility,iShares Russell Top 200 GrowthEtf_Close_change
2018-01-14,77.61,77.61,77.61,0.0,0.0,77.69,77.69,77.69,0.0,0.0,77.35,77.35,77.35,0.0,0.0,77.69,77.69,77.69,0.0,0.0
2018-01-21,78.83,78.83,78.83,0.0,0.0,79.55,79.55,79.55,0.0,0.0,78.7,78.7,78.7,0.0,0.0,79.55,79.55,79.55,0.0,0.0
2018-01-28,77.76,77.76,77.76,0.0,0.0,77.76,77.76,77.76,0.0,0.0,76.6,76.6,76.6,0.0,0.0,76.62,76.62,76.62,0.0,0.0
2018-02-04,72.52,72.52,72.52,0.0,0.0,73.46,73.46,73.46,0.0,0.0,70.37,70.37,70.37,0.0,0.0,72.86,72.86,72.86,0.0,0.0
2018-02-11,76.22,76.22,76.22,0.0,0.0,77.11,77.11,77.11,0.0,0.0,76.22,76.22,76.22,0.0,0.0,76.41,76.41,76.41,0.0,0.0
2018-02-18,76.49,76.49,76.49,0.0,0.0,77.29,77.29,77.29,0.0,0.0,76.31,76.31,76.31,0.0,0.0,77.26,77.26,77.26,0.0,0.0
2018-02-25,74.65,74.65,74.65,0.0,0.0,75.82,75.82,75.82,0.0,0.0,74.35,74.35,74.35,0.0,0.0,75.73,75.73,75.73,0.0,0.0
2018-03-04,77.81,77.81,77.81,0.0,0.0,78.63,78.63,78.63,0.0,0.0,77.69,77.69,77.69,0.0,0.0,78.63,78.63,78.63,0.0,0.0
2018-03-11,77.9,77.9,77.9,0.0,0.0,78.08,78.08,78.08,0.0,0.0,77.65,77.65,77.65,0.0,0.0,77.65,77.65,77.65,0.0,0.0
2018-03-18,74.15,74.15,74.15,0.0,0.0,74.31,74.31,74.31,0.0,0.0,72.4,72.4,72.4,0.0,0.0,72.51,72.51,72.51,0.0,0.0
2018-03-25,72.9,72.9,72.9,0.0,0.0,74.29,74.29,74.29,0.0,0.0,72.53,72.53,72.53,0.0,0.0,73.77,73.77,73.77,0.0,0.0
2018-04-01,73.66,73.66,73.66,0.0,0.0,74.19,74.19,74.19,0.0,0.0,72.29,72.29,72.29,0.0,0.0,72.73,72.73,72.73,0.0,0.0
2018-04-08,74.9,74.9,74.9,0.0,0.0,74.91,74.91,74.91,0.0,0.0,74.0,74.0,74.0,0.0,0.0,74.29,74.29,74.29,0.0,0.0
2018-04-15,75.52,75.52,75.52,0.0,0.0,75.52,75.52,75.52,0.0,0.0,74.48,74.48,74.48,0.0,0.0,74.65,74.65,74.65,0.0,0.0
2018-04-22,75.08,75.08,75.08,0.0,0.0,75.08,75.08,75.08,0.0,0.0,74.3,74.3,74.3,0.0,0.0,74.66,74.66,74.66,0.0,0.0
2018-04-29,73.98,73.98,73.98,0.0,0.0,75.52,75.52,75.52,0.0,0.0,73.98,73.98,73.98,0.0,0.0,75.33,75.33,75.33,0.0,0.0
2018-05-06,77.11,77.11,77.11,0.0,0.0,77.39,77.39,77.39,0.0,0.0,77.03,77.03,77.03,0.0,0.0,77.25,77.25,77.25,0.0,0.0
2018-05-13,76.73,76.73,76.73,0.0,0.0,76.99,76.99,76.99,0.0,0.0,76.73,76.73,76.73,0.0,0.0,76.77,76.77,76.77,0.0,0.0
2018-05-20,77.5,77.5,77.5,0.0,0.0,77.8,77.8,77.8,0.0,0.0,77.45,77.45,77.45,0.0,0.0,77.55,77.55,77.55,0.0,0.0
2018-05-27,77.86,77.86,77.86,0.0,0.0,78.49,78.49,78.49,0.0,0.0,77.86,77.86,77.86,0.0,0.0,78.43,78.43,78.43,0.0,0.0
2018-06-03,79.34,79.34,79.34,0.0,0.0,79.74,79.74,79.74,0.0,0.0,79.21,79.21,79.21,0.0,0.0,79.71,79.71,79.71,0.0,0.0
2018-06-10,80.08,80.08,80.08,0.0,0.0,80.35,80.35,80.35,0.0,0.0,79.96,79.96,79.96,0.0,0.0,80.24,80.24,80.24,0.0,0.0
2018-06-17,79.81,79.81,79.81,0.0,0.0,79.81,79.81,79.81,0.0,0.0,79.33,79.33,79.33,0.0,0.0,79.46,79.46,79.46,0.0,0.0
2018-06-24,78.62,78.62,78.62,0.0,0.0,79.01,79.01,79.01,0.0,0.0,78.32,78.32,78.32,0.0,0.0,78.32,78.32,78.32,0.0,0.0
2018-07-01,78.78,78.78,78.78,0.0,0.0,79.66,79.66,79.66,0.0,0.0,78.75,78.75,78.75,0.0,0.0,79.54,79.54,79.54,0.0,0.0
2018-07-08,81.21,81.21,81.21,0.0,0.0,81.46,81.46,81.46,0.0,0.0,81.05,81.05,81.05,0.0,0.0,81.42,81.42,81.42,0.0,0.0
2018-07-15,81.46,81.46,81.46,0.0,0.0,81.71,81.71,81.71,0.0,0.0,81.32,81.32,81.32,0.0,0.0,81.34,81.34,81.34,0.0,0.0
2018-07-22,82.39,82.39,82.39,0.0,0.0,82.39,82.39,82.39,0.0,0.0,80.68,80.68,80.68,0.0,0.0,81.04,81.04,81.04,0.0,0.0
2018-07-29,81.72,81.72,81.72,0.0,0.0,81.9,81.9,81.9,0.0,0.0,81.48,81.48,81.48,0.0,0.0,81.86,81.86,81.86,0.0,0.0
2018-08-05,82.12,82.12,82.12,0.0,0.0,82.33,82.33,82.33,0.0,0.0,81.81,81.81,81.81,0.0,0.0,82.0,82.0,82.0,0.0,0.0
