Date,AWI_Open_average,AWI_Open_max,AWI_Open_min,AWI_Open_volatility,AWI_Open_change,AWI_High_average,AWI_High_max,AWI_High_min,AWI_High_volatility,AWI_High_change,AWI_Low_average,AWI_Low_max,AWI_Low_min,AWI_Low_volatility,AWI_Low_change,AWI_Close_average,AWI_Close_max,AWI_Close_min,AWI_Close_volatility,AWI_Close_change,AWI_Volume_average,AWI_Volume_max,AWI_Volume_min,AWI_Volume_volatility,AWI_Volume_change
2018-01-14,62.42,63.0,62.0,1.0,-1.0,62.63,63.1,62.25,0.8500000000000014,-0.8500000000000014,61.564,61.95,60.75,1.2000000000000028,-0.8200000000000003,62.03,62.2,61.85,0.3500000000000014,-0.3500000000000014,472952,946069,326053,620016,-35156
2018-01-21,63.16,64.1,61.55,2.549999999999997,2.5,63.764,64.3,62.2,2.0999999999999943,1.9699999999999989,62.51,63.6,61.3,2.3000000000000043,1.3500000000000014,63.35,64.15,62.2,1.9500000000000028,0.5999999999999943,312486,371827,218562,153265,-89223
2018-01-28,62.74,63.55,62.2,1.3499999999999943,0.0,63.6,63.95,62.9,1.0500000000000043,-0.7000000000000028,61.94,62.6,60.75,1.8500000000000014,-1.1000000000000014,62.78,63.35,61.75,1.6000000000000014,-1.5,427186,674309,256658,417651,317009
2018-02-04,60.34,61.55,59.0,2.549999999999997,-1.0,61.06,62.1,59.65,2.450000000000003,-1.5499999999999972,59.2,60.8,57.5,3.299999999999997,-1.6500000000000057,60.02,61.7,58.5,3.200000000000003,-1.9000000000000057,493962,677288,285927,391361,-101785
2018-02-11,60.125,60.9,59.15,1.75,1.1999999999999957,61.15,62.4,60.3,2.1000000000000014,2.1000000000000014,60.0375,60.9,59.15,1.75,1.2999999999999972,60.7375,61.9,59.65,2.25,2.25,265086,324063,218595,105468,-41359
2018-02-18,60.7,61.6,58.95,2.6499999999999986,-2.6499999999999986,62.104,62.67,61.75,0.9200000000000017,0.21999999999999886,60.254,60.95,58.05,2.9000000000000057,-2.9000000000000057,60.71,61.45,59.1,2.3500000000000014,-2.0,452751,879112,247904,631208,631208
2018-02-25,59.82,60.3,59.3,1.0,-0.25,60.88,61.25,60.0,1.25,-0.10000000000000142,59.160000000000004,59.7,58.65,1.0500000000000043,0.5,60.04,60.6,59.1,1.5,1.5,684315,780012,593904,186108,-143919
2018-03-04,59.9,61.3,58.6,2.6999999999999957,0.5999999999999943,60.87,62.0,59.7,2.299999999999997,0.3999999999999986,59.43,60.7,57.7,3.0,0.05000000000000426,60.33,61.25,59.2,2.049999999999997,-0.3999999999999986,519102,739752,420241,319511,-132696
2018-03-11,58.54,59.45,57.15,2.3000000000000043,-2.3000000000000043,58.854,60.0,57.17,2.8299999999999983,-2.780000000000001,57.769999999999996,58.8,56.4,2.3999999999999986,-2.25,58.0,59.1,56.95,2.1499999999999986,-2.1499999999999986,553527,1084370,301368,783002,-681187
2018-03-18,56.91,57.15,56.75,0.3999999999999986,-0.15000000000000568,57.6,57.85,57.3,0.5500000000000043,-0.5,56.414,56.92,55.75,1.1700000000000017,-0.3500000000000014,56.75,57.25,55.85,1.3999999999999986,0.10000000000000142,385523,659220,220282,438938,-37480
2018-03-25,56.3625,57.15,56.0,1.1499999999999986,-1.0,56.78,57.15,56.6,0.5499999999999972,-0.5499999999999972,55.5125,56.0,54.5,1.5,-1.3999999999999986,55.8,56.3,54.95,1.3499999999999943,-1.1999999999999957,304767,433029,226329,206700,206700
2018-04-01,55.78,56.4,55.1,1.2999999999999972,1.1999999999999957,56.38,57.1,55.5,1.6000000000000014,1.1000000000000014,55.324000000000005,56.2,54.45,1.75,1.1000000000000014,55.87,56.45,55.25,1.2000000000000028,0.6000000000000014,453958,754376,263778,490598,-74496
2018-04-08,56.4,56.75,56.0,0.75,0.3999999999999986,56.816,57.38,56.55,0.8300000000000054,0.7800000000000011,56.02,56.2,55.65,0.5500000000000043,0.20000000000000284,56.42,57.1,56.05,1.0500000000000043,1.0500000000000043,269009,345665,228936,116729,59
2018-04-15,56.83,57.7,55.75,1.9500000000000028,-1.5,57.376,58.5,56.45,2.049999999999997,-1.279999999999994,56.33,57.5,55.45,2.049999999999997,-1.25,56.58,57.75,55.7,2.049999999999997,-1.4500000000000028,295462,347527,203671,143856,62647
2018-04-22,55.8,56.6,55.05,1.5500000000000043,-0.6000000000000014,56.67,57.55,56.2,1.3499999999999943,1.3499999999999943,55.03,55.5,54.55,0.9500000000000028,-0.30000000000000426,55.910000000000004,56.45,55.25,1.2000000000000028,0.75,422188,565610,342694,222916,213415
2018-04-29,57.12,57.65,56.65,1.0,1.0,57.646,57.9,57.38,0.519999999999996,0.4199999999999946,56.76,57.15,56.25,0.8999999999999986,0.8999999999999986,57.26,57.65,57.1,0.5499999999999972,0.5499999999999972,459147,674589,331293,343296,-234659
2018-05-06,58.230000000000004,58.85,57.6,1.25,1.25,58.95,59.5,58.45,1.0499999999999972,0.9499999999999957,57.83,58.8,57.35,1.4499999999999957,1.4499999999999957,58.41,58.9,57.8,1.1000000000000014,0.6000000000000014,321137,485043,220704,264339,-52375
2018-05-13,59.45,61.4,58.4,3.0,2.8999999999999986,60.25,61.55,58.95,2.5999999999999943,2.5999999999999943,59.21,60.6,58.1,2.5,2.5,59.8,60.9,58.45,2.4499999999999957,2.1999999999999957,318980,407613,231429,176184,35739
2018-05-20,60.6,60.95,60.15,0.8000000000000043,0.30000000000000426,61.2775,61.58,60.88,0.6999999999999957,0.12999999999999545,60.3125,60.75,60.0,0.75,0.75,60.775,61.15,60.4,0.75,0.75,333001,555446,147094,408352,-241562
2018-05-27,61.31,61.65,60.8,0.8500000000000014,0.8500000000000014,61.75,62.1,61.45,0.6499999999999986,0.6499999999999986,60.870000000000005,61.45,60.35,1.1000000000000014,0.75,61.33,62.1,60.6,1.5,1.1499999999999986,342516,435512,261552,173960,155144
2018-06-03,63.42,65.0,62.1,2.8999999999999986,2.8999999999999986,64.01,65.0,62.8,2.200000000000003,2.200000000000003,62.99,63.9,61.8,2.1000000000000014,2.1000000000000014,63.67,64.9,62.7,2.200000000000003,1.1999999999999957,277042,375963,173321,202642,-3058
2018-06-10,63.96,64.85,63.3,1.5499999999999972,0.3500000000000014,64.604,64.92,63.65,1.2700000000000031,-0.12000000000000455,63.47,64.05,62.95,1.0999999999999943,0.19999999999999574,64.16,64.8,63.5,1.2999999999999972,-0.5999999999999943,279485,419607,190504,229103,98457
2018-06-17,63.87,64.6,63.1,1.499999999999993,-0.6499999999999986,64.03,64.6,63.1,1.499999999999993,-1.1499999999999986,62.85,63.6,62.0,1.6000000000000014,-1.0499999999999972,63.48,64.5,62.4,2.1000000000000014,-1.6000000000000014,290640,386069,238143,147926,20213
2018-06-24,62.53,62.8,61.95,0.8499999999999943,0.14999999999999858,63.33,64.05,62.45,1.5999999999999943,1.0,61.95,62.45,61.35,1.1000000000000014,0.10000000000000142,62.82,64.0,61.85,2.1499999999999986,1.2999999999999972,300957,332774,260967,71807,23598
2018-07-01,65.1375,66.0,64.3,1.7000000000000028,1.7000000000000028,65.575,66.25,64.8,1.4500000000000028,1.4500000000000028,64.7625,65.45,64.05,1.4000000000000057,1.4000000000000057,65.475,66.2,64.7,1.5,1.5,288992,434389,148695,285694,259923
2018-07-08,66.52,68.5,65.5,3.0,2.299999999999997,67.09,68.85,66.2,2.6499999999999915,2.3999999999999915,65.73,66.7,65.05,1.6500000000000057,1.5,66.44,67.4,65.65,1.75,1.3999999999999915,508704,880154,144584,735570,-80563
2018-07-15,68.29,70.0,66.95,3.049999999999997,0.8499999999999943,69.236,70.95,67.83,3.1200000000000045,-0.37000000000000455,67.57,68.55,66.7,1.8499999999999943,-0.04999999999999716,68.39,70.15,66.8,3.3500000000000085,-1.2000000000000028,532161,1035493,321890,713603,-149512
