Date,Guggenheim Invest S&P 500 Equal Weight Materials_Open_average,Guggenheim Invest S&P 500 Equal Weight Materials_Open_max,Guggenheim Invest S&P 500 Equal Weight Materials_Open_min,Guggenheim Invest S&P 500 Equal Weight Materials_Open_volatility,Guggenheim Invest S&P 500 Equal Weight Materials_Open_change,Guggenheim Invest S&P 500 Equal Weight Materials_High_average,Guggenheim Invest S&P 500 Equal Weight Materials_High_max,Guggenheim Invest S&P 500 Equal Weight Materials_High_min,Guggenheim Invest S&P 500 Equal Weight Materials_High_volatility,Guggenheim Invest S&P 500 Equal Weight Materials_High_change,Guggenheim Invest S&P 500 Equal Weight Materials_Low_average,Guggenheim Invest S&P 500 Equal Weight Materials_Low_max,Guggenheim Invest S&P 500 Equal Weight Materials_Low_min,Guggenheim Invest S&P 500 Equal Weight Materials_Low_volatility,Guggenheim Invest S&P 500 Equal Weight Materials_Low_change,Guggenheim Invest S&P 500 Equal Weight Materials_Close_average,Guggenheim Invest S&P 500 Equal Weight Materials_Close_max,Guggenheim Invest S&P 500 Equal Weight Materials_Close_min,Guggenheim Invest S&P 500 Equal Weight Materials_Close_volatility,Guggenheim Invest S&P 500 Equal Weight Materials_Close_change
2018-04-01,105.68,105.68,105.68,0.0,0.0,106.4,106.4,106.4,0.0,0.0,105.02,105.02,105.02,0.0,0.0,106.33,106.33,106.33,0.0,0.0
2018-04-08,108.29,108.29,108.29,0.0,0.0,108.94,108.94,108.94,0.0,0.0,108.27,108.27,108.27,0.0,0.0,108.94,108.94,108.94,0.0,0.0
2018-04-15,109.55,109.55,109.55,0.0,0.0,109.85,109.85,109.85,0.0,0.0,109.42,109.42,109.42,0.0,0.0,109.42,109.42,109.42,0.0,0.0
2018-04-22,108.01,108.01,108.01,0.0,0.0,108.01,108.01,108.01,0.0,0.0,106.47,106.47,106.47,0.0,0.0,106.47,106.47,106.47,0.0,0.0
2018-04-29,108.3,108.3,108.3,0.0,0.0,108.3,108.3,108.3,0.0,0.0,107.41,107.41,107.41,0.0,0.0,107.52,107.52,107.52,0.0,0.0
2018-05-06,109.51,109.51,109.51,0.0,0.0,109.79,109.79,109.79,0.0,0.0,109.3,109.3,109.3,0.0,0.0,109.55,109.55,109.55,0.0,0.0
2018-05-13,112.17,112.17,112.17,0.0,0.0,112.17,112.17,112.17,0.0,0.0,111.35,111.35,111.35,0.0,0.0,111.72,111.72,111.72,0.0,0.0
2018-05-20,110.15,110.15,110.15,0.0,0.0,110.28,110.28,110.28,0.0,0.0,109.79,109.79,109.79,0.0,0.0,110.28,110.28,110.28,0.0,0.0
2018-05-27,109.49,109.49,109.49,0.0,0.0,110.1,110.1,110.1,0.0,0.0,109.49,109.49,109.49,0.0,0.0,110.02,110.02,110.02,0.0,0.0
2018-06-03,112.42,112.42,112.42,0.0,0.0,112.85,112.85,112.85,0.0,0.0,112.42,112.42,112.42,0.0,0.0,112.81,112.81,112.81,0.0,0.0
2018-06-10,110.55,110.55,110.55,0.0,0.0,111.05,111.05,111.05,0.0,0.0,110.42,110.42,110.42,0.0,0.0,110.91,110.91,110.91,0.0,0.0
2018-06-17,108.6,108.6,108.6,0.0,0.0,108.6,108.6,108.6,0.0,0.0,107.34,107.34,107.34,0.0,0.0,107.34,107.34,107.34,0.0,0.0
2018-06-24,107.53,107.53,107.53,0.0,0.0,107.53,107.53,107.53,0.0,0.0,106.84,106.84,106.84,0.0,0.0,107.24,107.24,107.24,0.0,0.0
2018-07-01,109.32,109.32,109.32,0.0,0.0,109.55,109.55,109.55,0.0,0.0,109.29,109.29,109.29,0.0,0.0,109.5,109.5,109.5,0.0,0.0
2018-07-08,108.3,108.3,108.3,0.0,0.0,108.91,108.91,108.91,0.0,0.0,107.8,107.8,107.8,0.0,0.0,107.91,107.91,107.91,0.0,0.0
2018-07-15,108.14,108.14,108.14,0.0,0.0,108.18,108.18,108.18,0.0,0.0,107.87,107.87,107.87,0.0,0.0,107.87,107.87,107.87,0.0,0.0
2018-07-22,109.83,109.83,109.83,0.0,0.0,110.5,110.5,110.5,0.0,0.0,109.69,109.69,109.69,0.0,0.0,109.69,109.69,109.69,0.0,0.0
2018-07-29,110.09,110.09,110.09,0.0,0.0,110.68,110.68,110.68,0.0,0.0,110.09,110.09,110.09,0.0,0.0,110.38,110.38,110.38,0.0,0.0
2018-08-05,109.13,109.13,109.13,0.0,0.0,109.15,109.15,109.15,0.0,0.0,107.73,107.73,107.73,0.0,0.0,108.02,108.02,108.02,0.0,0.0
2018-08-12,107.72,107.72,107.72,0.0,0.0,108.46,108.46,108.46,0.0,0.0,107.72,107.72,107.72,0.0,0.0,108.31,108.31,108.31,0.0,0.0
2018-08-19,109.24,109.24,109.24,0.0,0.0,110.49,110.49,110.49,0.0,0.0,109.24,109.24,109.24,0.0,0.0,109.96,109.96,109.96,0.0,0.0
2018-08-26,109.0,109.0,109.0,0.0,0.0,109.63,109.63,109.63,0.0,0.0,108.75,108.75,108.75,0.0,0.0,108.98,108.98,108.98,0.0,0.0
2018-09-02,108.76,108.76,108.76,0.0,0.0,108.76,108.76,108.76,0.0,0.0,108.33,108.33,108.33,0.0,0.0,108.33,108.33,108.33,0.0,0.0
2018-09-09,111.12,111.12,111.12,0.0,0.0,111.18,111.18,111.18,0.0,0.0,110.66,110.66,110.66,0.0,0.0,110.72,110.72,110.72,0.0,0.0
2018-09-16,111.32,111.32,111.32,0.0,0.0,111.54,111.54,111.54,0.0,0.0,111.23,111.23,111.23,0.0,0.0,111.54,111.54,111.54,0.0,0.0
2018-09-23,109.15,109.15,109.15,0.0,0.0,109.78,109.78,109.78,0.0,0.0,109.15,109.15,109.15,0.0,0.0,109.47,109.47,109.47,0.0,0.0
2018-09-30,107.88,107.88,107.88,0.0,0.0,108.32,108.32,108.32,0.0,0.0,107.49,107.49,107.49,0.0,0.0,108.32,108.32,108.32,0.0,0.0
2018-10-07,100.79,100.79,100.79,0.0,0.0,101.26,101.26,101.26,0.0,0.0,100.79,100.79,100.79,0.0,0.0,100.94,100.94,100.94,0.0,0.0
2018-10-14,99.53,99.53,99.53,0.0,0.0,99.53,99.53,99.53,0.0,0.0,98.35,98.35,98.35,0.0,0.0,98.51,98.51,98.51,0.0,0.0
2018-10-21,96.51,96.51,96.51,0.0,0.0,97.28,97.28,97.28,0.0,0.0,95.07,95.07,95.07,0.0,0.0,95.07,95.07,95.07,0.0,0.0
2018-10-28,102.04,102.04,102.04,0.0,0.0,102.5,102.5,102.5,0.0,0.0,101.93,101.93,101.93,0.0,0.0,102.39,102.39,102.39,0.0,0.0
2018-11-04,104.27,104.27,104.27,0.0,0.0,104.27,104.27,104.27,0.0,0.0,103.21,103.21,103.21,0.0,0.0,103.21,103.21,103.21,0.0,0.0
2018-11-11,105.0,105.0,105.0,0.0,0.0,105.0,105.0,105.0,0.0,0.0,103.23,103.23,103.23,0.0,0.0,103.48,103.48,103.48,0.0,0.0
2018-11-18,102.5,102.5,102.5,0.0,0.0,103.0,103.0,103.0,0.0,0.0,102.42,102.42,102.42,0.0,0.0,102.55,102.55,102.55,0.0,0.0
2018-11-25,105.9,105.9,105.9,0.0,0.0,106.4,106.4,106.4,0.0,0.0,104.61,104.61,104.61,0.0,0.0,105.14,105.14,105.14,0.0,0.0
2018-12-02,98.93,98.93,98.93,0.0,0.0,98.93,98.93,98.93,0.0,0.0,97.43,97.43,97.43,0.0,0.0,98.86,98.86,98.86,0.0,0.0
2018-12-09,96.85,96.85,96.85,0.0,0.0,97.5,97.5,97.5,0.0,0.0,94.86,94.86,94.86,0.0,0.0,95.01,95.01,95.01,0.0,0.0
2018-12-16,90.04,90.04,90.04,0.0,0.0,90.69,90.69,90.69,0.0,0.0,88.78,88.78,88.78,0.0,0.0,88.78,88.78,88.78,0.0,0.0
2018-12-23,94.12,94.12,94.12,0.0,0.0,94.52,94.52,94.52,0.0,0.0,93.45,93.45,93.45,0.0,0.0,94.52,94.52,94.52,0.0,0.0
2018-12-30,96.42,96.42,96.42,0.0,0.0,97.57,97.57,97.57,0.0,0.0,96.42,96.42,96.42,0.0,0.0,97.02,97.02,97.02,0.0,0.0
2019-01-06,97.9,97.9,97.9,0.0,0.0,98.2,98.2,98.2,0.0,0.0,97.69,97.69,97.69,0.0,0.0,97.7,97.7,97.7,0.0,0.0
2019-01-13,100.05,100.05,100.05,0.0,0.0,101.23,101.23,101.23,0.0,0.0,99.61,99.61,99.61,0.0,0.0,100.54,100.54,100.54,0.0,0.0
2019-01-20,99.34,99.34,99.34,0.0,0.0,99.68,99.68,99.68,0.0,0.0,99.25,99.25,99.25,0.0,0.0,99.68,99.68,99.68,0.0,0.0
2019-01-27,102.02,102.02,102.02,0.0,0.0,102.39,102.39,102.39,0.0,0.0,101.85,101.85,101.85,0.0,0.0,102.18,102.18,102.18,0.0,0.0
2019-02-03,101.79,101.79,101.79,0.0,0.0,101.79,101.79,101.79,0.0,0.0,100.9,100.9,100.9,0.0,0.0,101.42,101.42,101.42,0.0,0.0
2019-02-10,104.0,104.0,104.0,0.0,0.0,104.0,104.0,104.0,0.0,0.0,103.76,103.76,103.76,0.0,0.0,103.99,103.99,103.99,0.0,0.0
2019-02-17,107.19,107.19,107.19,0.0,0.0,107.58,107.58,107.58,0.0,0.0,107.05,107.05,107.05,0.0,0.0,107.11,107.11,107.11,0.0,0.0
2019-02-24,106.1,106.1,106.1,0.0,0.0,106.16,106.16,106.16,0.0,0.0,104.36,104.36,104.36,0.0,0.0,106.02,106.02,106.02,0.0,0.0
2019-03-03,104.21,104.21,104.21,0.0,0.0,105.34,105.34,105.34,0.0,0.0,104.21,104.21,104.21,0.0,0.0,105.34,105.34,105.34,0.0,0.0
2019-03-10,105.48,105.48,105.48,0.0,0.0,105.48,105.48,105.48,0.0,0.0,104.71,104.71,104.71,0.0,0.0,105.39,105.39,105.39,0.0,0.0
2019-03-17,102.73,102.73,102.73,0.0,0.0,102.89,102.89,102.89,0.0,0.0,102.5,102.5,102.5,0.0,0.0,102.73,102.73,102.73,0.0,0.0
2019-03-24,106.4,106.4,106.4,0.0,0.0,107.35,107.35,107.35,0.0,0.0,106.4,106.4,106.4,0.0,0.0,107.35,107.35,107.35,0.0,0.0
2019-03-31,108.88,108.88,108.88,0.0,0.0,109.38,109.38,109.38,0.0,0.0,108.88,108.88,108.88,0.0,0.0,109.25,109.25,109.25,0.0,0.0
2019-04-07,109.45,109.45,109.45,0.0,0.0,109.45,109.45,109.45,0.0,0.0,108.96,108.96,108.96,0.0,0.0,109.13,109.13,109.13,0.0,0.0
2019-04-14,108.33,108.33,108.33,0.0,0.0,108.46,108.46,108.46,0.0,0.0,108.22,108.22,108.22,0.0,0.0,108.22,108.22,108.22,0.0,0.0
2019-04-21,107.23,107.23,107.23,0.0,0.0,107.67,107.67,107.67,0.0,0.0,107.0,107.0,107.0,0.0,0.0,107.53,107.53,107.53,0.0,0.0
2019-04-28,105.63,105.63,105.63,0.0,0.0,106.71,106.71,106.71,0.0,0.0,105.63,105.63,105.63,0.0,0.0,106.33,106.33,106.33,0.0,0.0
2019-05-05,102.41,102.41,102.41,0.0,0.0,102.43,102.43,102.43,0.0,0.0,101.69,101.69,101.69,0.0,0.0,101.96,101.96,101.96,0.0,0.0
2019-05-12,101.6,101.6,101.6,0.0,0.0,101.6,101.6,101.6,0.0,0.0,100.95,100.95,100.95,0.0,0.0,100.95,100.95,100.95,0.0,0.0
2019-05-19,100.02,100.02,100.02,0.0,0.0,100.22,100.22,100.22,0.0,0.0,99.85,99.85,99.85,0.0,0.0,100.2,100.2,100.2,0.0,0.0
2019-05-26,98.35,98.35,98.35,0.0,0.0,100.81,100.81,100.81,0.0,0.0,98.35,98.35,98.35,0.0,0.0,100.81,100.81,100.81,0.0,0.0
2019-06-02,107.55,107.55,107.55,0.0,0.0,107.55,107.55,107.55,0.0,0.0,106.86,106.86,106.86,0.0,0.0,106.95,106.95,106.95,0.0,0.0
2019-06-09,107.02,107.02,107.02,0.0,0.0,107.32,107.32,107.32,0.0,0.0,106.58,106.58,106.58,0.0,0.0,106.58,106.58,106.58,0.0,0.0
2019-06-16,107.68,107.68,107.68,0.0,0.0,107.85,107.85,107.85,0.0,0.0,106.97,106.97,106.97,0.0,0.0,107.59,107.59,107.59,0.0,0.0
2019-06-23,110.76,110.76,110.76,0.0,0.0,110.76,110.76,110.76,0.0,0.0,109.7,109.7,109.7,0.0,0.0,110.5,110.5,110.5,0.0,0.0
2019-06-30,110.36,110.36,110.36,0.0,0.0,110.36,110.36,110.36,0.0,0.0,108.99,108.99,108.99,0.0,0.0,109.23,109.23,109.23,0.0,0.0
2019-07-07,108.99,108.99,108.99,0.0,0.0,108.99,108.99,108.99,0.0,0.0,108.34,108.34,108.34,0.0,0.0,108.98,108.98,108.98,0.0,0.0
2019-07-14,109.83,109.83,109.83,0.0,0.0,109.83,109.83,109.83,0.0,0.0,108.98,108.98,108.98,0.0,0.0,109.0,109.0,109.0,0.0,0.0
2019-07-21,110.96,110.96,110.96,0.0,0.0,110.96,110.96,110.96,0.0,0.0,110.36,110.36,110.36,0.0,0.0,110.48,110.48,110.48,0.0,0.0
2019-07-28,107.59,107.59,107.59,0.0,0.0,107.59,107.59,107.59,0.0,0.0,104.49,104.49,104.49,0.0,0.0,105.94,105.94,105.94,0.0,0.0
2019-08-04,107.92,107.92,107.92,0.0,0.0,107.92,107.92,107.92,0.0,0.0,105.66,105.66,105.66,0.0,0.0,105.82,105.82,105.82,0.0,0.0
2019-08-11,106.41,106.41,106.41,0.0,0.0,107.01,107.01,107.01,0.0,0.0,106.41,106.41,106.41,0.0,0.0,106.5,106.5,106.5,0.0,0.0
2019-08-18,102.86,102.86,102.86,0.0,0.0,102.86,102.86,102.86,0.0,0.0,101.9,101.9,101.9,0.0,0.0,101.9,101.9,101.9,0.0,0.0
2019-08-25,105.4,105.4,105.4,0.0,0.0,105.68,105.68,105.68,0.0,0.0,104.71,104.71,104.71,0.0,0.0,105.09,105.09,105.09,0.0,0.0
2019-09-01,106.65,106.65,106.65,0.0,0.0,106.95,106.95,106.95,0.0,0.0,106.51,106.51,106.51,0.0,0.0,106.93,106.93,106.93,0.0,0.0
2019-09-08,112.0,112.0,112.0,0.0,0.0,112.0,112.0,112.0,0.0,0.0,110.26,110.26,110.26,0.0,0.0,110.31,110.31,110.31,0.0,0.0
2019-09-15,109.14,109.14,109.14,0.0,0.0,109.34,109.34,109.34,0.0,0.0,109.12,109.12,109.12,0.0,0.0,109.32,109.32,109.32,0.0,0.0
2019-09-22,108.17,108.17,108.17,0.0,0.0,109.29,109.29,109.29,0.0,0.0,108.17,108.17,108.17,0.0,0.0,108.95,108.95,108.95,0.0,0.0
2019-09-29,105.57,105.57,105.57,0.0,0.0,105.82,105.82,105.82,0.0,0.0,104.85,104.85,104.85,0.0,0.0,104.85,104.85,104.85,0.0,0.0
2019-10-06,107.37,107.37,107.37,0.0,0.0,107.42,107.42,107.42,0.0,0.0,106.84,106.84,106.84,0.0,0.0,106.84,106.84,106.84,0.0,0.0
2019-10-13,108.52,108.52,108.52,0.0,0.0,108.78,108.78,108.78,0.0,0.0,107.63,107.63,107.63,0.0,0.0,107.63,107.63,107.63,0.0,0.0
2019-10-20,109.97,109.97,109.97,0.0,0.0,110.49,110.49,110.49,0.0,0.0,109.77,109.77,109.77,0.0,0.0,109.91,109.91,109.91,0.0,0.0
2019-10-27,111.79,111.79,111.79,0.0,0.0,112.33,112.33,112.33,0.0,0.0,111.73,111.73,111.73,0.0,0.0,112.25,112.25,112.25,0.0,0.0
2019-11-03,112.61,112.61,112.61,0.0,0.0,112.97,112.97,112.97,0.0,0.0,112.61,112.61,112.61,0.0,0.0,112.96,112.96,112.96,0.0,0.0
2019-11-10,112.57,112.57,112.57,0.0,0.0,112.63,112.63,112.63,0.0,0.0,112.23,112.23,112.23,0.0,0.0,112.47,112.47,112.47,0.0,0.0
2019-11-17,111.81,111.81,111.81,0.0,0.0,112.16,112.16,112.16,0.0,0.0,111.81,111.81,111.81,0.0,0.0,112.16,112.16,112.16,0.0,0.0
2019-11-24,112.86,112.86,112.86,0.0,0.0,112.86,112.86,112.86,0.0,0.0,112.14,112.14,112.14,0.0,0.0,112.14,112.14,112.14,0.0,0.0
2019-12-01,113.32,113.32,113.32,0.0,0.0,113.33,113.33,113.33,0.0,0.0,113.19,113.19,113.19,0.0,0.0,113.19,113.19,113.19,0.0,0.0
2019-12-08,114.61,114.61,114.61,0.0,0.0,114.77,114.77,114.77,0.0,0.0,114.0,114.0,114.0,0.0,0.0,114.0,114.0,114.0,0.0,0.0
2019-12-15,115.0,115.0,115.0,0.0,0.0,115.73,115.73,115.73,0.0,0.0,115.0,115.0,115.0,0.0,0.0,115.5,115.5,115.5,0.0,0.0
2019-12-22,115.75,115.75,115.75,0.0,0.0,115.75,115.75,115.75,0.0,0.0,115.2,115.2,115.2,0.0,0.0,115.2,115.2,115.2,0.0,0.0
2019-12-29,114.0,114.0,114.0,0.0,0.0,114.28,114.28,114.28,0.0,0.0,113.23,113.23,113.23,0.0,0.0,113.23,113.23,113.23,0.0,0.0
