Date,DF_Open_average,DF_Open_max,DF_Open_min,DF_Open_volatility,DF_Open_change,DF_High_average,DF_High_max,DF_High_min,DF_High_volatility,DF_High_change,DF_Low_average,DF_Low_max,DF_Low_min,DF_Low_volatility,DF_Low_change,DF_Close_average,DF_Close_max,DF_Close_min,DF_Close_volatility,DF_Close_change,DF_Volume_average,DF_Volume_max,DF_Volume_min,DF_Volume_volatility,DF_Volume_change
2016-01-03,17.146,17.65,16.88,0.7699999999999996,0.7699999999999996,17.534,18.08,17.11,0.9699999999999989,0.9699999999999989,16.972,17.51,16.48,1.0300000000000011,1.0300000000000011,17.382,17.71,17.0,0.7100000000000009,0.7100000000000009,2454199,3878179,1320608,2557571,183896
2016-01-10,17.848,17.92,17.77,0.15000000000000213,0.08000000000000185,18.146,18.4,17.82,0.5799999999999983,0.35999999999999943,17.552,17.69,17.11,0.5800000000000018,0.5100000000000016,17.886,18.27,17.44,0.8299999999999983,0.629999999999999,2813258,4098366,2118903,1979463,1979463
2016-01-17,18.3425,18.76,18.05,0.7100000000000009,0.5300000000000011,18.6675,19.16,18.36,0.8000000000000007,0.8000000000000007,18.0075,18.53,17.59,0.9400000000000013,0.5899999999999999,18.5225,18.9,18.28,0.6199999999999974,0.6199999999999974,3374448,4076386,2703601,1372785,1372785
2016-01-24,19.218,19.86,18.64,1.2199999999999989,0.8399999999999999,19.612,20.0,18.95,1.0500000000000007,1.0399999999999991,19.028,19.59,18.43,1.1600000000000001,1.1600000000000001,19.342,19.98,18.49,1.490000000000002,1.490000000000002,3004814,3897946,2083098,1814848,212046
2016-01-31,19.466,19.88,19.0,0.879999999999999,-0.879999999999999,19.686,20.01,19.35,0.6600000000000001,-0.4200000000000017,19.128,19.69,18.8,0.8900000000000006,-0.6900000000000013,19.398,19.84,19.0,0.8399999999999999,-0.5399999999999991,3162786,3916983,2579553,1337430,1055162
2016-02-07,19.49,20.12,18.72,1.4000000000000021,0.990000000000002,19.986,20.71,19.16,1.5500000000000007,1.5,19.238,20.03,18.1,1.9299999999999997,1.3599999999999994,19.736,20.67,18.97,1.7000000000000028,1.7000000000000028,4025238,6353302,2171184,4182118,348756
2016-02-14,20.88,21.06,20.67,0.389999999999997,-0.3299999999999983,21.0125,21.17,20.75,0.4200000000000017,-0.4200000000000017,20.2925,20.46,20.01,0.4499999999999993,-0.120000000000001,20.72,20.96,20.47,0.490000000000002,-0.490000000000002,3366198,4024361,2851334,1173027,1102689
2016-02-21,19.43,20.6,18.79,1.8100000000000023,-1.2000000000000028,19.866,20.91,19.26,1.6499999999999986,-1.1900000000000013,18.834,19.21,18.57,0.6400000000000006,0.6400000000000006,19.174,19.35,18.88,0.4700000000000024,0.41000000000000014,5534384,11078567,2350579,8727988,-8727988
2016-02-28,19.312,19.45,19.21,0.23999999999999844,-0.00999999999999801,19.488,19.62,19.34,0.28000000000000114,0.05000000000000071,19.092,19.12,19.06,0.060000000000002274,-0.05000000000000071,19.26,19.32,19.17,0.14999999999999858,0.030000000000001137,2182167,2737248,1444041,1293207,1293207
2016-03-06,19.404,19.51,19.28,0.23000000000000043,0.23000000000000043,19.608,19.75,19.55,0.1999999999999993,0.17999999999999972,19.262,19.34,19.2,0.14000000000000057,0.10999999999999943,19.422,19.51,19.37,0.14000000000000057,0.0400000000000027,2201863,2403108,2002359,400749,-253774
2016-03-13,19.638,19.87,19.44,0.4299999999999997,0.3299999999999983,19.79,19.93,19.62,0.3099999999999987,0.23999999999999844,19.466,19.7,19.33,0.370000000000001,0.1999999999999993,19.674,19.89,19.56,0.33000000000000185,-0.030000000000001137,2280261,2563491,2049348,514143,-57261
2016-03-20,18.225,19.64,17.13,2.5100000000000016,-2.4200000000000017,18.4075,19.65,17.41,2.2399999999999984,-2.2399999999999984,17.4375,19.0,16.84,2.16,-1.9899999999999984,17.655,19.24,16.92,2.3199999999999967,-2.09,5940048,13696497,2250485,11446012,-7605
2016-03-27,17.254,17.48,17.05,0.4299999999999997,0.07000000000000028,17.456,17.58,17.24,0.33999999999999986,0.15000000000000213,17.05,17.15,16.95,0.1999999999999993,0.1700000000000017,17.318,17.45,17.02,0.4299999999999997,0.33999999999999986,2291678,3366372,1132710,2233662,1314038
2016-04-03,17.284,17.36,17.16,0.1999999999999993,-0.060000000000002274,17.444,17.55,17.3,0.25,-0.03999999999999915,17.102,17.2,17.0,0.1999999999999993,0.1999999999999993,17.268,17.41,17.17,0.23999999999999844,-0.19000000000000128,1850118,2503249,1387926,1115323,-799841
2016-04-10,17.17,17.28,17.04,0.240000000000002,-0.22000000000000242,17.342,17.44,17.2,0.240000000000002,0.05000000000000071,17.012,17.05,16.96,0.08999999999999986,-0.07000000000000028,17.19,17.41,17.02,0.39000000000000057,0.28999999999999915,1771941,2387312,1424587,962725,962725
2016-04-17,17.122,17.31,16.62,0.6899999999999977,-0.6899999999999977,17.226,17.42,16.71,0.7100000000000009,-0.6899999999999977,16.84,17.12,16.33,0.7900000000000027,-0.7800000000000011,16.982,17.28,16.59,0.6900000000000013,-0.48999999999999844,1792322,2933568,1090304,1843264,854118
2016-04-24,17.076,17.27,16.59,0.6799999999999997,0.6799999999999997,17.412,17.59,17.32,0.2699999999999996,0.04999999999999716,16.978,17.15,16.55,0.5999999999999979,0.5999999999999979,17.21,17.29,17.12,0.16999999999999815,0.10999999999999943,1324628,1993102,886404,1106698,-1106698
