Date,PCRX_Open_average,PCRX_Open_max,PCRX_Open_min,PCRX_Open_volatility,PCRX_Open_change,PCRX_High_average,PCRX_High_max,PCRX_High_min,PCRX_High_volatility,PCRX_High_change,PCRX_Low_average,PCRX_Low_max,PCRX_Low_min,PCRX_Low_volatility,PCRX_Low_change,PCRX_Close_average,PCRX_Close_max,PCRX_Close_min,PCRX_Close_volatility,PCRX_Close_change,PCRX_Volume_average,PCRX_Volume_max,PCRX_Volume_min,PCRX_Volume_volatility,PCRX_Volume_change
2018-01-14,40.050000000000004,41.45,38.85,2.6000000000000014,-2.6000000000000014,40.5,41.85,39.4,2.450000000000003,-2.1499999999999986,39.019999999999996,40.25,37.5,2.75,-1.7000000000000028,39.56,40.3,38.75,1.5499999999999972,-0.9499999999999957,702754,1014068,495298,518770,288309
2018-01-21,39.2,39.7,38.9,0.8000000000000043,0.4000000000000057,39.660000000000004,40.4,39.1,1.2999999999999972,0.3999999999999986,38.23,38.85,37.85,1.0,-1.0,38.98,40.2,38.05,2.1500000000000057,-1.0,712921,1051995,487201,564794,564794
2018-01-28,37.35,38.35,36.2,2.1499999999999986,0.6999999999999957,38.76,39.8,36.95,2.8499999999999943,1.8999999999999986,36.49,37.8,35.35,2.4499999999999957,0.5,37.5,38.95,36.4,2.5500000000000043,0.75,1282308,1916270,648949,1267321,627559
2018-02-04,37.21,38.15,36.35,1.7999999999999972,1.1499999999999986,39.07,40.25,38.35,1.8999999999999986,1.8999999999999986,36.07,37.6,35.05,2.5500000000000043,-1.3500000000000014,37.03,38.0,35.8,2.200000000000003,-1.25,1509754,3059001,584819,2474182,2474182
2018-02-11,34.66666666666667,37.1,31.45,5.650000000000002,-5.650000000000002,35.233333333333334,37.2,32.0,5.200000000000003,-5.200000000000003,33.233333333333334,35.6,29.35,6.25,-6.25,34.05,36.1,30.15,5.950000000000003,-5.75,1891100,3918223,645579,3272644,2808724
2018-02-18,30.64,31.45,29.7,1.75,1.75,31.61,32.25,30.85,1.3999999999999986,0.3000000000000007,30.12,31.0,29.65,1.3500000000000014,1.3500000000000014,31.0,31.8,30.15,1.6500000000000021,0.5500000000000007,825099,1119739,640449,479290,-479290
2018-02-25,32.07,33.25,31.0,2.25,1.3000000000000007,33.14,33.65,32.4,1.25,1.1499999999999986,31.118000000000002,32.0,30.55,1.4499999999999993,0.5500000000000007,32.066,33.25,31.2,2.0500000000000007,0.6799999999999997,1009736,1251403,723872,527531,-5949
2018-03-04,31.68,31.95,31.25,0.6999999999999993,0.09999999999999787,32.28,32.75,32.05,0.7000000000000028,0.5,31.12,31.3,30.75,0.5500000000000007,0.1999999999999993,31.776,32.25,31.38,0.870000000000001,0.870000000000001,653996,1022480,451822,570658,-213248
2018-03-11,30.83,32.25,29.4,2.8500000000000014,-2.8500000000000014,31.54,33.15,30.6,2.549999999999997,-2.3999999999999986,29.79,31.65,27.8,3.849999999999998,-3.849999999999998,30.826,31.85,30.15,1.7000000000000028,-1.1700000000000017,1253873,2311330,831976,1479354,1062485
2018-03-18,31.509999999999998,32.75,29.9,2.8500000000000014,2.1000000000000014,32.36,32.75,31.25,1.5,1.5,30.516000000000002,31.55,29.05,2.5,2.4299999999999997,31.666,32.3,29.98,2.3199999999999967,1.8200000000000003,992326,1466676,796848,669828,-161324
