Date,WisdomTree Emerging Markets Corporate Bond_Open_average,WisdomTree Emerging Markets Corporate Bond_Open_max,WisdomTree Emerging Markets Corporate Bond_Open_min,WisdomTree Emerging Markets Corporate Bond_Open_volatility,WisdomTree Emerging Markets Corporate Bond_Open_change,WisdomTree Emerging Markets Corporate Bond_High_average,WisdomTree Emerging Markets Corporate Bond_High_max,WisdomTree Emerging Markets Corporate Bond_High_min,WisdomTree Emerging Markets Corporate Bond_High_volatility,WisdomTree Emerging Markets Corporate Bond_High_change,WisdomTree Emerging Markets Corporate Bond_Low_average,WisdomTree Emerging Markets Corporate Bond_Low_max,WisdomTree Emerging Markets Corporate Bond_Low_min,WisdomTree Emerging Markets Corporate Bond_Low_volatility,WisdomTree Emerging Markets Corporate Bond_Low_change,WisdomTree Emerging Markets Corporate Bond_Close_average,WisdomTree Emerging Markets Corporate Bond_Close_max,WisdomTree Emerging Markets Corporate Bond_Close_min,WisdomTree Emerging Markets Corporate Bond_Close_volatility,WisdomTree Emerging Markets Corporate Bond_Close_change
2018-09-09,68.59,68.59,68.59,0.0,0.0,68.78,68.78,68.78,0.0,0.0,68.51,68.51,68.51,0.0,0.0,68.51,68.51,68.51,0.0,0.0
2018-09-16,69.11,69.11,69.11,0.0,0.0,69.11,69.11,69.11,0.0,0.0,69.11,69.11,69.11,0.0,0.0,69.11,69.11,69.11,0.0,0.0
2018-09-23,68.96,68.96,68.96,0.0,0.0,69.15,69.15,69.15,0.0,0.0,68.96,68.96,68.96,0.0,0.0,69.15,69.15,69.15,0.0,0.0
2018-09-30,68.68,68.68,68.68,0.0,0.0,68.68,68.68,68.68,0.0,0.0,68.22,68.22,68.22,0.0,0.0,68.68,68.68,68.68,0.0,0.0
2018-10-07,68.7,68.7,68.7,0.0,0.0,68.95,68.95,68.95,0.0,0.0,68.7,68.7,68.7,0.0,0.0,68.82,68.82,68.82,0.0,0.0
2018-10-14,68.7,68.7,68.7,0.0,0.0,69.16,69.16,69.16,0.0,0.0,68.43,68.43,68.43,0.0,0.0,68.46,68.46,68.46,0.0,0.0
2018-10-21,68.15,68.15,68.15,0.0,0.0,68.15,68.15,68.15,0.0,0.0,67.96,67.96,67.96,0.0,0.0,67.96,67.96,67.96,0.0,0.0
2018-10-28,68.07,68.07,68.07,0.0,0.0,68.57,68.57,68.57,0.0,0.0,67.93,67.93,67.93,0.0,0.0,68.57,68.57,68.57,0.0,0.0
2018-11-04,68.16,68.16,68.16,0.0,0.0,68.51,68.51,68.51,0.0,0.0,68.16,68.16,68.16,0.0,0.0,68.25,68.25,68.25,0.0,0.0
2018-11-11,68.03,68.03,68.03,0.0,0.0,68.03,68.03,68.03,0.0,0.0,67.62,67.62,67.62,0.0,0.0,67.64,67.64,67.64,0.0,0.0
2018-11-18,67.16,67.16,67.16,0.0,0.0,67.41,67.41,67.41,0.0,0.0,67.1,67.1,67.1,0.0,0.0,67.15,67.15,67.15,0.0,0.0
2018-11-25,67.67,67.67,67.67,0.0,0.0,68.05,68.05,68.05,0.0,0.0,67.67,67.67,67.67,0.0,0.0,68.05,68.05,68.05,0.0,0.0
2018-12-02,67.81,67.81,67.81,0.0,0.0,67.85,67.85,67.85,0.0,0.0,67.81,67.81,67.81,0.0,0.0,67.84,67.84,67.84,0.0,0.0
2018-12-09,67.98,67.98,67.98,0.0,0.0,68.52,68.52,68.52,0.0,0.0,67.98,67.98,67.98,0.0,0.0,68.52,68.52,68.52,0.0,0.0
2018-12-16,67.96,67.96,67.96,0.0,0.0,67.96,67.96,67.96,0.0,0.0,67.96,67.96,67.96,0.0,0.0,67.96,67.96,67.96,0.0,0.0
2018-12-23,68.3,68.3,68.3,0.0,0.0,68.3,68.3,68.3,0.0,0.0,67.91,67.91,67.91,0.0,0.0,68.0,68.0,68.0,0.0,0.0
2018-12-30,68.21,68.21,68.21,0.0,0.0,68.88,68.88,68.88,0.0,0.0,68.21,68.21,68.21,0.0,0.0,68.88,68.88,68.88,0.0,0.0
2019-01-06,68.9,68.9,68.9,0.0,0.0,69.2,69.2,69.2,0.0,0.0,68.58,68.58,68.58,0.0,0.0,69.2,69.2,69.2,0.0,0.0
2019-01-13,68.99,68.99,68.99,0.0,0.0,69.48,69.48,69.48,0.0,0.0,68.99,68.99,68.99,0.0,0.0,69.48,69.48,69.48,0.0,0.0
2019-01-20,69.29,69.29,69.29,0.0,0.0,69.67,69.67,69.67,0.0,0.0,69.29,69.29,69.29,0.0,0.0,69.64,69.64,69.64,0.0,0.0
2019-01-27,70.14,70.14,70.14,0.0,0.0,70.14,70.14,70.14,0.0,0.0,70.14,70.14,70.14,0.0,0.0,70.14,70.14,70.14,0.0,0.0
2019-02-03,70.01,70.01,70.01,0.0,0.0,70.31,70.31,70.31,0.0,0.0,69.94,69.94,69.94,0.0,0.0,70.31,70.31,70.31,0.0,0.0
2019-02-10,70.23,70.23,70.23,0.0,0.0,70.23,70.23,70.23,0.0,0.0,70.23,70.23,70.23,0.0,0.0,70.23,70.23,70.23,0.0,0.0
2019-02-17,70.21,70.21,70.21,0.0,0.0,70.32,70.32,70.32,0.0,0.0,70.18,70.18,70.18,0.0,0.0,70.18,70.18,70.18,0.0,0.0
2019-02-24,70.4,70.4,70.4,0.0,0.0,70.4,70.4,70.4,0.0,0.0,70.4,70.4,70.4,0.0,0.0,70.4,70.4,70.4,0.0,0.0
2019-03-03,70.62,70.62,70.62,0.0,0.0,70.65,70.65,70.65,0.0,0.0,70.46,70.46,70.46,0.0,0.0,70.48,70.48,70.48,0.0,0.0
2019-03-10,70.88,70.88,70.88,0.0,0.0,70.88,70.88,70.88,0.0,0.0,70.88,70.88,70.88,0.0,0.0,70.88,70.88,70.88,0.0,0.0
2019-03-17,71.12,71.12,71.12,0.0,0.0,71.12,71.12,71.12,0.0,0.0,71.12,71.12,71.12,0.0,0.0,71.12,71.12,71.12,0.0,0.0
2019-03-24,70.99,70.99,70.99,0.0,0.0,71.03,71.03,71.03,0.0,0.0,70.94,70.94,70.94,0.0,0.0,70.94,70.94,70.94,0.0,0.0
2019-03-31,71.37,71.37,71.37,0.0,0.0,71.8,71.8,71.8,0.0,0.0,70.78,70.78,70.78,0.0,0.0,71.44,71.44,71.44,0.0,0.0
2019-04-07,71.31,71.31,71.31,0.0,0.0,71.39,71.39,71.39,0.0,0.0,71.07,71.07,71.07,0.0,0.0,71.07,71.07,71.07,0.0,0.0
2019-04-14,71.17,71.17,71.17,0.0,0.0,71.17,71.17,71.17,0.0,0.0,71.17,71.17,71.17,0.0,0.0,71.17,71.17,71.17,0.0,0.0
2019-04-21,71.19,71.19,71.19,0.0,0.0,71.41,71.41,71.41,0.0,0.0,71.09,71.09,71.09,0.0,0.0,71.09,71.09,71.09,0.0,0.0
2019-04-28,71.55,71.55,71.55,0.0,0.0,71.55,71.55,71.55,0.0,0.0,71.12,71.12,71.12,0.0,0.0,71.12,71.12,71.12,0.0,0.0
2019-05-05,71.28,71.28,71.28,0.0,0.0,71.56,71.56,71.56,0.0,0.0,71.25,71.25,71.25,0.0,0.0,71.25,71.25,71.25,0.0,0.0
2019-05-12,71.09,71.09,71.09,0.0,0.0,71.4,71.4,71.4,0.0,0.0,71.09,71.09,71.09,0.0,0.0,71.21,71.21,71.21,0.0,0.0
2019-05-19,71.38,71.38,71.38,0.0,0.0,72.05,72.05,72.05,0.0,0.0,71.38,71.38,71.38,0.0,0.0,71.84,71.84,71.84,0.0,0.0
2019-05-26,71.5,71.5,71.5,0.0,0.0,71.59,71.59,71.59,0.0,0.0,71.19,71.19,71.19,0.0,0.0,71.19,71.19,71.19,0.0,0.0
2019-06-02,71.33,71.33,71.33,0.0,0.0,71.33,71.33,71.33,0.0,0.0,71.33,71.33,71.33,0.0,0.0,71.33,71.33,71.33,0.0,0.0
2019-06-09,71.7,71.7,71.7,0.0,0.0,71.7,71.7,71.7,0.0,0.0,71.67,71.67,71.67,0.0,0.0,71.67,71.67,71.67,0.0,0.0
2019-06-16,72.17,72.17,72.17,0.0,0.0,72.17,72.17,72.17,0.0,0.0,72.13,72.13,72.13,0.0,0.0,72.13,72.13,72.13,0.0,0.0
2019-06-23,72.72,72.72,72.72,0.0,0.0,72.72,72.72,72.72,0.0,0.0,72.72,72.72,72.72,0.0,0.0,72.72,72.72,72.72,0.0,0.0
2019-06-30,73.0,73.0,73.0,0.0,0.0,73.04,73.04,73.04,0.0,0.0,72.71,72.71,72.71,0.0,0.0,72.74,72.74,72.74,0.0,0.0
2019-07-07,72.94,72.94,72.94,0.0,0.0,72.94,72.94,72.94,0.0,0.0,72.93,72.93,72.93,0.0,0.0,72.93,72.93,72.93,0.0,0.0
2019-07-14,73.49,73.49,73.49,0.0,0.0,73.49,73.49,73.49,0.0,0.0,73.13,73.13,73.13,0.0,0.0,73.49,73.49,73.49,0.0,0.0
2019-07-21,72.99,72.99,72.99,0.0,0.0,72.99,72.99,72.99,0.0,0.0,72.99,72.99,72.99,0.0,0.0,72.99,72.99,72.99,0.0,0.0
2019-07-28,73.29,73.29,73.29,0.0,0.0,73.29,73.29,73.29,0.0,0.0,72.8,72.8,72.8,0.0,0.0,72.8,72.8,72.8,0.0,0.0
2019-08-04,73.2,73.2,73.2,0.0,0.0,73.2,73.2,73.2,0.0,0.0,72.62,72.62,72.62,0.0,0.0,72.62,72.62,72.62,0.0,0.0
2019-08-11,73.0,73.0,73.0,0.0,0.0,73.0,73.0,73.0,0.0,0.0,72.74,72.74,72.74,0.0,0.0,72.75,72.75,72.75,0.0,0.0
2019-08-18,73.16,73.16,73.16,0.0,0.0,73.39,73.39,73.39,0.0,0.0,73.16,73.16,73.16,0.0,0.0,73.39,73.39,73.39,0.0,0.0
2019-08-25,72.49,72.49,72.49,0.0,0.0,72.64,72.64,72.64,0.0,0.0,72.49,72.49,72.49,0.0,0.0,72.64,72.64,72.64,0.0,0.0
2019-09-01,73.13,73.13,73.13,0.0,0.0,73.29,73.29,73.29,0.0,0.0,72.86,72.86,72.86,0.0,0.0,72.86,72.86,72.86,0.0,0.0
2019-09-08,72.96,72.96,72.96,0.0,0.0,73.06,73.06,73.06,0.0,0.0,72.88,72.88,72.88,0.0,0.0,73.06,73.06,73.06,0.0,0.0
2019-09-15,72.76,72.76,72.76,0.0,0.0,72.76,72.76,72.76,0.0,0.0,72.76,72.76,72.76,0.0,0.0,72.76,72.76,72.76,0.0,0.0
2019-09-22,72.55,72.55,72.55,0.0,0.0,72.94,72.94,72.94,0.0,0.0,72.55,72.55,72.55,0.0,0.0,72.94,72.94,72.94,0.0,0.0
2019-09-29,72.95,72.95,72.95,0.0,0.0,73.0,73.0,73.0,0.0,0.0,72.9,72.9,72.9,0.0,0.0,73.0,73.0,73.0,0.0,0.0
2019-10-06,73.0,73.0,73.0,0.0,0.0,73.01,73.01,73.01,0.0,0.0,73.0,73.0,73.0,0.0,0.0,73.01,73.01,73.01,0.0,0.0
2019-10-13,72.74,72.74,72.74,0.0,0.0,73.06,73.06,73.06,0.0,0.0,72.7,72.7,72.7,0.0,0.0,72.95,72.95,72.95,0.0,0.0
2019-10-20,72.83,72.83,72.83,0.0,0.0,72.83,72.83,72.83,0.0,0.0,72.47,72.47,72.47,0.0,0.0,72.47,72.47,72.47,0.0,0.0
2019-10-27,72.82,72.82,72.82,0.0,0.0,73.03,73.03,73.03,0.0,0.0,72.82,72.82,72.82,0.0,0.0,73.03,73.03,73.03,0.0,0.0
2019-11-03,73.05,73.05,73.05,0.0,0.0,73.05,73.05,73.05,0.0,0.0,73.0,73.0,73.0,0.0,0.0,73.0,73.0,73.0,0.0,0.0
2019-11-10,72.84,72.84,72.84,0.0,0.0,73.08,73.08,73.08,0.0,0.0,71.56,71.56,71.56,0.0,0.0,72.86,72.86,72.86,0.0,0.0
2019-11-17,72.83,72.83,72.83,0.0,0.0,73.19,73.19,73.19,0.0,0.0,72.35,72.35,72.35,0.0,0.0,73.19,73.19,73.19,0.0,0.0
2019-11-24,73.21,73.21,73.21,0.0,0.0,73.22,73.22,73.22,0.0,0.0,73.21,73.21,73.21,0.0,0.0,73.22,73.22,73.22,0.0,0.0
2019-12-01,73.36,73.36,73.36,0.0,0.0,73.36,73.36,73.36,0.0,0.0,73.15,73.15,73.15,0.0,0.0,73.15,73.15,73.15,0.0,0.0
2019-12-08,73.45,73.45,73.45,0.0,0.0,73.68,73.68,73.68,0.0,0.0,73.45,73.45,73.45,0.0,0.0,73.68,73.68,73.68,0.0,0.0
2019-12-15,73.8,73.8,73.8,0.0,0.0,73.83,73.83,73.83,0.0,0.0,73.71,73.71,73.71,0.0,0.0,73.83,73.83,73.83,0.0,0.0
2019-12-22,73.68,73.68,73.68,0.0,0.0,73.89,73.89,73.89,0.0,0.0,73.67,73.67,73.67,0.0,0.0,73.89,73.89,73.89,0.0,0.0
2019-12-29,74.01,74.01,74.01,0.0,0.0,74.01,74.01,74.01,0.0,0.0,73.67,73.67,73.67,0.0,0.0,73.89,73.89,73.89,0.0,0.0
