Date,VanEck Vectors Low Carbon Energy_Open_average,VanEck Vectors Low Carbon Energy_Open_max,VanEck Vectors Low Carbon Energy_Open_min,VanEck Vectors Low Carbon Energy_Open_volatility,VanEck Vectors Low Carbon Energy_Open_change,VanEck Vectors Low Carbon Energy_High_average,VanEck Vectors Low Carbon Energy_High_max,VanEck Vectors Low Carbon Energy_High_min,VanEck Vectors Low Carbon Energy_High_volatility,VanEck Vectors Low Carbon Energy_High_change,VanEck Vectors Low Carbon Energy_Low_average,VanEck Vectors Low Carbon Energy_Low_max,VanEck Vectors Low Carbon Energy_Low_min,VanEck Vectors Low Carbon Energy_Low_volatility,VanEck Vectors Low Carbon Energy_Low_change,VanEck Vectors Low Carbon Energy_Close_average,VanEck Vectors Low Carbon Energy_Close_max,VanEck Vectors Low Carbon Energy_Close_min,VanEck Vectors Low Carbon Energy_Close_volatility,VanEck Vectors Low Carbon Energy_Close_change
2018-01-14,64.14,64.14,64.14,0.0,0.0,64.55,64.55,64.55,0.0,0.0,64.04,64.04,64.04,0.0,0.0,64.43,64.43,64.43,0.0,0.0
2018-01-21,63.45,63.45,63.45,0.0,0.0,63.58,63.58,63.58,0.0,0.0,63.11,63.11,63.11,0.0,0.0,63.29,63.29,63.29,0.0,0.0
2018-01-28,60.88,60.88,60.88,0.0,0.0,61.2,61.2,61.2,0.0,0.0,59.09,59.09,59.09,0.0,0.0,59.5,59.5,59.5,0.0,0.0
2018-02-04,59.31,59.31,59.31,0.0,0.0,60.03,60.03,60.03,0.0,0.0,59.31,59.31,59.31,0.0,0.0,59.76,59.76,59.76,0.0,0.0
2018-02-11,61.35,61.35,61.35,0.0,0.0,62.41,62.41,62.41,0.0,0.0,61.35,61.35,61.35,0.0,0.0,61.73,61.73,61.73,0.0,0.0
2018-02-18,62.4,62.4,62.4,0.0,0.0,62.7,62.7,62.7,0.0,0.0,62.15,62.15,62.15,0.0,0.0,62.56,62.56,62.56,0.0,0.0
2018-02-25,60.58,60.58,60.58,0.0,0.0,61.18,61.18,61.18,0.0,0.0,60.58,60.58,60.58,0.0,0.0,60.82,60.82,60.82,0.0,0.0
2018-03-04,62.5,62.5,62.5,0.0,0.0,62.93,62.93,62.93,0.0,0.0,62.5,62.5,62.5,0.0,0.0,62.93,62.93,62.93,0.0,0.0
2018-03-11,62.26,62.26,62.26,0.0,0.0,62.45,62.45,62.45,0.0,0.0,61.68,61.68,61.68,0.0,0.0,62.1,62.1,62.1,0.0,0.0
2018-03-18,61.4,61.4,61.4,0.0,0.0,62.01,62.01,62.01,0.0,0.0,61.0,61.0,61.0,0.0,0.0,61.56,61.56,61.56,0.0,0.0
2018-03-25,60.04,60.04,60.04,0.0,0.0,60.04,60.04,60.04,0.0,0.0,58.19,58.19,58.19,0.0,0.0,58.72,58.72,58.72,0.0,0.0
2018-04-01,61.13,61.13,61.13,0.0,0.0,61.38,61.38,61.38,0.0,0.0,61.11,61.11,61.11,0.0,0.0,61.2,61.2,61.2,0.0,0.0
2018-04-08,61.29,61.29,61.29,0.0,0.0,61.43,61.43,61.43,0.0,0.0,61.25,61.25,61.25,0.0,0.0,61.37,61.37,61.37,0.0,0.0
2018-04-15,61.51,61.51,61.51,0.0,0.0,61.78,61.78,61.78,0.0,0.0,61.09,61.09,61.09,0.0,0.0,61.39,61.39,61.39,0.0,0.0
2018-04-22,61.07,61.07,61.07,0.0,0.0,61.07,61.07,61.07,0.0,0.0,60.81,60.81,60.81,0.0,0.0,60.87,60.87,60.87,0.0,0.0
2018-04-29,60.97,60.97,60.97,0.0,0.0,61.66,61.66,61.66,0.0,0.0,60.97,60.97,60.97,0.0,0.0,61.66,61.66,61.66,0.0,0.0
2018-05-06,62.36,62.36,62.36,0.0,0.0,62.5,62.5,62.5,0.0,0.0,62.36,62.36,62.36,0.0,0.0,62.5,62.5,62.5,0.0,0.0
2018-05-13,62.8,62.8,62.8,0.0,0.0,63.01,63.01,63.01,0.0,0.0,62.78,62.78,62.78,0.0,0.0,62.92,62.92,62.92,0.0,0.0
2018-05-20,61.28,61.28,61.28,0.0,0.0,61.28,61.28,61.28,0.0,0.0,61.28,61.28,61.28,0.0,0.0,61.28,61.28,61.28,0.0,0.0
2018-05-27,60.97,60.97,60.97,0.0,0.0,60.97,60.97,60.97,0.0,0.0,60.33,60.33,60.33,0.0,0.0,60.34,60.34,60.34,0.0,0.0
2018-06-03,60.87,60.87,60.87,0.0,0.0,60.87,60.87,60.87,0.0,0.0,60.67,60.67,60.67,0.0,0.0,60.67,60.67,60.67,0.0,0.0
2018-06-10,60.2,60.2,60.2,0.0,0.0,61.05,61.05,61.05,0.0,0.0,60.2,60.2,60.2,0.0,0.0,60.9,60.9,60.9,0.0,0.0
2018-06-17,59.59,59.59,59.59,0.0,0.0,59.59,59.59,59.59,0.0,0.0,58.5,58.5,58.5,0.0,0.0,58.77,58.77,58.77,0.0,0.0
2018-06-24,57.77,57.77,57.77,0.0,0.0,57.77,57.77,57.77,0.0,0.0,57.63,57.63,57.63,0.0,0.0,57.63,57.63,57.63,0.0,0.0
2018-07-01,58.01,58.01,58.01,0.0,0.0,58.79,58.79,58.79,0.0,0.0,58.01,58.01,58.01,0.0,0.0,58.79,58.79,58.79,0.0,0.0
2018-07-08,58.64,58.64,58.64,0.0,0.0,58.93,58.93,58.93,0.0,0.0,58.45,58.45,58.45,0.0,0.0,58.48,58.48,58.48,0.0,0.0
2018-07-15,59.4,59.4,59.4,0.0,0.0,59.41,59.41,59.41,0.0,0.0,59.14,59.14,59.14,0.0,0.0,59.35,59.35,59.35,0.0,0.0
2018-07-22,59.9,59.9,59.9,0.0,0.0,59.9,59.9,59.9,0.0,0.0,59.37,59.37,59.37,0.0,0.0,59.39,59.39,59.39,0.0,0.0
2018-07-29,60.52,60.52,60.52,0.0,0.0,60.96,60.96,60.96,0.0,0.0,60.52,60.52,60.52,0.0,0.0,60.86,60.86,60.86,0.0,0.0
2018-08-05,60.97,60.97,60.97,0.0,0.0,60.97,60.97,60.97,0.0,0.0,60.07,60.07,60.07,0.0,0.0,60.11,60.11,60.11,0.0,0.0
2018-08-12,58.82,58.82,58.82,0.0,0.0,59.54,59.54,59.54,0.0,0.0,58.82,58.82,58.82,0.0,0.0,59.54,59.54,59.54,0.0,0.0
2018-08-19,61.0,61.0,61.0,0.0,0.0,61.33,61.33,61.33,0.0,0.0,61.0,61.0,61.0,0.0,0.0,61.16,61.16,61.16,0.0,0.0
2018-08-26,60.7,60.7,60.7,0.0,0.0,60.7,60.7,60.7,0.0,0.0,60.7,60.7,60.7,0.0,0.0,60.7,60.7,60.7,0.0,0.0
2018-09-02,59.3,59.3,59.3,0.0,0.0,59.37,59.37,59.37,0.0,0.0,59.28,59.28,59.28,0.0,0.0,59.28,59.28,59.28,0.0,0.0
2018-09-09,59.01,59.01,59.01,0.0,0.0,59.1,59.1,59.1,0.0,0.0,58.9,58.9,58.9,0.0,0.0,58.9,58.9,58.9,0.0,0.0
2018-09-16,59.92,59.92,59.92,0.0,0.0,59.92,59.92,59.92,0.0,0.0,59.7,59.7,59.7,0.0,0.0,59.71,59.71,59.71,0.0,0.0
2018-09-23,58.91,58.91,58.91,0.0,0.0,58.91,58.91,58.91,0.0,0.0,58.58,58.58,58.58,0.0,0.0,58.61,58.61,58.61,0.0,0.0
2018-09-30,55.76,55.76,55.76,0.0,0.0,55.79,55.79,55.79,0.0,0.0,55.5,55.5,55.5,0.0,0.0,55.79,55.79,55.79,0.0,0.0
2018-10-07,53.25,53.25,53.25,0.0,0.0,53.66,53.66,53.66,0.0,0.0,53.25,53.25,53.25,0.0,0.0,53.65,53.65,53.65,0.0,0.0
2018-10-14,54.27,54.27,54.27,0.0,0.0,54.27,54.27,54.27,0.0,0.0,53.7,53.7,53.7,0.0,0.0,53.84,53.84,53.84,0.0,0.0
2018-10-21,53.77,53.77,53.77,0.0,0.0,53.9,53.9,53.9,0.0,0.0,52.41,52.41,52.41,0.0,0.0,52.72,52.72,52.72,0.0,0.0
2018-10-28,55.62,55.62,55.62,0.0,0.0,55.85,55.85,55.85,0.0,0.0,55.52,55.52,55.52,0.0,0.0,55.61,55.61,55.61,0.0,0.0
2018-11-04,57.65,57.65,57.65,0.0,0.0,57.65,57.65,57.65,0.0,0.0,56.55,56.55,56.55,0.0,0.0,56.55,56.55,56.55,0.0,0.0
2018-11-11,57.94,57.94,57.94,0.0,0.0,57.94,57.94,57.94,0.0,0.0,57.34,57.34,57.34,0.0,0.0,57.34,57.34,57.34,0.0,0.0
2018-11-18,57.23,57.23,57.23,0.0,0.0,57.83,57.83,57.83,0.0,0.0,57.23,57.23,57.23,0.0,0.0,57.83,57.83,57.83,0.0,0.0
2018-11-25,60.64,60.64,60.64,0.0,0.0,60.64,60.64,60.64,0.0,0.0,60.35,60.35,60.35,0.0,0.0,60.48,60.48,60.48,0.0,0.0
2018-12-02,57.24,57.24,57.24,0.0,0.0,57.53,57.53,57.53,0.0,0.0,56.56,56.56,56.56,0.0,0.0,57.47,57.47,57.47,0.0,0.0
2018-12-09,57.61,57.61,57.61,0.0,0.0,57.86,57.86,57.86,0.0,0.0,56.5,56.5,56.5,0.0,0.0,56.51,56.51,56.51,0.0,0.0
