Date,Morgan Stanley Market Vectors Renminbi USD_Open_average,Morgan Stanley Market Vectors Renminbi USD_Open_max,Morgan Stanley Market Vectors Renminbi USD_Open_min,Morgan Stanley Market Vectors Renminbi USD_Open_volatility,Morgan Stanley Market Vectors Renminbi USD_Open_change,Morgan Stanley Market Vectors Renminbi USD_High_average,Morgan Stanley Market Vectors Renminbi USD_High_max,Morgan Stanley Market Vectors Renminbi USD_High_min,Morgan Stanley Market Vectors Renminbi USD_High_volatility,Morgan Stanley Market Vectors Renminbi USD_High_change,Morgan Stanley Market Vectors Renminbi USD_Low_average,Morgan Stanley Market Vectors Renminbi USD_Low_max,Morgan Stanley Market Vectors Renminbi USD_Low_min,Morgan Stanley Market Vectors Renminbi USD_Low_volatility,Morgan Stanley Market Vectors Renminbi USD_Low_change,Morgan Stanley Market Vectors Renminbi USD_Close_average,Morgan Stanley Market Vectors Renminbi USD_Close_max,Morgan Stanley Market Vectors Renminbi USD_Close_min,Morgan Stanley Market Vectors Renminbi USD_Close_volatility,Morgan Stanley Market Vectors Renminbi USD_Close_change
2018-06-10,45.27,45.27,45.27,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.27,45.27,45.27,0.0,0.0,45.44,45.44,45.44,0.0,0.0
2018-06-17,45.9,45.9,45.9,0.0,0.0,45.9,45.9,45.9,0.0,0.0,45.24,45.24,45.24,0.0,0.0,45.24,45.24,45.24,0.0,0.0
2018-06-24,45.61,45.61,45.61,0.0,0.0,45.61,45.61,45.61,0.0,0.0,45.61,45.61,45.61,0.0,0.0,45.61,45.61,45.61,0.0,0.0
2018-07-01,45.19,45.19,45.19,0.0,0.0,46.2,46.2,46.2,0.0,0.0,44.94,44.94,44.94,0.0,0.0,46.2,46.2,46.2,0.0,0.0
2018-07-08,44.07,44.07,44.07,0.0,0.0,44.07,44.07,44.07,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.34,43.34,43.34,0.0,0.0
2018-07-15,43.28,43.28,43.28,0.0,0.0,43.28,43.28,43.28,0.0,0.0,43.28,43.28,43.28,0.0,0.0,43.28,43.28,43.28,0.0,0.0
2018-07-22,48.6,48.6,48.6,0.0,0.0,48.6,48.6,48.6,0.0,0.0,47.62,47.62,47.62,0.0,0.0,47.62,47.62,47.62,0.0,0.0
2018-07-29,42.73,42.73,42.73,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.73,42.73,42.73,0.0,0.0
2018-08-05,42.76,42.76,42.76,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.76,42.76,42.76,0.0,0.0
2018-08-12,42.67,42.67,42.67,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.7,42.7,42.7,0.0,0.0
2018-08-19,42.83,42.83,42.83,0.0,0.0,43.3,43.3,43.3,0.0,0.0,42.83,42.83,42.83,0.0,0.0,43.3,43.3,43.3,0.0,0.0
2018-08-26,42.7,42.7,42.7,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.7,42.7,42.7,0.0,0.0
2018-09-02,43.28,43.28,43.28,0.0,0.0,43.28,43.28,43.28,0.0,0.0,43.28,43.28,43.28,0.0,0.0,43.28,43.28,43.28,0.0,0.0
2018-09-09,42.88,42.88,42.88,0.0,0.0,42.98,42.98,42.98,0.0,0.0,42.88,42.88,42.88,0.0,0.0,42.98,42.98,42.98,0.0,0.0
2018-09-16,42.72,42.72,42.72,0.0,0.0,43.18,43.18,43.18,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.71,42.71,42.71,0.0,0.0
2018-09-23,42.56,42.56,42.56,0.0,0.0,42.56,42.56,42.56,0.0,0.0,42.42,42.42,42.42,0.0,0.0,42.42,42.42,42.42,0.0,0.0
2018-09-30,42.28,42.28,42.28,0.0,0.0,42.28,42.28,42.28,0.0,0.0,42.08,42.08,42.08,0.0,0.0,42.09,42.09,42.09,0.0,0.0
2018-10-07,42.51,42.51,42.51,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.51,42.51,42.51,0.0,0.0
2018-10-14,42.36,42.36,42.36,0.0,0.0,42.36,42.36,42.36,0.0,0.0,42.36,42.36,42.36,0.0,0.0,42.36,42.36,42.36,0.0,0.0
2018-10-21,42.63,42.63,42.63,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.63,42.63,42.63,0.0,0.0
2018-10-28,42.92,42.92,42.92,0.0,0.0,43.07,43.07,43.07,0.0,0.0,42.92,42.92,42.92,0.0,0.0,43.07,43.07,43.07,0.0,0.0
2018-11-04,42.57,42.57,42.57,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.57,42.57,42.57,0.0,0.0
2018-11-11,42.63,42.63,42.63,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.63,42.63,42.63,0.0,0.0
2018-11-18,42.6,42.6,42.6,0.0,0.0,43.09,43.09,43.09,0.0,0.0,42.32,42.32,42.32,0.0,0.0,42.82,42.82,42.82,0.0,0.0
2018-11-25,43.02,43.02,43.02,0.0,0.0,43.54,43.54,43.54,0.0,0.0,42.94,42.94,42.94,0.0,0.0,43.54,43.54,43.54,0.0,0.0
2018-12-02,43.09,43.09,43.09,0.0,0.0,43.82,43.82,43.82,0.0,0.0,40.27,40.27,40.27,0.0,0.0,42.79,42.79,42.79,0.0,0.0
2018-12-09,42.9,42.9,42.9,0.0,0.0,44.63,44.63,44.63,0.0,0.0,42.29,42.29,42.29,0.0,0.0,43.4,43.4,43.4,0.0,0.0
2018-12-16,43.07,43.07,43.07,0.0,0.0,43.07,43.07,43.07,0.0,0.0,43.07,43.07,43.07,0.0,0.0,43.07,43.07,43.07,0.0,0.0
2018-12-23,43.18,43.18,43.18,0.0,0.0,43.18,43.18,43.18,0.0,0.0,43.18,43.18,43.18,0.0,0.0,43.18,43.18,43.18,0.0,0.0
2018-12-30,43.54,43.54,43.54,0.0,0.0,45.0,45.0,45.0,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.55,42.55,42.55,0.0,0.0
2019-01-06,44.75,44.75,44.75,0.0,0.0,44.75,44.75,44.75,0.0,0.0,44.75,44.75,44.75,0.0,0.0,44.75,44.75,44.75,0.0,0.0
2019-01-13,43.46,43.46,43.46,0.0,0.0,44.57,44.57,44.57,0.0,0.0,43.2,43.2,43.2,0.0,0.0,44.57,44.57,44.57,0.0,0.0
2019-01-20,44.57,44.57,44.57,0.0,0.0,45.99,45.99,45.99,0.0,0.0,44.57,44.57,44.57,0.0,0.0,45.99,45.99,45.99,0.0,0.0
2019-01-27,44.5,44.5,44.5,0.0,0.0,44.94,44.94,44.94,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.85,44.85,44.85,0.0,0.0
2019-02-03,44.53,44.53,44.53,0.0,0.0,44.97,44.97,44.97,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.74,44.74,44.74,0.0,0.0
2019-02-10,43.91,43.91,43.91,0.0,0.0,44.95,44.95,44.95,0.0,0.0,43.9,43.9,43.9,0.0,0.0,44.91,44.91,44.91,0.0,0.0
2019-02-17,44.87,44.87,44.87,0.0,0.0,45.56,45.56,45.56,0.0,0.0,44.87,44.87,44.87,0.0,0.0,44.95,44.95,44.95,0.0,0.0
2019-02-24,45.08,45.08,45.08,0.0,0.0,45.2,45.2,45.2,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.82,44.82,44.82,0.0,0.0
2019-03-03,44.55,44.55,44.55,0.0,0.0,44.9,44.9,44.9,0.0,0.0,44.35,44.35,44.35,0.0,0.0,44.42,44.42,44.42,0.0,0.0
2019-03-10,44.97,44.97,44.97,0.0,0.0,46.37,46.37,46.37,0.0,0.0,43.6,43.6,43.6,0.0,0.0,44.6,44.6,44.6,0.0,0.0
2019-03-17,44.52,44.52,44.52,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.52,44.52,44.52,0.0,0.0
2019-03-24,44.33,44.33,44.33,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.33,44.33,44.33,0.0,0.0
2019-03-31,44.54,44.54,44.54,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.54,44.54,44.54,0.0,0.0
2019-04-07,45.01,45.01,45.01,0.0,0.0,45.01,45.01,45.01,0.0,0.0,44.77,44.77,44.77,0.0,0.0,44.77,44.77,44.77,0.0,0.0
2019-04-14,47.0,47.0,47.0,0.0,0.0,47.0,47.0,47.0,0.0,0.0,45.08,45.08,45.08,0.0,0.0,45.08,45.08,45.08,0.0,0.0
2019-04-21,44.5,44.5,44.5,0.0,0.0,44.51,44.51,44.51,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.73,43.73,43.73,0.0,0.0
2019-04-28,44.67,44.67,44.67,0.0,0.0,44.67,44.67,44.67,0.0,0.0,44.48,44.48,44.48,0.0,0.0,44.48,44.48,44.48,0.0,0.0
2019-05-05,44.05,44.05,44.05,0.0,0.0,44.05,44.05,44.05,0.0,0.0,44.05,44.05,44.05,0.0,0.0,44.05,44.05,44.05,0.0,0.0
2019-05-12,43.9,43.9,43.9,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2019-05-19,44.13,44.13,44.13,0.0,0.0,44.13,44.13,44.13,0.0,0.0,44.13,44.13,44.13,0.0,0.0,44.13,44.13,44.13,0.0,0.0
2019-05-26,43.58,43.58,43.58,0.0,0.0,43.58,43.58,43.58,0.0,0.0,43.58,43.58,43.58,0.0,0.0,43.58,43.58,43.58,0.0,0.0
2019-06-02,43.53,43.53,43.53,0.0,0.0,43.53,43.53,43.53,0.0,0.0,43.53,43.53,43.53,0.0,0.0,43.53,43.53,43.53,0.0,0.0
2019-06-09,43.02,43.02,43.02,0.0,0.0,43.31,43.31,43.31,0.0,0.0,43.02,43.02,43.02,0.0,0.0,43.31,43.31,43.31,0.0,0.0
2019-06-16,43.96,43.96,43.96,0.0,0.0,44.01,44.01,44.01,0.0,0.0,43.96,43.96,43.96,0.0,0.0,44.01,44.01,44.01,0.0,0.0
2019-06-23,44.08,44.08,44.08,0.0,0.0,44.08,44.08,44.08,0.0,0.0,44.08,44.08,44.08,0.0,0.0,44.08,44.08,44.08,0.0,0.0
2019-06-30,43.95,43.95,43.95,0.0,0.0,43.95,43.95,43.95,0.0,0.0,43.95,43.95,43.95,0.0,0.0,43.95,43.95,43.95,0.0,0.0
2019-07-07,43.92,43.92,43.92,0.0,0.0,43.92,43.92,43.92,0.0,0.0,43.92,43.92,43.92,0.0,0.0,43.92,43.92,43.92,0.0,0.0
2019-07-14,43.99,43.99,43.99,0.0,0.0,44.3,44.3,44.3,0.0,0.0,43.99,43.99,43.99,0.0,0.0,44.02,44.02,44.02,0.0,0.0
2019-07-21,43.84,43.84,43.84,0.0,0.0,44.54,44.54,44.54,0.0,0.0,43.58,43.58,43.58,0.0,0.0,43.74,43.74,43.74,0.0,0.0
2019-07-28,43.54,43.54,43.54,0.0,0.0,43.54,43.54,43.54,0.0,0.0,42.0,42.0,42.0,0.0,0.0,42.9,42.9,42.9,0.0,0.0
2019-08-04,42.9,42.9,42.9,0.0,0.0,43.95,43.95,43.95,0.0,0.0,42.75,42.75,42.75,0.0,0.0,43.52,43.52,43.52,0.0,0.0
2019-08-11,42.66,42.66,42.66,0.0,0.0,43.01,43.01,43.01,0.0,0.0,42.56,42.56,42.56,0.0,0.0,42.56,42.56,42.56,0.0,0.0
2019-08-18,42.4,42.4,42.4,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.3,42.3,42.3,0.0,0.0,42.3,42.3,42.3,0.0,0.0
2019-08-25,42.05,42.05,42.05,0.0,0.0,42.25,42.25,42.25,0.0,0.0,42.05,42.05,42.05,0.0,0.0,42.21,42.21,42.21,0.0,0.0
2019-09-01,43.1,43.1,43.1,0.0,0.0,43.1,43.1,43.1,0.0,0.0,43.1,43.1,43.1,0.0,0.0,43.1,43.1,43.1,0.0,0.0
2019-09-08,43.6,43.6,43.6,0.0,0.0,43.6,43.6,43.6,0.0,0.0,43.13,43.13,43.13,0.0,0.0,43.13,43.13,43.13,0.0,0.0
2019-09-15,43.8,43.8,43.8,0.0,0.0,44.2,44.2,44.2,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.48,43.48,43.48,0.0,0.0
2019-09-22,43.15,43.15,43.15,0.0,0.0,43.75,43.75,43.75,0.0,0.0,43.05,43.05,43.05,0.0,0.0,43.75,43.75,43.75,0.0,0.0
2019-09-29,43.3,43.3,43.3,0.0,0.0,43.3,43.3,43.3,0.0,0.0,43.3,43.3,43.3,0.0,0.0,43.3,43.3,43.3,0.0,0.0
2019-10-06,42.91,42.91,42.91,0.0,0.0,44.15,44.15,44.15,0.0,0.0,42.91,42.91,42.91,0.0,0.0,44.15,44.15,44.15,0.0,0.0
2019-10-13,43.95,43.95,43.95,0.0,0.0,43.95,43.95,43.95,0.0,0.0,43.95,43.95,43.95,0.0,0.0,43.95,43.95,43.95,0.0,0.0
2019-10-20,43.03,43.03,43.03,0.0,0.0,43.03,43.03,43.03,0.0,0.0,43.03,43.03,43.03,0.0,0.0,43.03,43.03,43.03,0.0,0.0
2019-10-27,43.35,43.35,43.35,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.35,43.35,43.35,0.0,0.0
2019-11-03,44.2,44.2,44.2,0.0,0.0,44.2,44.2,44.2,0.0,0.0,44.2,44.2,44.2,0.0,0.0,44.2,44.2,44.2,0.0,0.0
2019-11-10,43.03,43.03,43.03,0.0,0.0,43.26,43.26,43.26,0.0,0.0,41.55,41.55,41.55,0.0,0.0,43.26,43.26,43.26,0.0,0.0
2019-11-17,43.38,43.38,43.38,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.38,43.38,43.38,0.0,0.0
2019-11-24,42.78,42.78,42.78,0.0,0.0,42.78,42.78,42.78,0.0,0.0,42.78,42.78,42.78,0.0,0.0,42.78,42.78,42.78,0.0,0.0
2019-12-01,42.55,42.55,42.55,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.55,42.55,42.55,0.0,0.0
2019-12-08,43.67,43.67,43.67,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.67,43.67,43.67,0.0,0.0
2019-12-15,43.22,43.22,43.22,0.0,0.0,43.22,43.22,43.22,0.0,0.0,43.22,43.22,43.22,0.0,0.0,43.22,43.22,43.22,0.0,0.0
2019-12-22,43.15,43.15,43.15,0.0,0.0,43.15,43.15,43.15,0.0,0.0,43.15,43.15,43.15,0.0,0.0,43.15,43.15,43.15,0.0,0.0
2019-12-29,43.5,43.5,43.5,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.5,43.5,43.5,0.0,0.0
