Date,SPDR S&P 600 Small Cap Value_Open_average,SPDR S&P 600 Small Cap Value_Open_max,SPDR S&P 600 Small Cap Value_Open_min,SPDR S&P 600 Small Cap Value_Open_volatility,SPDR S&P 600 Small Cap Value_Open_change,SPDR S&P 600 Small Cap Value_High_average,SPDR S&P 600 Small Cap Value_High_max,SPDR S&P 600 Small Cap Value_High_min,SPDR S&P 600 Small Cap Value_High_volatility,SPDR S&P 600 Small Cap Value_High_change,SPDR S&P 600 Small Cap Value_Low_average,SPDR S&P 600 Small Cap Value_Low_max,SPDR S&P 600 Small Cap Value_Low_min,SPDR S&P 600 Small Cap Value_Low_volatility,SPDR S&P 600 Small Cap Value_Low_change,SPDR S&P 600 Small Cap Value_Close_average,SPDR S&P 600 Small Cap Value_Close_max,SPDR S&P 600 Small Cap Value_Close_min,SPDR S&P 600 Small Cap Value_Close_volatility,SPDR S&P 600 Small Cap Value_Close_change
2018-03-25,61.54,61.54,61.54,0.0,0.0,61.67,61.67,61.67,0.0,0.0,59.84,59.84,59.84,0.0,0.0,60.2,60.2,60.2,0.0,0.0
2018-04-01,62.01,62.01,62.01,0.0,0.0,62.17,62.17,62.17,0.0,0.0,61.45,61.45,61.45,0.0,0.0,61.47,61.47,61.47,0.0,0.0
2018-04-08,63.28,63.28,63.28,0.0,0.0,63.72,63.72,63.72,0.0,0.0,62.91,62.91,62.91,0.0,0.0,63.56,63.56,63.56,0.0,0.0
2018-04-15,63.54,63.54,63.54,0.0,0.0,63.86,63.86,63.86,0.0,0.0,63.27,63.27,63.27,0.0,0.0,63.56,63.56,63.56,0.0,0.0
2018-04-22,63.56,63.56,63.56,0.0,0.0,63.72,63.72,63.72,0.0,0.0,62.81,62.81,62.81,0.0,0.0,62.81,62.81,62.81,0.0,0.0
2018-04-29,63.6,63.6,63.6,0.0,0.0,64.17,64.17,64.17,0.0,0.0,63.6,63.6,63.6,0.0,0.0,63.81,63.81,63.81,0.0,0.0
2018-05-06,65.28,65.28,65.28,0.0,0.0,65.47,65.47,65.47,0.0,0.0,64.93,64.93,64.93,0.0,0.0,65.0,65.0,65.0,0.0,0.0
2018-05-13,66.61,66.61,66.61,0.0,0.0,67.08,67.08,67.08,0.0,0.0,66.61,66.61,66.61,0.0,0.0,67.06,67.06,67.06,0.0,0.0
2018-05-20,66.28,66.28,66.28,0.0,0.0,66.5,66.5,66.5,0.0,0.0,66.21,66.21,66.21,0.0,0.0,66.41,66.41,66.41,0.0,0.0
2018-05-27,67.23,67.23,67.23,0.0,0.0,67.57,67.57,67.57,0.0,0.0,67.0,67.0,67.0,0.0,0.0,67.57,67.57,67.57,0.0,0.0
2018-06-03,68.55,68.55,68.55,0.0,0.0,68.88,68.88,68.88,0.0,0.0,68.55,68.55,68.55,0.0,0.0,68.77,68.77,68.77,0.0,0.0
2018-06-10,67.62,67.62,67.62,0.0,0.0,68.45,68.45,68.45,0.0,0.0,67.62,67.62,67.62,0.0,0.0,68.45,68.45,68.45,0.0,0.0
2018-06-17,68.43,68.43,68.43,0.0,0.0,68.52,68.52,68.52,0.0,0.0,67.25,67.25,67.25,0.0,0.0,67.61,67.61,67.61,0.0,0.0
2018-06-24,66.42,66.42,66.42,0.0,0.0,67.37,67.37,67.37,0.0,0.0,66.23,66.23,66.23,0.0,0.0,67.37,67.37,67.37,0.0,0.0
2018-07-01,69.15,69.15,69.15,0.0,0.0,69.4,69.4,69.4,0.0,0.0,69.02,69.02,69.02,0.0,0.0,69.39,69.39,69.39,0.0,0.0
2018-07-08,68.45,68.45,68.45,0.0,0.0,68.5,68.5,68.5,0.0,0.0,67.73,67.73,67.73,0.0,0.0,68.01,68.01,68.01,0.0,0.0
2018-07-15,68.71,68.71,68.71,0.0,0.0,68.95,68.95,68.95,0.0,0.0,68.42,68.42,68.42,0.0,0.0,68.75,68.75,68.75,0.0,0.0
2018-07-22,67.87,67.87,67.87,0.0,0.0,68.51,68.51,68.51,0.0,0.0,67.87,67.87,67.87,0.0,0.0,67.95,67.95,67.95,0.0,0.0
2018-07-29,68.45,68.45,68.45,0.0,0.0,68.9,68.9,68.9,0.0,0.0,68.26,68.26,68.26,0.0,0.0,68.74,68.74,68.74,0.0,0.0
2018-08-05,69.03,69.03,69.03,0.0,0.0,69.04,69.04,69.04,0.0,0.0,68.27,68.27,68.27,0.0,0.0,68.57,68.57,68.57,0.0,0.0
2018-08-12,69.73,69.73,69.73,0.0,0.0,70.08,70.08,70.08,0.0,0.0,69.57,69.57,69.57,0.0,0.0,69.98,69.98,69.98,0.0,0.0
2018-08-19,70.84,70.84,70.84,0.0,0.0,71.23,71.23,71.23,0.0,0.0,70.52,70.52,70.52,0.0,0.0,70.55,70.55,70.55,0.0,0.0
2018-08-26,70.17,70.17,70.17,0.0,0.0,70.73,70.73,70.73,0.0,0.0,70.1,70.1,70.1,0.0,0.0,70.68,70.68,70.68,0.0,0.0
2018-09-02,69.91,69.91,69.91,0.0,0.0,69.91,69.91,69.91,0.0,0.0,69.42,69.42,69.42,0.0,0.0,69.49,69.49,69.49,0.0,0.0
2018-09-09,69.62,69.62,69.62,0.0,0.0,69.71,69.71,69.71,0.0,0.0,69.07,69.07,69.07,0.0,0.0,69.14,69.14,69.14,0.0,0.0
2018-09-16,69.08,69.08,69.08,0.0,0.0,69.16,69.16,69.16,0.0,0.0,68.24,68.24,68.24,0.0,0.0,68.45,68.45,68.45,0.0,0.0
2018-09-23,68.42,68.42,68.42,0.0,0.0,68.58,68.58,68.58,0.0,0.0,67.01,67.01,67.01,0.0,0.0,67.19,67.19,67.19,0.0,0.0
2018-09-30,65.89,65.89,65.89,0.0,0.0,66.34,66.34,66.34,0.0,0.0,65.7,65.7,65.7,0.0,0.0,66.22,66.22,66.22,0.0,0.0
2018-10-07,62.67,62.67,62.67,0.0,0.0,63.51,63.51,63.51,0.0,0.0,62.42,62.42,62.42,0.0,0.0,63.1,63.1,63.1,0.0,0.0
2018-10-14,62.64,62.64,62.64,0.0,0.0,63.01,63.01,63.01,0.0,0.0,62.3,62.3,62.3,0.0,0.0,62.45,62.45,62.45,0.0,0.0
2018-10-21,61.22,61.22,61.22,0.0,0.0,61.9,61.9,61.9,0.0,0.0,59.91,59.91,59.91,0.0,0.0,60.48,60.48,60.48,0.0,0.0
2018-10-28,62.9,62.9,62.9,0.0,0.0,63.3,63.3,63.3,0.0,0.0,62.48,62.48,62.48,0.0,0.0,63.04,63.04,63.04,0.0,0.0
2018-11-04,62.93,62.93,62.93,0.0,0.0,62.93,62.93,62.93,0.0,0.0,61.83,61.83,61.83,0.0,0.0,61.87,61.87,61.87,0.0,0.0
2018-11-11,62.03,62.03,62.03,0.0,0.0,62.16,62.16,62.16,0.0,0.0,61.11,61.11,61.11,0.0,0.0,61.39,61.39,61.39,0.0,0.0
2018-11-18,61.08,61.08,61.08,0.0,0.0,61.51,61.51,61.51,0.0,0.0,60.77,60.77,60.77,0.0,0.0,61.11,61.11,61.11,0.0,0.0
2018-11-25,62.48,62.48,62.48,0.0,0.0,62.48,62.48,62.48,0.0,0.0,61.46,61.46,61.46,0.0,0.0,62.29,62.29,62.29,0.0,0.0
2018-12-02,58.18,58.18,58.18,0.0,0.0,58.29,58.29,58.29,0.0,0.0,56.8,56.8,56.8,0.0,0.0,57.51,57.51,57.51,0.0,0.0
2018-12-09,56.18,56.18,56.18,0.0,0.0,56.68,56.68,56.68,0.0,0.0,54.87,54.87,54.87,0.0,0.0,55.14,55.14,55.14,0.0,0.0
2018-12-16,51.56,51.56,51.56,0.0,0.0,51.82,51.82,51.82,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.73,50.73,50.73,0.0,0.0
2018-12-23,53.83,53.83,53.83,0.0,0.0,53.89,53.89,53.89,0.0,0.0,52.89,52.89,52.89,0.0,0.0,53.82,53.82,53.82,0.0,0.0
2018-12-30,55.39,55.39,55.39,0.0,0.0,56.62,56.62,56.62,0.0,0.0,55.13,55.13,55.13,0.0,0.0,56.3,56.3,56.3,0.0,0.0
2019-01-06,57.63,57.63,57.63,0.0,0.0,58.1,58.1,58.1,0.0,0.0,57.52,57.52,57.52,0.0,0.0,57.63,57.63,57.63,0.0,0.0
2019-01-13,59.23,59.23,59.23,0.0,0.0,59.87,59.87,59.87,0.0,0.0,59.08,59.08,59.08,0.0,0.0,59.58,59.58,59.58,0.0,0.0
2019-01-20,59.05,59.05,59.05,0.0,0.0,59.47,59.47,59.47,0.0,0.0,58.86,58.86,58.86,0.0,0.0,59.37,59.37,59.37,0.0,0.0
2019-01-27,60.5,60.5,60.5,0.0,0.0,61.13,61.13,61.13,0.0,0.0,60.16,60.16,60.16,0.0,0.0,61.13,61.13,61.13,0.0,0.0
2019-02-03,60.53,60.53,60.53,0.0,0.0,60.9,60.9,60.9,0.0,0.0,60.17,60.17,60.17,0.0,0.0,60.89,60.89,60.89,0.0,0.0
2019-02-10,62.5,62.5,62.5,0.0,0.0,63.18,63.18,63.18,0.0,0.0,62.31,62.31,62.31,0.0,0.0,63.1,63.1,63.1,0.0,0.0
2019-02-17,64.31,64.31,64.31,0.0,0.0,64.48,64.48,64.48,0.0,0.0,63.82,63.82,63.82,0.0,0.0,63.84,63.84,63.84,0.0,0.0
2019-02-24,63.41,63.41,63.41,0.0,0.0,63.47,63.47,63.47,0.0,0.0,62.38,62.38,62.38,0.0,0.0,62.81,62.81,62.81,0.0,0.0
2019-03-03,60.54,60.54,60.54,0.0,0.0,61.32,61.32,61.32,0.0,0.0,60.49,60.49,60.49,0.0,0.0,61.32,61.32,61.32,0.0,0.0
2019-03-10,61.03,61.03,61.03,0.0,0.0,61.52,61.52,61.52,0.0,0.0,60.84,60.84,60.84,0.0,0.0,61.43,61.43,61.43,0.0,0.0
2019-03-17,58.72,58.72,58.72,0.0,0.0,59.49,59.49,59.49,0.0,0.0,58.37,58.37,58.37,0.0,0.0,59.06,59.06,59.06,0.0,0.0
2019-03-24,60.73,60.73,60.73,0.0,0.0,61.27,61.27,61.27,0.0,0.0,60.64,60.64,60.64,0.0,0.0,61.22,61.22,61.22,0.0,0.0
2019-03-31,62.03,62.03,62.03,0.0,0.0,62.22,62.22,62.22,0.0,0.0,61.85,61.85,61.85,0.0,0.0,62.2,62.2,62.2,0.0,0.0
2019-04-07,62.67,62.67,62.67,0.0,0.0,62.76,62.76,62.76,0.0,0.0,62.16,62.16,62.16,0.0,0.0,62.36,62.36,62.36,0.0,0.0
2019-04-14,62.46,62.46,62.46,0.0,0.0,62.47,62.47,62.47,0.0,0.0,61.78,61.78,61.78,0.0,0.0,62.08,62.08,62.08,0.0,0.0
2019-04-21,62.75,62.75,62.75,0.0,0.0,63.37,63.37,63.37,0.0,0.0,62.75,62.75,62.75,0.0,0.0,63.1,63.1,63.1,0.0,0.0
2019-04-28,62.77,62.77,62.77,0.0,0.0,63.84,63.84,63.84,0.0,0.0,62.77,62.77,62.77,0.0,0.0,63.7,63.7,63.7,0.0,0.0
2019-05-05,61.11,61.11,61.11,0.0,0.0,61.17,61.17,61.17,0.0,0.0,60.05,60.05,60.05,0.0,0.0,60.18,60.18,60.18,0.0,0.0
2019-05-12,59.74,59.74,59.74,0.0,0.0,59.94,59.94,59.94,0.0,0.0,59.47,59.47,59.47,0.0,0.0,59.57,59.57,59.57,0.0,0.0
2019-05-19,58.57,58.57,58.57,0.0,0.0,58.82,58.82,58.82,0.0,0.0,58.35,58.35,58.35,0.0,0.0,58.75,58.75,58.75,0.0,0.0
2019-05-26,56.61,56.61,56.61,0.0,0.0,57.33,57.33,57.33,0.0,0.0,56.6,56.6,56.6,0.0,0.0,57.12,57.12,57.12,0.0,0.0
2019-06-02,58.83,58.83,58.83,0.0,0.0,59.49,59.49,59.49,0.0,0.0,58.83,58.83,58.83,0.0,0.0,59.02,59.02,59.02,0.0,0.0
2019-06-09,59.07,59.07,59.07,0.0,0.0,59.21,59.21,59.21,0.0,0.0,58.87,58.87,58.87,0.0,0.0,58.91,58.91,58.91,0.0,0.0
2019-06-16,59.5,59.5,59.5,0.0,0.0,59.5,59.5,59.5,0.0,0.0,58.65,58.65,58.65,0.0,0.0,58.65,58.65,58.65,0.0,0.0
2019-06-23,61.39,61.39,61.39,0.0,0.0,61.66,61.66,61.66,0.0,0.0,60.45,60.45,60.45,0.0,0.0,60.8,60.8,60.8,0.0,0.0
2019-06-30,60.8,60.8,60.8,0.0,0.0,60.87,60.87,60.87,0.0,0.0,60.28,60.28,60.28,0.0,0.0,60.34,60.34,60.34,0.0,0.0
2019-07-07,60.7,60.7,60.7,0.0,0.0,60.73,60.73,60.73,0.0,0.0,59.86,59.86,59.86,0.0,0.0,60.09,60.09,60.09,0.0,0.0
2019-07-14,59.69,59.69,59.69,0.0,0.0,59.95,59.95,59.95,0.0,0.0,59.3,59.3,59.3,0.0,0.0,59.42,59.42,59.42,0.0,0.0
2019-07-21,61.21,61.21,61.21,0.0,0.0,61.32,61.32,61.32,0.0,0.0,60.68,60.68,60.68,0.0,0.0,60.83,60.83,60.83,0.0,0.0
2019-07-28,58.46,58.46,58.46,0.0,0.0,58.61,58.61,58.61,0.0,0.0,57.12,57.12,57.12,0.0,0.0,57.81,57.81,57.81,0.0,0.0
2019-08-04,58.66,58.66,58.66,0.0,0.0,58.73,58.73,58.73,0.0,0.0,58.09,58.09,58.09,0.0,0.0,58.3,58.3,58.3,0.0,0.0
2019-08-11,58.78,58.78,58.78,0.0,0.0,59.06,59.06,59.06,0.0,0.0,58.73,58.73,58.73,0.0,0.0,58.75,58.75,58.75,0.0,0.0
2019-08-18,57.21,57.21,57.21,0.0,0.0,57.28,57.28,57.28,0.0,0.0,56.89,56.89,56.89,0.0,0.0,57.26,57.26,57.26,0.0,0.0
2019-08-25,58.53,58.53,58.53,0.0,0.0,58.65,58.65,58.65,0.0,0.0,57.97,57.97,57.97,0.0,0.0,58.25,58.25,58.25,0.0,0.0
2019-09-01,59.36,59.36,59.36,0.0,0.0,60.54,60.54,60.54,0.0,0.0,59.36,59.36,59.36,0.0,0.0,60.53,60.53,60.53,0.0,0.0
2019-09-08,63.01,63.01,63.01,0.0,0.0,63.55,63.55,63.55,0.0,0.0,62.89,62.89,62.89,0.0,0.0,63.24,63.24,63.24,0.0,0.0
2019-09-15,61.49,61.49,61.49,0.0,0.0,62.16,62.16,62.16,0.0,0.0,61.37,61.37,61.37,0.0,0.0,61.91,61.91,61.91,0.0,0.0
2019-09-22,61.39,61.39,61.39,0.0,0.0,61.68,61.68,61.68,0.0,0.0,61.21,61.21,61.21,0.0,0.0,61.26,61.26,61.26,0.0,0.0
2019-09-29,59.83,59.83,59.83,0.0,0.0,60.32,60.32,60.32,0.0,0.0,59.54,59.54,59.54,0.0,0.0,59.83,59.83,59.83,0.0,0.0
2019-10-06,60.06,60.06,60.06,0.0,0.0,60.17,60.17,60.17,0.0,0.0,59.73,59.73,59.73,0.0,0.0,60.04,60.04,60.04,0.0,0.0
2019-10-13,61.78,61.78,61.78,0.0,0.0,62.32,62.32,62.32,0.0,0.0,61.77,61.77,61.77,0.0,0.0,61.85,61.85,61.85,0.0,0.0
2019-10-20,62.99,62.99,62.99,0.0,0.0,63.63,63.63,63.63,0.0,0.0,62.98,62.98,62.98,0.0,0.0,63.32,63.32,63.32,0.0,0.0
2019-10-27,64.16,64.16,64.16,0.0,0.0,64.38,64.38,64.38,0.0,0.0,63.96,63.96,63.96,0.0,0.0,64.32,64.32,64.32,0.0,0.0
2019-11-03,64.07,64.07,64.07,0.0,0.0,64.37,64.37,64.37,0.0,0.0,63.97,63.97,63.97,0.0,0.0,64.26,64.26,64.26,0.0,0.0
2019-11-10,63.86,63.86,63.86,0.0,0.0,63.86,63.86,63.86,0.0,0.0,63.5,63.5,63.5,0.0,0.0,63.67,63.67,63.67,0.0,0.0
2019-11-17,63.34,63.34,63.34,0.0,0.0,64.68,64.68,64.68,0.0,0.0,63.23,63.23,63.23,0.0,0.0,64.54,64.54,64.54,0.0,0.0
2019-11-24,64.28,64.28,64.28,0.0,0.0,64.28,64.28,64.28,0.0,0.0,63.43,63.43,63.43,0.0,0.0,63.49,63.49,63.49,0.0,0.0
2019-12-01,64.82,64.82,64.82,0.0,0.0,64.99,64.99,64.99,0.0,0.0,64.72,64.72,64.72,0.0,0.0,64.77,64.77,64.77,0.0,0.0
2019-12-08,65.51,65.51,65.51,0.0,0.0,65.93,65.93,65.93,0.0,0.0,65.24,65.24,65.24,0.0,0.0,65.24,65.24,65.24,0.0,0.0
2019-12-15,65.99,65.99,65.99,0.0,0.0,65.99,65.99,65.99,0.0,0.0,65.46,65.46,65.46,0.0,0.0,65.65,65.65,65.65,0.0,0.0
2019-12-22,65.57,65.57,65.57,0.0,0.0,65.86,65.86,65.86,0.0,0.0,65.19,65.19,65.19,0.0,0.0,65.5,65.5,65.5,0.0,0.0
2019-12-29,65.03,65.03,65.03,0.0,0.0,65.58,65.58,65.58,0.0,0.0,65.03,65.03,65.03,0.0,0.0,65.55,65.55,65.55,0.0,0.0
