Date,BDORY_Open_average,BDORY_Open_max,BDORY_Open_min,BDORY_Open_volatility,BDORY_Open_change,BDORY_High_average,BDORY_High_max,BDORY_High_min,BDORY_High_volatility,BDORY_High_change,BDORY_Low_average,BDORY_Low_max,BDORY_Low_min,BDORY_Low_volatility,BDORY_Low_change,BDORY_Close_average,BDORY_Close_max,BDORY_Close_min,BDORY_Close_volatility,BDORY_Close_change,BDORY_Volume_average,BDORY_Volume_max,BDORY_Volume_min,BDORY_Volume_volatility,BDORY_Volume_change
2018-01-14,10.735,11.0,10.2,0.8000000000000007,0.6000000000000014,10.972,11.05,10.78,0.27000000000000135,0.27000000000000135,10.6768,10.9,10.2,0.7000000000000011,0.5600000000000005,10.926,11.04,10.72,0.3199999999999985,0.3199999999999985,230970,293314,184660,108654,-75994
2018-01-21,11.757,12.45,10.815,1.6349999999999998,1.6349999999999998,12.1,12.54,11.0,1.5399999999999991,1.4499999999999993,11.6888,12.224,10.76,1.4640000000000004,1.4640000000000004,11.9906,12.48,11.0,1.4800000000000004,1.2729999999999997,436068,604959,246598,358361,10956
2018-01-28,12.358,12.61,11.99,0.6199999999999992,-0.10999999999999943,12.464,12.68,12.17,0.5099999999999998,-0.08999999999999986,12.139999999999999,12.49,11.54,0.9500000000000011,-0.5600000000000005,12.252,12.62,11.705,0.9149999999999991,-0.5250000000000004,367584,777660,117158,660502,45690
2018-02-04,11.8816,12.195,11.597999999999999,0.5970000000000013,0.1720000000000006,12.155,12.55,11.72,0.8300000000000001,-0.4299999999999997,11.62,12.12,11.29,0.8300000000000001,0.010000000000001563,11.941,12.37,11.645,0.7249999999999996,-0.5499999999999989,138163,246731,51604,195127,-61552
2018-02-11,12.0625,12.35,11.75,0.5999999999999996,0.5500000000000007,12.3475,12.64,11.9,0.7400000000000002,0.7400000000000002,11.94,12.32,11.4,0.9199999999999999,0.5399999999999991,12.29,12.53,11.9,0.629999999999999,0.629999999999999,84400,154462,23502,130960,54504
2018-02-18,12.9,13.3,12.25,1.0500000000000007,0.9800000000000004,13.0352,13.38,12.595999999999998,0.7840000000000025,0.7840000000000025,12.767199999999999,13.23,12.1,1.1300000000000008,1.1300000000000008,12.93,13.36,12.52,0.8399999999999999,0.8399999999999999,136542,333624,56300,277324,-26738
2018-02-25,13.075,13.44,12.78,0.6600000000000001,-0.46499999999999986,13.1728,13.44,12.96,0.47999999999999865,-0.2259999999999991,12.8016,13.05,12.66,0.39000000000000057,-0.26000000000000156,13.0036,13.17,12.828,0.3420000000000005,-0.08000000000000007,287843,799068,65175,733893,-26107
2018-03-04,13.322000000000001,13.47,13.14,0.33000000000000007,0.10999999999999943,13.484,13.63,13.36,0.27000000000000135,-0.27000000000000135,13.169599999999999,13.31,13.09,0.22000000000000064,0.03599999999999781,13.316,13.47,13.2,0.27000000000000135,-0.27000000000000135,200407,365758,102611,263147,107562
2018-03-11,12.994,13.32,12.73,0.5899999999999999,-0.4900000000000002,13.054,13.36,12.79,0.5700000000000003,-0.5700000000000003,12.757200000000001,13.026,12.5,0.5259999999999998,-0.5259999999999998,12.857199999999999,13.09,12.59,0.5,-0.5,58476,140771,27460,113311,15803
2018-03-18,12.604000000000001,12.71,12.5,0.21000000000000085,-0.14999999999999858,12.725,12.9,12.57,0.33000000000000007,-0.129999999999999,12.405199999999999,12.5,12.28,0.22000000000000064,0.0459999999999976,12.5464,12.9,12.4,0.5,0.08799999999999919,101847,185103,37774,147329,61131
2018-03-25,12.2925,12.45,12.07,0.379999999999999,0.02999999999999936,12.395,12.58,12.13,0.4499999999999993,0.02999999999999936,12.0325,12.16,11.9,0.2599999999999998,0.07000000000000028,12.203000000000001,12.47,12.072000000000001,0.3979999999999997,-0.06799999999999962,106917,146945,63932,83013,83013
2018-04-01,12.0966,12.49,11.67,0.8200000000000003,-0.3800000000000008,12.136000000000001,12.49,11.83,0.6600000000000001,-0.3800000000000008,11.728,12.14,11.35,0.7900000000000009,-0.47000000000000064,11.856,12.19,11.42,0.7699999999999996,-0.4350000000000005,209384,418228,60720,357508,118685
2018-04-08,11.386000000000001,11.61,11.14,0.46999999999999886,-0.25,11.459,11.68,11.155,0.5250000000000004,-0.2550000000000008,11.161,11.51,10.655,0.8550000000000004,-0.5449999999999999,11.237,11.53,10.73,0.7999999999999989,-0.6500000000000004,133461,235531,43916,191615,-25616
2018-04-15,11.011,11.2,10.78,0.41999999999999993,-0.02000000000000135,11.114,11.41,10.8,0.6099999999999994,-0.16000000000000014,10.924,11.14,10.62,0.5200000000000014,-0.15000000000000036,11.046,11.33,10.71,0.6199999999999992,-0.23999999999999844,85049,147397,36381,111016,-53275
