Date,iPath Pure Beta Crude Oil Exp 18 Apr 2041Etf_Open_average,iPath Pure Beta Crude Oil Exp 18 Apr 2041Etf_Open_max,iPath Pure Beta Crude Oil Exp 18 Apr 2041Etf_Open_min,iPath Pure Beta Crude Oil Exp 18 Apr 2041Etf_Open_volatility,iPath Pure Beta Crude Oil Exp 18 Apr 2041Etf_Open_change,iPath Pure Beta Crude Oil Exp 18 Apr 2041Etf_High_average,iPath Pure Beta Crude Oil Exp 18 Apr 2041Etf_High_max,iPath Pure Beta Crude Oil Exp 18 Apr 2041Etf_High_min,iPath Pure Beta Crude Oil Exp 18 Apr 2041Etf_High_volatility,iPath Pure Beta Crude Oil Exp 18 Apr 2041Etf_High_change,iPath Pure Beta Crude Oil Exp 18 Apr 2041Etf_Low_average,iPath Pure Beta Crude Oil Exp 18 Apr 2041Etf_Low_max,iPath Pure Beta Crude Oil Exp 18 Apr 2041Etf_Low_min,iPath Pure Beta Crude Oil Exp 18 Apr 2041Etf_Low_volatility,iPath Pure Beta Crude Oil Exp 18 Apr 2041Etf_Low_change,iPath Pure Beta Crude Oil Exp 18 Apr 2041Etf_Close_average,iPath Pure Beta Crude Oil Exp 18 Apr 2041Etf_Close_max,iPath Pure Beta Crude Oil Exp 18 Apr 2041Etf_Close_min,iPath Pure Beta Crude Oil Exp 18 Apr 2041Etf_Close_volatility,iPath Pure Beta Crude Oil Exp 18 Apr 2041Etf_Close_change
2018-01-14,18.69,18.69,18.69,0.0,0.0,18.69,18.69,18.69,0.0,0.0,18.67,18.67,18.67,0.0,0.0,18.69,18.69,18.69,0.0,0.0
2018-01-21,19.35,19.35,19.35,0.0,0.0,19.35,19.35,19.35,0.0,0.0,19.32,19.32,19.32,0.0,0.0,19.32,19.32,19.32,0.0,0.0
2018-01-28,18.88,18.88,18.88,0.0,0.0,18.88,18.88,18.88,0.0,0.0,18.88,18.88,18.88,0.0,0.0,18.88,18.88,18.88,0.0,0.0
2018-02-04,17.27,17.27,17.27,0.0,0.0,17.27,17.27,17.27,0.0,0.0,17.27,17.27,17.27,0.0,0.0,17.27,17.27,17.27,0.0,0.0
2018-02-11,17.8,17.8,17.8,0.0,0.0,17.8,17.8,17.8,0.0,0.0,17.8,17.8,17.8,0.0,0.0,17.8,17.8,17.8,0.0,0.0
2018-02-18,18.77,18.77,18.77,0.0,0.0,18.86,18.86,18.86,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.81,18.81,18.81,0.0,0.0
2018-02-25,18.04,18.04,18.04,0.0,0.0,18.05,18.05,18.05,0.0,0.0,18.04,18.04,18.04,0.0,0.0,18.04,18.04,18.04,0.0,0.0
2018-03-04,18.11,18.11,18.11,0.0,0.0,18.11,18.11,18.11,0.0,0.0,18.03,18.03,18.03,0.0,0.0,18.03,18.03,18.03,0.0,0.0
2018-03-11,18.19,18.19,18.19,0.0,0.0,18.54,18.54,18.54,0.0,0.0,18.19,18.19,18.19,0.0,0.0,18.54,18.54,18.54,0.0,0.0
2018-03-18,19.55,19.55,19.55,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.53,19.53,19.53,0.0,0.0
2018-03-25,19.43,19.43,19.43,0.0,0.0,19.43,19.43,19.43,0.0,0.0,19.43,19.43,19.43,0.0,0.0,19.43,19.43,19.43,0.0,0.0
2018-04-01,18.92,18.92,18.92,0.0,0.0,18.92,18.92,18.92,0.0,0.0,18.54,18.54,18.54,0.0,0.0,18.54,18.54,18.54,0.0,0.0
2018-04-08,19.69,19.69,19.69,0.0,0.0,19.69,19.69,19.69,0.0,0.0,19.69,19.69,19.69,0.0,0.0,19.69,19.69,19.69,0.0,0.0
2018-04-15,20.29,20.29,20.29,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.29,20.29,20.29,0.0,0.0
2018-04-22,20.52,20.52,20.52,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.36,20.36,20.36,0.0,0.0
2018-04-29,20.29,20.29,20.29,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.29,20.29,20.29,0.0,0.0
2018-05-06,21.42,21.42,21.42,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.35,21.35,21.35,0.0,0.0,21.35,21.35,21.35,0.0,0.0
2018-05-13,21.47,21.47,21.47,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.48,21.48,21.48,0.0,0.0
2018-05-20,20.65,20.65,20.65,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.65,20.65,20.65,0.0,0.0
2018-05-27,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0
2018-06-03,19.78,19.78,19.78,0.0,0.0,20.03,20.03,20.03,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.99,19.99,19.99,0.0,0.0
2018-06-10,19.99,19.99,19.99,0.0,0.0,19.99,19.99,19.99,0.0,0.0,19.56,19.56,19.56,0.0,0.0,19.56,19.56,19.56,0.0,0.0
2018-06-17,19.75,19.75,19.75,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.77,19.77,19.77,0.0,0.0
2018-06-24,21.42,21.42,21.42,0.0,0.0,21.62,21.62,21.62,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.62,21.62,21.62,0.0,0.0
2018-07-01,20.84,20.84,20.84,0.0,0.0,20.96,20.96,20.96,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.96,20.96,20.96,0.0,0.0
2018-07-08,20.48,20.48,20.48,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.48,20.48,20.48,0.0,0.0
2018-07-15,20.41,20.41,20.41,0.0,0.0,20.41,20.41,20.41,0.0,0.0,20.37,20.37,20.37,0.0,0.0,20.37,20.37,20.37,0.0,0.0
2018-07-22,20.96,20.96,20.96,0.0,0.0,20.96,20.96,20.96,0.0,0.0,20.96,20.96,20.96,0.0,0.0,20.96,20.96,20.96,0.0,0.0
2018-07-29,20.73,20.73,20.73,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.73,20.73,20.73,0.0,0.0
2018-08-05,20.45,20.45,20.45,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.45,20.45,20.45,0.0,0.0
2018-08-12,20.42,20.42,20.42,0.0,0.0,20.42,20.42,20.42,0.0,0.0,20.42,20.42,20.42,0.0,0.0,20.42,20.42,20.42,0.0,0.0
2018-08-19,21.22,21.22,21.22,0.0,0.0,21.28,21.28,21.28,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.02,21.02,21.02,0.0,0.0
2018-08-26,21.48,21.48,21.48,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.48,21.48,21.48,0.0,0.0
