Date,First Trust Small Cap Value AlphaDEX_Open_average,First Trust Small Cap Value AlphaDEX_Open_max,First Trust Small Cap Value AlphaDEX_Open_min,First Trust Small Cap Value AlphaDEX_Open_volatility,First Trust Small Cap Value AlphaDEX_Open_change,First Trust Small Cap Value AlphaDEX_High_average,First Trust Small Cap Value AlphaDEX_High_max,First Trust Small Cap Value AlphaDEX_High_min,First Trust Small Cap Value AlphaDEX_High_volatility,First Trust Small Cap Value AlphaDEX_High_change,First Trust Small Cap Value AlphaDEX_Low_average,First Trust Small Cap Value AlphaDEX_Low_max,First Trust Small Cap Value AlphaDEX_Low_min,First Trust Small Cap Value AlphaDEX_Low_volatility,First Trust Small Cap Value AlphaDEX_Low_change,First Trust Small Cap Value AlphaDEX_Close_average,First Trust Small Cap Value AlphaDEX_Close_max,First Trust Small Cap Value AlphaDEX_Close_min,First Trust Small Cap Value AlphaDEX_Close_volatility,First Trust Small Cap Value AlphaDEX_Close_change
2018-01-14,37.81,37.81,37.81,0.0,0.0,38.24,38.24,38.24,0.0,0.0,37.81,37.81,37.81,0.0,0.0,38.17,38.17,38.17,0.0,0.0
2018-01-21,38.28,38.28,38.28,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.09,38.09,38.09,0.0,0.0,38.23,38.23,38.23,0.0,0.0
2018-01-28,36.89,36.89,36.89,0.0,0.0,36.89,36.89,36.89,0.0,0.0,36.26,36.26,36.26,0.0,0.0,36.33,36.33,36.33,0.0,0.0
2018-02-04,34.92,34.92,34.92,0.0,0.0,34.96,34.96,34.96,0.0,0.0,33.92,33.92,33.92,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2018-02-11,36.27,36.27,36.27,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.19,36.19,36.19,0.0,0.0,36.24,36.24,36.24,0.0,0.0
2018-02-18,36.16,36.16,36.16,0.0,0.0,36.29,36.29,36.29,0.0,0.0,36.11,36.11,36.11,0.0,0.0,36.29,36.29,36.29,0.0,0.0
2018-02-25,34.87,34.87,34.87,0.0,0.0,35.62,35.62,35.62,0.0,0.0,34.87,34.87,34.87,0.0,0.0,35.62,35.62,35.62,0.0,0.0
2018-03-04,36.27,36.27,36.27,0.0,0.0,36.75,36.75,36.75,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.71,36.71,36.71,0.0,0.0
2018-03-11,36.5,36.5,36.5,0.0,0.0,36.58,36.58,36.58,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.54,36.54,36.54,0.0,0.0
2018-03-18,35.65,35.65,35.65,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.23,35.23,35.23,0.0,0.0,35.46,35.46,35.46,0.0,0.0
2018-03-25,35.41,35.41,35.41,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.41,35.41,35.41,0.0,0.0
2018-04-01,36.04,36.04,36.04,0.0,0.0,36.04,36.04,36.04,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.51,35.51,35.51,0.0,0.0
2018-04-08,36.19,36.19,36.19,0.0,0.0,36.24,36.24,36.24,0.0,0.0,36.04,36.04,36.04,0.0,0.0,36.05,36.05,36.05,0.0,0.0
2018-04-15,36.5,36.5,36.5,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.19,36.19,36.19,0.0,0.0,36.19,36.19,36.19,0.0,0.0
2018-04-22,36.76,36.76,36.76,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.45,36.45,36.45,0.0,0.0,36.59,36.59,36.59,0.0,0.0
2018-04-29,35.71,35.71,35.71,0.0,0.0,36.57,36.57,36.57,0.0,0.0,35.71,35.71,35.71,0.0,0.0,36.35,36.35,36.35,0.0,0.0
2018-05-06,37.35,37.35,37.35,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.09,37.09,37.09,0.0,0.0,37.15,37.15,37.15,0.0,0.0
2018-05-13,37.91,37.91,37.91,0.0,0.0,37.91,37.91,37.91,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.76,37.76,37.76,0.0,0.0
2018-05-20,37.61,37.61,37.61,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.69,37.69,37.69,0.0,0.0
2018-05-27,38.1,38.1,38.1,0.0,0.0,38.1,38.1,38.1,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.92,37.92,37.92,0.0,0.0
2018-06-03,39.02,39.02,39.02,0.0,0.0,39.02,39.02,39.02,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.71,38.71,38.71,0.0,0.0
2018-06-10,38.48,38.48,38.48,0.0,0.0,38.84,38.84,38.84,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.83,38.83,38.83,0.0,0.0
2018-06-17,39.33,39.33,39.33,0.0,0.0,39.33,39.33,39.33,0.0,0.0,39.03,39.03,39.03,0.0,0.0,39.03,39.03,39.03,0.0,0.0
2018-06-24,38.64,38.64,38.64,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.51,38.51,38.51,0.0,0.0
2018-07-01,39.4,39.4,39.4,0.0,0.0,39.59,39.59,39.59,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.52,39.52,39.52,0.0,0.0
2018-07-08,39.41,39.41,39.41,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.19,39.19,39.19,0.0,0.0,39.2,39.2,39.2,0.0,0.0
2018-07-15,39.08,39.08,39.08,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.08,39.08,39.08,0.0,0.0,39.2,39.2,39.2,0.0,0.0
2018-07-22,38.92,38.92,38.92,0.0,0.0,38.92,38.92,38.92,0.0,0.0,38.5,38.5,38.5,0.0,0.0,38.61,38.61,38.61,0.0,0.0
2018-07-29,38.95,38.95,38.95,0.0,0.0,39.03,39.03,39.03,0.0,0.0,38.79,38.79,38.79,0.0,0.0,39.03,39.03,39.03,0.0,0.0
2018-08-05,39.0,39.0,39.0,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.0,39.0,39.0,0.0,0.0,39.27,39.27,39.27,0.0,0.0
2018-08-12,39.12,39.12,39.12,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.06,39.06,39.06,0.0,0.0,39.39,39.39,39.39,0.0,0.0
2018-08-19,39.83,39.83,39.83,0.0,0.0,39.95,39.95,39.95,0.0,0.0,39.82,39.82,39.82,0.0,0.0,39.92,39.92,39.92,0.0,0.0
2018-08-26,39.51,39.51,39.51,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.66,39.66,39.66,0.0,0.0
2018-09-02,39.15,39.15,39.15,0.0,0.0,39.15,39.15,39.15,0.0,0.0,39.01,39.01,39.01,0.0,0.0,39.05,39.05,39.05,0.0,0.0
2018-09-09,39.22,39.22,39.22,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.21,39.21,39.21,0.0,0.0,39.49,39.49,39.49,0.0,0.0
2018-09-16,39.56,39.56,39.56,0.0,0.0,39.76,39.76,39.76,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.71,39.71,39.71,0.0,0.0
2018-09-23,38.77,38.77,38.77,0.0,0.0,39.1,39.1,39.1,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.72,38.72,38.72,0.0,0.0
2018-09-30,37.94,37.94,37.94,0.0,0.0,37.94,37.94,37.94,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.63,37.63,37.63,0.0,0.0
2018-10-07,36.4,36.4,36.4,0.0,0.0,36.4,36.4,36.4,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.8,35.8,35.8,0.0,0.0
2018-10-14,35.9,35.9,35.9,0.0,0.0,35.97,35.97,35.97,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.49,35.49,35.49,0.0,0.0
2018-10-21,33.9,33.9,33.9,0.0,0.0,34.53,34.53,34.53,0.0,0.0,33.9,33.9,33.9,0.0,0.0,34.29,34.29,34.29,0.0,0.0
2018-10-28,36.14,36.14,36.14,0.0,0.0,36.33,36.33,36.33,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.99,35.99,35.99,0.0,0.0
2018-11-04,36.47,36.47,36.47,0.0,0.0,36.47,36.47,36.47,0.0,0.0,35.97,35.97,35.97,0.0,0.0,36.32,36.32,36.32,0.0,0.0
2018-11-11,35.41,35.41,35.41,0.0,0.0,35.87,35.87,35.87,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.82,35.82,35.82,0.0,0.0
2018-11-18,34.95,34.95,34.95,0.0,0.0,35.3,35.3,35.3,0.0,0.0,34.93,34.93,34.93,0.0,0.0,35.27,35.27,35.27,0.0,0.0
2018-11-25,35.58,35.58,35.58,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.81,35.81,35.81,0.0,0.0
2018-12-02,34.53,34.53,34.53,0.0,0.0,34.53,34.53,34.53,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.84,33.84,33.84,0.0,0.0
2018-12-09,33.0,33.0,33.0,0.0,0.0,33.11,33.11,33.11,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.55,32.55,32.55,0.0,0.0
2018-12-16,30.79,30.79,30.79,0.0,0.0,30.87,30.87,30.87,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.24,30.24,30.24,0.0,0.0
2018-12-23,30.8,30.8,30.8,0.0,0.0,31.38,31.38,31.38,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2018-12-30,31.54,31.54,31.54,0.0,0.0,32.28,32.28,32.28,0.0,0.0,31.54,31.54,31.54,0.0,0.0,32.24,32.24,32.24,0.0,0.0
2019-01-06,33.69,33.69,33.69,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.84,33.84,33.84,0.0,0.0
2019-01-13,34.71,34.71,34.71,0.0,0.0,35.02,35.02,35.02,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.77,34.77,34.77,0.0,0.0
2019-01-20,34.43,34.43,34.43,0.0,0.0,34.92,34.92,34.92,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.74,34.74,34.74,0.0,0.0
2019-01-27,35.37,35.37,35.37,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.09,35.09,35.09,0.0,0.0,35.24,35.24,35.24,0.0,0.0
2019-02-03,34.94,34.94,34.94,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.67,34.67,34.67,0.0,0.0
