Date,First Trust Small Cap Value AlphaDEX_Open_average,First Trust Small Cap Value AlphaDEX_Open_max,First Trust Small Cap Value AlphaDEX_Open_min,First Trust Small Cap Value AlphaDEX_Open_volatility,First Trust Small Cap Value AlphaDEX_Open_change,First Trust Small Cap Value AlphaDEX_High_average,First Trust Small Cap Value AlphaDEX_High_max,First Trust Small Cap Value AlphaDEX_High_min,First Trust Small Cap Value AlphaDEX_High_volatility,First Trust Small Cap Value AlphaDEX_High_change,First Trust Small Cap Value AlphaDEX_Low_average,First Trust Small Cap Value AlphaDEX_Low_max,First Trust Small Cap Value AlphaDEX_Low_min,First Trust Small Cap Value AlphaDEX_Low_volatility,First Trust Small Cap Value AlphaDEX_Low_change,First Trust Small Cap Value AlphaDEX_Close_average,First Trust Small Cap Value AlphaDEX_Close_max,First Trust Small Cap Value AlphaDEX_Close_min,First Trust Small Cap Value AlphaDEX_Close_volatility,First Trust Small Cap Value AlphaDEX_Close_change
2019-02-10,36.24,36.24,36.24,0.0,0.0,36.46,36.46,36.46,0.0,0.0,36.23,36.23,36.23,0.0,0.0,36.36,36.36,36.36,0.0,0.0
2019-02-17,36.73,36.73,36.73,0.0,0.0,36.93,36.93,36.93,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.71,36.71,36.71,0.0,0.0
2019-02-24,36.7,36.7,36.7,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.31,36.31,36.31,0.0,0.0
2019-03-03,34.63,34.63,34.63,0.0,0.0,34.84,34.84,34.84,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.77,34.77,34.77,0.0,0.0
2019-03-10,35.51,35.51,35.51,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.31,35.31,35.31,0.0,0.0,35.31,35.31,35.31,0.0,0.0
2019-03-17,34.74,34.74,34.74,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.09,34.09,34.09,0.0,0.0,34.09,34.09,34.09,0.0,0.0
2019-03-24,35.45,35.45,35.45,0.0,0.0,35.45,35.45,35.45,0.0,0.0,34.97,34.97,34.97,0.0,0.0,35.11,35.11,35.11,0.0,0.0
2019-03-31,36.31,36.31,36.31,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.44,36.44,36.44,0.0,0.0
2019-04-07,36.48,36.48,36.48,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.61,36.61,36.61,0.0,0.0
2019-04-14,36.64,36.64,36.64,0.0,0.0,36.79,36.79,36.79,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.64,36.64,36.64,0.0,0.0
2019-04-21,36.24,36.24,36.24,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.24,36.24,36.24,0.0,0.0,36.67,36.67,36.67,0.0,0.0
2019-04-28,36.23,36.23,36.23,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.23,36.23,36.23,0.0,0.0,36.61,36.61,36.61,0.0,0.0
2019-05-05,35.69,35.69,35.69,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.32,35.32,35.32,0.0,0.0,35.75,35.75,35.75,0.0,0.0
2019-05-12,35.09,35.09,35.09,0.0,0.0,35.31,35.31,35.31,0.0,0.0,34.96,34.96,34.96,0.0,0.0,34.96,34.96,34.96,0.0,0.0
2019-05-19,33.7,33.7,33.7,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.6,33.6,33.6,0.0,0.0
2019-05-26,32.11,32.11,32.11,0.0,0.0,32.39,32.39,32.39,0.0,0.0,32.09,32.09,32.09,0.0,0.0,32.09,32.09,32.09,0.0,0.0
2019-06-02,33.15,33.15,33.15,0.0,0.0,33.37,33.37,33.37,0.0,0.0,33.08,33.08,33.08,0.0,0.0,33.37,33.37,33.37,0.0,0.0
2019-06-09,33.84,33.84,33.84,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.37,33.37,33.37,0.0,0.0
2019-06-16,34.06,34.06,34.06,0.0,0.0,34.06,34.06,34.06,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.65,33.65,33.65,0.0,0.0
2019-06-23,34.32,34.32,34.32,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.55,34.55,34.55,0.0,0.0
2019-06-30,34.14,34.14,34.14,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.14,34.14,34.14,0.0,0.0,34.47,34.47,34.47,0.0,0.0
2019-07-07,33.92,33.92,33.92,0.0,0.0,34.35,34.35,34.35,0.0,0.0,33.92,33.92,33.92,0.0,0.0,34.35,34.35,34.35,0.0,0.0
2019-07-14,33.69,33.69,33.69,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.74,33.74,33.74,0.0,0.0
2019-07-21,34.25,34.25,34.25,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.53,34.53,34.53,0.0,0.0
2019-07-28,33.63,33.63,33.63,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.02,33.02,33.02,0.0,0.0,33.48,33.48,33.48,0.0,0.0
2019-08-04,32.69,32.69,32.69,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.62,32.62,32.62,0.0,0.0
2019-08-11,31.64,31.64,31.64,0.0,0.0,32.03,32.03,32.03,0.0,0.0,31.64,31.64,31.64,0.0,0.0,32.03,32.03,32.03,0.0,0.0
2019-08-18,32.21,32.21,32.21,0.0,0.0,32.21,32.21,32.21,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.34,31.34,31.34,0.0,0.0
2019-08-25,32.41,32.41,32.41,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.09,32.09,32.09,0.0,0.0,32.24,32.24,32.24,0.0,0.0
2019-09-01,33.21,33.21,33.21,0.0,0.0,33.21,33.21,33.21,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.99,32.99,32.99,0.0,0.0
2019-09-08,35.9,35.9,35.9,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.63,35.63,35.63,0.0,0.0
2019-09-15,35.08,35.08,35.08,0.0,0.0,35.27,35.27,35.27,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.97,34.97,34.97,0.0,0.0
2019-09-22,34.62,34.62,34.62,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.56,34.56,34.56,0.0,0.0
2019-09-29,33.6,33.6,33.6,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.52,33.52,33.52,0.0,0.0
2019-10-06,33.91,33.91,33.91,0.0,0.0,34.34,34.34,34.34,0.0,0.0,33.91,33.91,33.91,0.0,0.0,34.28,34.28,34.28,0.0,0.0
2019-10-13,34.47,34.47,34.47,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.56,34.56,34.56,0.0,0.0
2019-10-20,35.31,35.31,35.31,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.31,35.31,35.31,0.0,0.0,35.66,35.66,35.66,0.0,0.0
2019-10-27,35.63,35.63,35.63,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.88,35.88,35.88,0.0,0.0
2019-11-03,36.86,36.86,36.86,0.0,0.0,37.1,37.1,37.1,0.0,0.0,36.71,36.71,36.71,0.0,0.0,37.08,37.08,37.08,0.0,0.0
2019-11-10,36.4,36.4,36.4,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.33,36.33,36.33,0.0,0.0,36.47,36.47,36.47,0.0,0.0
2019-11-17,35.6,35.6,35.6,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.83,35.83,35.83,0.0,0.0
2019-11-24,36.45,36.45,36.45,0.0,0.0,36.49,36.49,36.49,0.0,0.0,36.28,36.28,36.28,0.0,0.0,36.28,36.28,36.28,0.0,0.0
2019-12-01,36.53,36.53,36.53,0.0,0.0,37.15,37.15,37.15,0.0,0.0,36.53,36.53,36.53,0.0,0.0,37.06,37.06,37.06,0.0,0.0
2019-12-08,37.58,37.58,37.58,0.0,0.0,37.64,37.64,37.64,0.0,0.0,37.18,37.18,37.18,0.0,0.0,37.23,37.23,37.23,0.0,0.0
2019-12-15,38.19,38.19,38.19,0.0,0.0,38.23,38.23,38.23,0.0,0.0,37.94,37.94,37.94,0.0,0.0,37.98,37.98,37.98,0.0,0.0
2019-12-22,38.19,38.19,38.19,0.0,0.0,38.19,38.19,38.19,0.0,0.0,37.97,37.97,37.97,0.0,0.0,37.97,37.97,37.97,0.0,0.0
2019-12-29,37.77,37.77,37.77,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.76,37.76,37.76,0.0,0.0,37.93,37.93,37.93,0.0,0.0
