Date,NGLOY_Open_average,NGLOY_Open_max,NGLOY_Open_min,NGLOY_Open_volatility,NGLOY_Open_change,NGLOY_High_average,NGLOY_High_max,NGLOY_High_min,NGLOY_High_volatility,NGLOY_High_change,NGLOY_Low_average,NGLOY_Low_max,NGLOY_Low_min,NGLOY_Low_volatility,NGLOY_Low_change,NGLOY_Close_average,NGLOY_Close_max,NGLOY_Close_min,NGLOY_Close_volatility,NGLOY_Close_change,NGLOY_Volume_average,NGLOY_Volume_max,NGLOY_Volume_min,NGLOY_Volume_volatility,NGLOY_Volume_change
2018-01-14,12.214,12.48,12.0,0.4800000000000004,0.4800000000000004,12.336,12.67,12.16,0.5099999999999998,0.5099999999999998,12.1708,12.454,12.0,0.4540000000000006,0.4540000000000006,12.265,12.58,12.02,0.5600000000000005,0.5600000000000005,141204,408137,38507,369630,245413
2018-01-21,12.4,12.51,12.16,0.34999999999999964,0.3000000000000007,12.433,12.54,12.175,0.36499999999999844,0.3149999999999995,12.250399999999999,12.36,12.02,0.33999999999999986,0.31900000000000084,12.311,12.44,12.11,0.33000000000000007,0.3100000000000005,131269,343376,18485,324891,-149939
2018-01-28,12.016,12.26,11.72,0.5399999999999991,-0.47999999999999865,12.0764,12.312000000000001,11.81,0.5020000000000007,-0.41000000000000014,11.7472,12.1,11.136,0.9640000000000004,-0.9540000000000006,11.816,12.19,11.205,0.9849999999999994,-0.9550000000000001,157141,302341,43686,258655,169594
2018-02-04,11.322000000000001,11.43,11.13,0.29999999999999893,0.08000000000000007,11.518,11.79,11.32,0.46999999999999886,-0.27999999999999936,11.1772,11.34,10.915,0.4250000000000007,0.02999999999999936,11.372,11.71,11.03,0.6800000000000015,-0.23000000000000043,246280,682300,35417,646883,-499828
2018-02-11,11.943000000000001,12.24,11.642000000000001,0.597999999999999,0.5700000000000003,12.16475,12.469000000000001,11.76,0.7090000000000014,0.7090000000000014,11.89,12.23,11.63,0.5999999999999996,0.5899999999999999,12.118749999999999,12.37,11.735,0.6349999999999998,0.6349999999999998,502042,1177739,214935,962804,790108
2018-02-18,12.536,12.9,12.19,0.7100000000000009,0.7100000000000009,12.702,13.13,12.29,0.8400000000000016,0.8400000000000016,12.466000000000001,12.78,12.16,0.6199999999999992,0.6199999999999992,12.607,13.08,12.2,0.8800000000000008,0.8800000000000008,287053,498825,61603,437222,386252
2018-02-25,12.254999999999999,13.055,11.67,1.3849999999999998,-1.3849999999999998,12.326,13.06,11.89,1.17,-1.1500000000000004,12.074,12.82,11.64,1.1799999999999997,-1.1799999999999997,12.215,12.89,11.87,1.0200000000000014,-0.9900000000000002,175282,368690,55685,313005,-219044
2018-03-04,12.178,12.3,12.02,0.28000000000000114,-0.02000000000000135,12.286,12.42,12.04,0.3800000000000008,-0.09999999999999964,12.0872,12.29,11.83,0.4599999999999991,-0.22499999999999964,12.2,12.36,11.91,0.4499999999999993,-0.15499999999999936,82877,175997,37565,138432,138432
2018-03-11,12.3776,12.56,12.2,0.3600000000000012,0.030000000000001137,12.436399999999999,12.61,12.26,0.34999999999999964,-0.019999999999999574,12.2502,12.45,11.99,0.4599999999999991,-0.11099999999999888,12.3566,12.57,12.11,0.46000000000000085,0.009999999999999787,292207,462096,66714,395382,312876
2018-03-18,12.0902,12.220999999999998,11.98,0.24099999999999788,-0.049999999999998934,12.266,12.58,12.04,0.5400000000000009,-0.10999999999999943,11.97,12.18,11.8,0.379999999999999,-0.07000000000000028,12.124,12.54,11.8,0.7399999999999984,0.02000000000000135,409882,663579,119291,544288,315689
2018-03-25,11.84425,12.25,11.63,0.6199999999999992,-0.5429999999999993,11.879999999999999,12.25,11.65,0.5999999999999996,-0.4900000000000002,11.65,11.85,11.49,0.35999999999999943,-0.2699999999999996,11.68875,11.85,11.56,0.28999999999999915,-0.1999999999999993,657747,905792,258405,647387,-647387
2018-04-01,11.543,11.77,11.26,0.5099999999999998,-0.21999999999999886,11.714,11.9,11.53,0.370000000000001,-0.10999999999999943,11.462,11.68,11.22,0.4599999999999991,-0.23000000000000043,11.595,11.7,11.52,0.17999999999999972,-0.125,330477,482499,187694,294805,-221681
