Date,ULTA_stock_Open_average,ULTA_stock_Open_max,ULTA_stock_Open_min,ULTA_stock_Open_volatility,ULTA_stock_Open_change,ULTA_stock_High_average,ULTA_stock_High_max,ULTA_stock_High_min,ULTA_stock_High_volatility,ULTA_stock_High_change,ULTA_stock_Low_average,ULTA_stock_Low_max,ULTA_stock_Low_min,ULTA_stock_Low_volatility,ULTA_stock_Low_change,ULTA_stock_Close_average,ULTA_stock_Close_max,ULTA_stock_Close_min,ULTA_stock_Close_volatility,ULTA_stock_Close_change,ULTA_stock_Volume_average,ULTA_stock_Volume_max,ULTA_stock_Volume_min,ULTA_stock_Volume_volatility,ULTA_stock_Volume_change
2018-01-14,241.8,245.19,238.29,6.900000000000006,6.610000000000014,243.91750000000002,247.3,238.68,8.620000000000005,8.620000000000005,238.0475,241.66,234.68,6.97999999999999,6.97999999999999,240.7725,244.13,237.12,7.009999999999991,7.009999999999991,1126514,1363170,832400,530770,402742
2018-01-21,230.962,240.88,224.87,16.00999999999999,-14.0,232.596,241.78,228.33,13.449999999999989,-12.430000000000007,225.54,232.74,220.67,12.070000000000022,-9.330000000000013,228.618,235.01,224.31,10.699999999999989,-7.319999999999993,1634841,1973572,1128703,844869,-522887
2018-01-28,223.922,227.53,219.18,8.349999999999994,-8.349999999999994,226.11,230.9,221.96,8.939999999999998,-8.939999999999998,220.638,225.38,216.2,9.180000000000007,-9.180000000000007,223.234,229.15,219.4,9.75,-9.680000000000007,912907,1030709,737836,292873,34388
2018-02-04,215.434,218.88,210.79,8.090000000000003,-7.509999999999991,221.714,224.39,219.94,4.449999999999989,-3.9499999999999886,210.35,216.91,205.5,11.409999999999997,-7.490000000000009,215.45600000000002,218.59,209.09,9.5,5.560000000000002,1330677,1902090,753520,1148570,-576548
2018-02-11,208.968,219.97,204.45,15.52000000000001,-15.52000000000001,211.218,222.22,205.73,16.49000000000001,-16.49000000000001,204.144,206.26,201.63,4.6299999999999955,-3.1200000000000045,206.036,209.48,203.15,6.329999999999984,-6.329999999999984,1468038,2647360,1061074,1586286,-1586286
2018-02-18,202.155,205.0,200.15,4.849999999999994,4.849999999999994,205.4725,207.21,204.84,2.3700000000000045,2.210000000000008,200.66,203.77,199.5,4.27000000000001,4.27000000000001,203.37,207.11,201.13,5.980000000000018,5.980000000000018,880086,985613,728667,256946,-133331
2018-02-25,202.398,206.9,198.08,8.819999999999993,-8.819999999999993,204.966,208.98,199.08,9.899999999999977,-7.9599999999999795,198.236,203.33,191.7,11.630000000000024,-6.6200000000000045,200.01,203.35,194.0,9.349999999999994,-4.930000000000007,1373127,2207951,808077,1399874,573125
2018-03-04,199.996,207.47,194.0,13.469999999999999,13.469999999999999,203.814,208.75,198.34,10.409999999999997,10.409999999999997,197.982,202.81,192.5,10.310000000000002,10.310000000000002,202.326,206.54,197.88,8.659999999999997,8.039999999999992,1118057,1314496,921920,392576,-249823
2018-03-11,207.152,210.35,202.39,7.960000000000008,4.659999999999997,212.22,223.5,206.5,17.0,15.189999999999998,204.082,207.6,201.0,6.599999999999994,4.519999999999982,209.206,221.88,201.99,19.889999999999986,14.259999999999991,2422770,5862246,899689,4962557,4962557
2018-03-18,214.896,221.75,207.5,14.25,-14.25,216.624,222.98,207.99,14.98999999999998,-14.98999999999998,210.34,215.2,202.17,13.030000000000001,-13.030000000000001,210.776,215.63,202.29,13.340000000000003,-13.310000000000002,1289775,1451781,1027644,424137,-36049
2018-03-25,206.2325,209.21,204.64,4.570000000000022,0.9399999999999977,208.6575,209.68,207.87,1.8100000000000023,-0.4300000000000068,203.9475,204.78,203.31,1.4699999999999989,-1.4699999999999989,205.55,207.9,204.27,3.6299999999999955,-3.6299999999999955,1001487,1171089,783295,387794,164170
2018-04-01,205.134,207.84,202.73,5.110000000000014,2.030000000000001,208.26,213.31,205.88,7.430000000000007,6.759999999999991,203.058,205.48,199.15,6.329999999999984,6.329999999999984,205.802,208.26,203.13,5.1299999999999955,5.1299999999999955,983266,1289013,727293,561720,375561
2018-04-08,215.78199999999998,219.75,208.29,11.460000000000008,11.460000000000008,219.934,223.14,214.59,8.549999999999983,8.549999999999983,213.29399999999998,218.25,206.16,12.090000000000003,12.090000000000003,217.04,221.06,212.15,8.909999999999997,8.72999999999999,1323208,1663170,1125679,537491,114269
2018-04-15,231.284,234.77,226.68,8.090000000000003,8.090000000000003,234.644,237.88,230.59,7.289999999999992,5.289999999999992,229.334,231.61,224.35,7.260000000000019,7.230000000000018,232.754,235.05,227.93,7.1200000000000045,7.1200000000000045,1198479,1555216,904443,650773,-464466
2018-04-22,238.192,243.59,234.82,8.77000000000001,7.400000000000006,242.4,249.51,238.34,11.169999999999987,9.429999999999978,236.218,242.3,232.67,9.630000000000024,6.930000000000007,240.242,248.81,233.94,14.870000000000005,10.159999999999997,992038,1207861,695473,512388,-70606
2018-04-29,248.74,252.06,246.1,5.960000000000008,-4.039999999999992,253.176,257.63,247.98,9.650000000000006,-2.2299999999999898,245.858,249.43,242.6,6.8300000000000125,-4.25,250.112,253.74,246.87,6.8700000000000045,2.8300000000000125,888909,1228809,595100,633709,-311557
2018-05-06,250.862,255.0,247.26,7.740000000000009,-7.740000000000009,252.572,257.24,250.12,7.1200000000000045,-7.1200000000000045,247.098,252.36,244.46,7.900000000000006,-6.260000000000019,249.74,253.07,247.5,5.569999999999993,-3.069999999999993,651436,826297,539614,286683,-244663
2018-05-13,252.514,257.19,250.49,6.699999999999989,6.699999999999989,254.544,258.57,250.98,7.590000000000003,6.210000000000008,249.966,255.01,246.01,9.0,8.810000000000002,252.528,257.6,247.04,10.56000000000003,8.550000000000011,782831,956153,568421,387732,186062
2018-05-20,254.396,258.35,252.07,6.28000000000003,-4.630000000000024,257.106,261.4,253.22,8.179999999999978,-6.009999999999991,250.638,253.95,245.45,8.5,-3.8999999999999773,252.64000000000001,254.77,251.05,3.719999999999999,-3.719999999999999,788689,931517,570258,361259,95949
2018-05-27,249.25,256.14,235.99,20.149999999999977,-13.449999999999989,254.845,256.89,251.97,4.9199999999999875,-2.1599999999999966,244.82,250.21,234.81,15.400000000000006,-13.439999999999998,249.8075,253.69,245.15,8.539999999999992,-8.539999999999992,2092109,3982122,874299,3107823,3107823
2018-06-03,252.716,255.5,245.81,9.689999999999998,9.419999999999987,257.464,259.62,254.98,4.640000000000015,-0.7400000000000091,249.14,252.0,244.43,7.569999999999993,3.6999999999999886,255.27200000000002,256.92,253.06,3.8600000000000136,-3.5400000000000205,1214177,1481511,1049693,431818,-381143
2018-06-10,249.5,253.31,246.21,7.099999999999994,-7.099999999999994,251.022,254.24,247.78,6.460000000000008,-5.700000000000017,246.534,250.53,243.68,6.849999999999994,-6.449999999999989,248.426,251.84,246.6,5.240000000000009,-3.960000000000008,1174790,1454039,779403,674636,377908
2018-06-17,248.412,251.52,245.92,5.600000000000023,5.600000000000023,250.952,252.51,248.56,3.9499999999999886,2.219999999999999,246.09199999999998,247.85,242.76,5.090000000000003,1.9399999999999977,248.982,251.28,246.26,5.02000000000001,2.5,819309,971718,636531,335187,-11857
2018-06-24,241.766,248.42,236.5,11.919999999999987,-6.369999999999976,243.308,248.42,240.72,7.699999999999989,-5.7099999999999795,236.18800000000002,239.36,233.22,6.140000000000015,-6.140000000000015,237.90800000000002,241.61,233.46,8.150000000000006,-8.150000000000006,861609,1052512,667016,385496,-39760
2018-07-01,234.695,238.0,231.12,6.8799999999999955,6.8799999999999955,237.66750000000002,244.19,232.71,11.47999999999999,11.47999999999999,233.11,237.87,228.38,9.490000000000009,9.490000000000009,237.0725,242.61,232.54,10.070000000000022,10.070000000000022,836333,1015332,476426,538906,36175
2018-07-08,250.972,253.63,243.28,10.349999999999994,10.349999999999994,255.086,260.42,252.42,8.000000000000028,8.000000000000028,249.352,253.45,243.18,10.269999999999982,10.269999999999982,254.05,259.87,250.7,9.170000000000016,9.170000000000016,757600,944835,560908,383927,82548
2018-07-15,254.874,260.33,250.87,9.45999999999998,-3.589999999999975,257.716,260.5,253.41,7.090000000000003,-1.1999999999999886,251.728,253.95,248.28,5.6699999999999875,-0.4899999999999807,254.23000000000002,257.41,250.64,6.770000000000039,-0.9799999999999898,756328,864877,645469,219408,-219408
2018-07-22,252.892,255.29,249.24,6.049999999999983,-3.1200000000000045,255.66400000000002,257.47,253.81,3.660000000000025,-3.660000000000025,249.304,252.93,245.76,7.170000000000016,-4.27000000000001,251.91,255.05,249.24,5.810000000000002,-5.060000000000002,590062,752246,429294,322952,-61050
2018-07-29,241.218,247.89,233.65,14.23999999999998,-12.289999999999992,243.034,249.27,236.3,12.969999999999999,-11.76000000000002,237.216,243.66,229.62,14.039999999999992,-9.289999999999992,239.152,244.39,234.81,9.579999999999984,-8.519999999999982,702813,1102108,484578,617530,-36923
2018-08-05,236.106,238.66,234.25,4.409999999999997,-0.5900000000000034,238.174,239.89,236.28,3.609999999999985,1.210000000000008,233.498,236.01,230.56,5.449999999999989,-0.10999999999998522,236.764,239.05,236.0,3.0500000000000114,0.4200000000000159,596287,848414,421168,427246,-34445
2018-08-12,234.656,236.5,233.9,2.5999999999999943,-2.069999999999993,236.954,239.77,235.47,4.300000000000011,-4.300000000000011,232.19,233.47,231.53,1.9399999999999977,0.12999999999999545,233.93,236.02,231.98,4.0400000000000205,1.5999999999999943,801747,1053242,694682,358560,-17537
2018-08-19,238.424,240.1,236.0,4.099999999999994,4.099999999999994,241.584,243.82,239.79,4.030000000000001,2.280000000000001,236.114,239.32,233.17,6.150000000000006,1.8400000000000034,239.454,242.18,234.7,7.480000000000018,2.3499999999999943,777844,938604,669308,269296,50602
