Date,EBFStock_Open_average,EBFStock_Open_max,EBFStock_Open_min,EBFStock_Open_volatility,EBFStock_Open_change,EBFStock_High_average,EBFStock_High_max,EBFStock_High_min,EBFStock_High_volatility,EBFStock_High_change,EBFStock_Low_average,EBFStock_Low_max,EBFStock_Low_min,EBFStock_Low_volatility,EBFStock_Low_change,EBFStock_Close_average,EBFStock_Close_max,EBFStock_Close_min,EBFStock_Close_volatility,EBFStock_Close_change,EBFStock_Volume_average,EBFStock_Volume_max,EBFStock_Volume_min,EBFStock_Volume_volatility,EBFStock_Volume_change
2018-01-14,20.849999999999998,21.15,20.65,0.5,-0.5,21.09,21.2,20.96,0.23999999999999844,-0.09999999999999787,20.377499999999998,20.51,20.2,0.3100000000000023,-0.1999999999999993,20.8375,21.1,20.55,0.5500000000000007,0.5,125897,168297,87463,80834,43766
2018-01-21,20.7,21.1,20.25,0.8500000000000014,-0.8500000000000014,20.81,21.1,20.45,0.6500000000000021,-0.6500000000000021,20.27,20.4,20.05,0.34999999999999787,-0.25,20.45,20.85,20.2,0.6500000000000021,-0.14999999999999858,75429,100813,48042,52771,24144
2018-01-28,19.95,20.3,19.55,0.75,-0.75,20.12,20.45,19.85,0.5999999999999979,-0.5199999999999996,19.684,20.15,19.32,0.8299999999999983,-0.8299999999999983,19.86,20.15,19.55,0.5999999999999979,-0.3999999999999986,79758,113842,48526,65316,65316
2018-02-04,19.84,20.3,19.6,0.6999999999999993,0.0,20.29,20.4,20.15,0.25,0.0,19.62,19.7,19.55,0.14999999999999858,-0.05000000000000071,19.93,20.15,19.6,0.5499999999999972,0.20000000000000284,107421,141814,79933,61881,23245
2018-02-11,20.03,20.3,19.7,0.6000000000000014,-0.05000000000000071,20.27,20.4,20.1,0.29999999999999716,0.09999999999999787,19.87,20.05,19.7,0.3500000000000014,0.1999999999999993,20.119999999999997,20.2,19.9,0.3000000000000007,0.05000000000000071,61953,79661,46223,33438,-12709
2018-02-18,20.125,20.5,19.75,0.75,0.14999999999999858,20.4375,20.65,20.2,0.4499999999999993,0.1999999999999993,19.875,20.1,19.6,0.5,0.5,20.0875,20.35,19.65,0.7000000000000028,0.6500000000000021,66929,101401,44532,56869,-44446
2018-02-25,20.03,20.45,19.5,0.9499999999999993,-0.8000000000000007,20.266000000000002,20.6,19.88,0.7200000000000024,-0.4499999999999993,19.706,20.18,19.4,0.7800000000000011,-0.7800000000000011,19.93,20.45,19.5,0.9499999999999993,-0.5500000000000007,63089,93899,47577,46322,11037
2018-03-04,20.11,20.5,19.8,0.6999999999999993,0.3999999999999986,20.362,20.56,20.05,0.509999999999998,0.4499999999999993,19.92,20.1,19.7,0.40000000000000213,0.3500000000000014,20.22,20.5,19.95,0.5500000000000007,0.5500000000000007,53952,63680,40616,23064,11260
2018-03-11,20.32,20.55,20.0,0.5500000000000007,-0.4499999999999993,20.474,20.69,20.18,0.5100000000000016,-0.05000000000000071,20.073999999999998,20.27,19.9,0.370000000000001,-0.14999999999999858,20.26,20.5,20.05,0.4499999999999993,-0.1999999999999993,60842,123463,40637,82826,79434
2018-03-18,20.16,20.35,19.95,0.40000000000000213,-0.3500000000000014,20.41,20.5,20.25,0.25,-0.25,19.94,20.15,19.5,0.6499999999999986,-0.6499999999999986,20.04,20.3,19.55,0.75,-0.75,54082,75182,38187,36995,19676
2018-03-25,19.9375,20.05,19.8,0.25,0.0,20.125,20.15,20.1,0.04999999999999716,0.04999999999999716,19.625,19.75,19.5,0.25,0.10000000000000142,19.8625,20.05,19.7,0.3500000000000014,-0.3500000000000014,84685,117843,46581,71262,-14361
2018-04-01,19.75,20.25,19.35,0.8999999999999986,0.34999999999999787,20.07,20.25,19.7,0.5500000000000007,0.5500000000000007,19.48,19.95,19.0,0.9499999999999993,0.6000000000000014,19.79,20.1,19.2,0.9000000000000021,0.6000000000000014,75480,99147,62943,36204,-26441
2018-04-08,19.88,19.95,19.7,0.25,-0.05000000000000071,20.0,20.1,19.9,0.20000000000000284,-0.15000000000000213,19.720000000000002,19.85,19.6,0.25,-0.14999999999999858,19.83,19.95,19.7,0.25,-0.10000000000000142,49919,75110,33937,41173,9706
2018-04-15,20.21,20.4,19.85,0.5499999999999972,0.5499999999999972,20.44,20.65,20.2,0.4499999999999993,0.4499999999999993,20.009999999999998,20.25,19.7,0.5500000000000007,0.4499999999999993,20.27,20.4,20.1,0.29999999999999716,0.25,55456,83033,39182,43851,5597
2018-04-22,19.54,20.55,18.0,2.5500000000000007,-1.9500000000000028,19.758,20.7,18.5,2.1999999999999993,-2.1000000000000014,18.916,20.35,17.98,2.370000000000001,-2.2699999999999996,19.14,20.5,18.05,2.4499999999999993,-2.3000000000000007,88957,181229,34859,146370,42544
2018-04-29,18.04,18.25,17.8,0.4499999999999993,-0.4499999999999993,18.2,18.35,18.05,0.3000000000000007,-0.3000000000000007,17.817999999999998,17.95,17.65,0.3000000000000007,-0.09999999999999787,17.98,18.1,17.9,0.20000000000000284,0.0,99035,121659,61351,60308,6559
2018-05-06,18.03,18.3,17.9,0.40000000000000213,0.3000000000000007,18.2,18.43,18.02,0.41000000000000014,0.33000000000000185,17.86,18.05,17.65,0.40000000000000213,0.25,18.06,18.35,17.8,0.5500000000000007,0.3000000000000007,74531,112524,50572,61952,-19122
2018-05-13,18.43,18.9,18.0,0.8999999999999986,0.6999999999999993,18.66,19.05,18.3,0.75,0.5999999999999979,18.318,18.7,18.0,0.6999999999999993,0.4800000000000004,18.51,18.8,18.1,0.6999999999999993,0.6499999999999986,60782,76329,52147,24182,4883
2018-05-20,18.47,18.8,18.25,0.5500000000000007,-0.4499999999999993,18.594,18.87,18.35,0.5199999999999996,-0.5199999999999996,18.26,18.6,18.1,0.5,-0.5,18.37,18.75,18.25,0.5,-0.5,66282,83090,52104,30986,20127
2018-05-27,18.5,18.7,18.25,0.4499999999999993,0.1999999999999993,18.725,18.95,18.5,0.4499999999999993,0.1999999999999993,18.3325,18.55,18.2,0.3500000000000014,0.120000000000001,18.525,18.7,18.25,0.4499999999999993,0.14999999999999858,68303,86173,53144,33029,-24506
2018-06-03,18.55,18.75,18.3,0.4499999999999993,0.10000000000000142,18.776,18.9,18.7,0.1999999999999993,0.1999999999999993,18.336,18.45,18.2,0.25,0.1999999999999993,18.53,18.8,18.35,0.4499999999999993,0.09999999999999787,72126,97474,54641,42833,-31870
2018-06-10,18.57,18.7,18.45,0.25,0.0,18.736,18.9,18.6,0.29999999999999716,-0.09999999999999787,18.39,18.55,18.2,0.3500000000000014,-0.05000000000000071,18.59,18.75,18.35,0.3999999999999986,0.05000000000000071,62197,121651,36643,85008,68583
2018-06-17,18.84,19.0,18.6,0.3999999999999986,0.3000000000000007,19.126,19.45,18.75,0.6999999999999993,0.6999999999999993,18.626,19.0,18.45,0.5500000000000007,0.5500000000000007,18.92,19.25,18.75,0.5,0.5,170995,339559,116440,223119,220407
2018-06-24,19.95,20.3,19.55,0.75,0.5,20.484,20.82,20.2,0.620000000000001,-0.2699999999999996,19.79,20.1,19.45,0.6500000000000021,0.5500000000000007,20.11,20.35,19.7,0.6500000000000021,0.10000000000000142,131791,188855,115231,73624,-66466
2018-07-01,20.775,21.0,20.35,0.6499999999999986,0.6499999999999986,21.200000000000003,21.8,20.85,0.9499999999999993,0.25,20.4675,20.77,20.15,0.620000000000001,0.20000000000000284,20.75,20.95,20.45,0.5,-0.3500000000000014,111302,144588,87761,56827,12323
2018-07-08,20.39,20.8,20.1,0.6999999999999993,-0.3999999999999986,20.64,21.05,20.2,0.8500000000000014,-0.8500000000000014,20.080000000000002,20.5,19.85,0.6499999999999986,-0.6499999999999986,20.31,20.8,19.95,0.8500000000000014,-0.8500000000000014,72469,87229,55840,31389,-24041
2018-07-15,20.96,22.8,19.85,2.9499999999999993,2.8500000000000014,21.76,22.98,19.95,3.030000000000001,2.900000000000002,20.792,22.35,19.65,2.700000000000003,2.700000000000003,21.32,22.75,19.8,2.9499999999999993,2.6499999999999986,179263,449765,53002,396763,105575
2018-07-22,22.259999999999998,22.45,22.0,0.4499999999999993,-0.4499999999999993,22.451999999999998,22.59,22.2,0.39000000000000057,-0.3000000000000007,21.734,22.0,21.5,0.5,-0.3200000000000003,22.05,22.4,21.6,0.7999999999999972,-0.29999999999999716,137116,284159,65060,219099,-91632
2018-07-29,21.54,21.85,21.2,0.6500000000000021,-0.4499999999999993,21.746,21.93,21.5,0.4299999999999997,-0.3500000000000014,21.224,21.55,20.8,0.75,-0.5,21.37,21.75,20.95,0.8000000000000007,-0.4499999999999993,93486,162854,69271,93583,-13449
2018-08-05,20.85,20.95,20.7,0.25,-0.25,20.934,21.01,20.85,0.16000000000000014,-0.129999999999999,20.59,20.7,20.45,0.25,-0.1999999999999993,20.78,20.9,20.55,0.34999999999999787,-0.34999999999999787,62537,79016,51410,27606,-21390
2018-08-12,20.76,21.0,20.45,0.5500000000000007,0.5,20.97,21.25,20.55,0.6999999999999993,0.6999999999999993,20.66,20.9,20.35,0.5499999999999972,0.5499999999999972,20.84,21.1,20.4,0.7000000000000028,0.7000000000000028,77665,89339,49260,40079,37122
2018-08-19,21.669999999999998,21.9,21.45,0.4499999999999993,0.25,21.91,22.05,21.65,0.40000000000000213,0.25,21.49,21.75,21.25,0.5,0.1999999999999993,21.72,21.95,21.4,0.5500000000000007,0.3500000000000014,80511,134101,53934,80167,-58933
2018-08-26,21.65,21.85,21.45,0.40000000000000213,-0.20000000000000284,21.866,22.0,21.75,0.25,-0.120000000000001,21.48,21.7,21.3,0.3999999999999986,-0.09999999999999787,21.63,21.8,21.35,0.4499999999999993,0.05000000000000071,67161,70622,60311,10311,4481
2018-09-02,21.625,21.85,21.4,0.45000000000000284,-0.45000000000000284,21.7625,21.95,21.65,0.3000000000000007,-0.3000000000000007,21.3375,21.4,21.3,0.09999999999999787,-0.09999999999999787,21.5625,21.7,21.35,0.34999999999999787,0.09999999999999787,62170,80986,47453,33533,18926
2018-09-09,21.08,21.6,20.8,0.8000000000000007,-0.6500000000000021,21.3,21.75,21.0,0.75,-0.3999999999999986,20.856,21.1,20.6,0.5,-0.1700000000000017,20.99,21.25,20.7,0.5500000000000007,-0.1999999999999993,79045,92682,58246,34436,-20330
