Date,ProShares UltraShort MidCap400_Open_average,ProShares UltraShort MidCap400_Open_max,ProShares UltraShort MidCap400_Open_min,ProShares UltraShort MidCap400_Open_volatility,ProShares UltraShort MidCap400_Open_change,ProShares UltraShort MidCap400_High_average,ProShares UltraShort MidCap400_High_max,ProShares UltraShort MidCap400_High_min,ProShares UltraShort MidCap400_High_volatility,ProShares UltraShort MidCap400_High_change,ProShares UltraShort MidCap400_Low_average,ProShares UltraShort MidCap400_Low_max,ProShares UltraShort MidCap400_Low_min,ProShares UltraShort MidCap400_Low_volatility,ProShares UltraShort MidCap400_Low_change,ProShares UltraShort MidCap400_Close_average,ProShares UltraShort MidCap400_Close_max,ProShares UltraShort MidCap400_Close_min,ProShares UltraShort MidCap400_Close_volatility,ProShares UltraShort MidCap400_Close_change
2018-04-15,18.14,18.14,18.14,0.0,0.0,18.32,18.32,18.32,0.0,0.0,18.14,18.14,18.14,0.0,0.0,18.29,18.29,18.29,0.0,0.0
2018-04-22,18.39,18.39,18.39,0.0,0.0,18.42,18.42,18.42,0.0,0.0,18.39,18.39,18.39,0.0,0.0,18.42,18.42,18.42,0.0,0.0
2018-04-29,18.64,18.64,18.64,0.0,0.0,18.64,18.64,18.64,0.0,0.0,18.19,18.19,18.19,0.0,0.0,18.24,18.24,18.24,0.0,0.0
2018-05-06,17.78,17.78,17.78,0.0,0.0,17.78,17.78,17.78,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.5,17.5,17.5,0.0,0.0
2018-05-13,17.39,17.39,17.39,0.0,0.0,17.39,17.39,17.39,0.0,0.0,17.39,17.39,17.39,0.0,0.0,17.39,17.39,17.39,0.0,0.0
2018-05-20,17.42,17.42,17.42,0.0,0.0,17.45,17.45,17.45,0.0,0.0,17.38,17.38,17.38,0.0,0.0,17.4,17.4,17.4,0.0,0.0
2018-05-27,17.26,17.26,17.26,0.0,0.0,17.26,17.26,17.26,0.0,0.0,17.08,17.08,17.08,0.0,0.0,17.1,17.1,17.1,0.0,0.0
2018-06-03,16.52,16.52,16.52,0.0,0.0,16.52,16.52,16.52,0.0,0.0,16.49,16.49,16.49,0.0,0.0,16.49,16.49,16.49,0.0,0.0
2018-06-10,16.56,16.56,16.56,0.0,0.0,16.56,16.56,16.56,0.0,0.0,16.56,16.56,16.56,0.0,0.0,16.56,16.56,16.56,0.0,0.0
2018-06-17,16.59,16.59,16.59,0.0,0.0,16.59,16.59,16.59,0.0,0.0,16.59,16.59,16.59,0.0,0.0,16.59,16.59,16.59,0.0,0.0
2018-06-24,17.08,17.08,17.08,0.0,0.0,17.24,17.24,17.24,0.0,0.0,17.08,17.08,17.08,0.0,0.0,17.24,17.24,17.24,0.0,0.0
2018-07-01,16.86,16.86,16.86,0.0,0.0,16.86,16.86,16.86,0.0,0.0,16.8,16.8,16.8,0.0,0.0,16.8,16.8,16.8,0.0,0.0
2018-07-08,16.51,16.51,16.51,0.0,0.0,16.51,16.51,16.51,0.0,0.0,16.42,16.42,16.42,0.0,0.0,16.42,16.42,16.42,0.0,0.0
2018-07-15,16.38,16.38,16.38,0.0,0.0,16.38,16.38,16.38,0.0,0.0,16.38,16.38,16.38,0.0,0.0,16.38,16.38,16.38,0.0,0.0
2018-07-22,16.89,16.89,16.89,0.0,0.0,16.89,16.89,16.89,0.0,0.0,16.89,16.89,16.89,0.0,0.0,16.89,16.89,16.89,0.0,0.0
2018-07-29,16.37,16.37,16.37,0.0,0.0,16.43,16.43,16.43,0.0,0.0,16.37,16.37,16.37,0.0,0.0,16.43,16.43,16.43,0.0,0.0
2018-08-05,16.39,16.39,16.39,0.0,0.0,16.47,16.47,16.47,0.0,0.0,16.33,16.33,16.33,0.0,0.0,16.47,16.47,16.47,0.0,0.0
2018-08-12,16.46,16.46,16.46,0.0,0.0,16.46,16.46,16.46,0.0,0.0,16.23,16.23,16.23,0.0,0.0,16.23,16.23,16.23,0.0,0.0
2018-08-19,15.84,15.84,15.84,0.0,0.0,15.88,15.88,15.88,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.88,15.88,15.88,0.0,0.0
2018-08-26,15.91,15.91,15.91,0.0,0.0,15.91,15.91,15.91,0.0,0.0,15.73,15.73,15.73,0.0,0.0,15.73,15.73,15.73,0.0,0.0
2018-09-02,16.05,16.05,16.05,0.0,0.0,16.05,16.05,16.05,0.0,0.0,15.88,15.88,15.88,0.0,0.0,16.0,16.0,16.0,0.0,0.0
2018-09-09,15.8,15.8,15.8,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.68,15.68,15.68,0.0,0.0,15.68,15.68,15.68,0.0,0.0
2018-09-16,15.74,15.74,15.74,0.0,0.0,15.74,15.74,15.74,0.0,0.0,15.55,15.55,15.55,0.0,0.0,15.69,15.69,15.69,0.0,0.0
2018-09-23,15.98,15.98,15.98,0.0,0.0,15.98,15.98,15.98,0.0,0.0,15.98,15.98,15.98,0.0,0.0,15.98,15.98,15.98,0.0,0.0
2018-09-30,16.65,16.65,16.65,0.0,0.0,17.01,17.01,17.01,0.0,0.0,16.65,16.65,16.65,0.0,0.0,16.82,16.82,16.82,0.0,0.0
2018-10-07,18.15,18.15,18.15,0.0,0.0,19.0,19.0,19.0,0.0,0.0,18.15,18.15,18.15,0.0,0.0,18.67,18.67,18.67,0.0,0.0
2018-10-14,18.38,18.38,18.38,0.0,0.0,18.54,18.54,18.54,0.0,0.0,18.18,18.18,18.18,0.0,0.0,18.53,18.53,18.53,0.0,0.0
2018-10-21,20.29,20.29,20.29,0.0,0.0,20.66,20.66,20.66,0.0,0.0,19.81,19.81,19.81,0.0,0.0,20.2,20.2,20.2,0.0,0.0
2018-10-28,18.51,18.51,18.51,0.0,0.0,18.96,18.96,18.96,0.0,0.0,18.51,18.51,18.51,0.0,0.0,18.68,18.68,18.68,0.0,0.0
2018-11-04,18.25,18.25,18.25,0.0,0.0,18.48,18.48,18.48,0.0,0.0,18.18,18.18,18.18,0.0,0.0,18.2,18.2,18.2,0.0,0.0
2018-11-11,18.73,18.73,18.73,0.0,0.0,18.73,18.73,18.73,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.5,18.5,18.5,0.0,0.0
2018-11-18,19.31,19.31,19.31,0.0,0.0,19.37,19.37,19.37,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.37,19.37,19.37,0.0,0.0
2018-11-25,18.4,18.4,18.4,0.0,0.0,18.44,18.44,18.44,0.0,0.0,18.24,18.24,18.24,0.0,0.0,18.24,18.24,18.24,0.0,0.0
2018-12-02,19.58,19.58,19.58,0.0,0.0,20.44,20.44,20.44,0.0,0.0,19.46,19.46,19.46,0.0,0.0,20.22,20.22,20.22,0.0,0.0
2018-12-09,21.15,21.15,21.15,0.0,0.0,21.47,21.47,21.47,0.0,0.0,20.8,20.8,20.8,0.0,0.0,21.39,21.39,21.39,0.0,0.0
2018-12-16,23.52,23.52,23.52,0.0,0.0,24.76,24.76,24.76,0.0,0.0,23.22,23.22,23.22,0.0,0.0,24.7,24.7,24.7,0.0,0.0
2018-12-23,22.9,22.9,22.9,0.0,0.0,23.49,23.49,23.49,0.0,0.0,22.83,22.83,22.83,0.0,0.0,23.3,23.3,23.3,0.0,0.0
2018-12-30,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.23,22.23,22.23,0.0,0.0
2019-01-06,20.36,20.36,20.36,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.1,20.1,20.1,0.0,0.0,20.18,20.18,20.18,0.0,0.0
2019-01-13,19.23,19.23,19.23,0.0,0.0,19.24,19.24,19.24,0.0,0.0,18.97,18.97,18.97,0.0,0.0,19.04,19.04,19.04,0.0,0.0
2019-01-20,19.12,19.12,19.12,0.0,0.0,19.12,19.12,19.12,0.0,0.0,18.88,18.88,18.88,0.0,0.0,18.97,18.97,18.97,0.0,0.0
2019-01-27,18.56,18.56,18.56,0.0,0.0,18.65,18.65,18.65,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.5,18.5,18.5,0.0,0.0
2019-02-03,18.45,18.45,18.45,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.33,18.33,18.33,0.0,0.0,18.33,18.33,18.33,0.0,0.0
2019-02-10,17.29,17.29,17.29,0.0,0.0,17.29,17.29,17.29,0.0,0.0,17.14,17.14,17.14,0.0,0.0,17.15,17.15,17.15,0.0,0.0
2019-02-17,16.94,16.94,16.94,0.0,0.0,16.94,16.94,16.94,0.0,0.0,16.79,16.79,16.79,0.0,0.0,16.79,16.79,16.79,0.0,0.0
2019-02-24,16.93,16.93,16.93,0.0,0.0,17.03,17.03,17.03,0.0,0.0,16.87,16.87,16.87,0.0,0.0,16.93,16.93,16.93,0.0,0.0
2019-03-03,18.23,18.23,18.23,0.0,0.0,18.27,18.27,18.27,0.0,0.0,18.12,18.12,18.12,0.0,0.0,18.12,18.12,18.12,0.0,0.0
2019-03-10,17.43,17.43,17.43,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.43,17.43,17.43,0.0,0.0,17.45,17.45,17.45,0.0,0.0
2019-03-17,17.38,17.38,17.38,0.0,0.0,18.12,18.12,18.12,0.0,0.0,17.38,17.38,17.38,0.0,0.0,18.12,18.12,18.12,0.0,0.0
2019-03-24,17.32,17.32,17.32,0.0,0.0,17.34,17.34,17.34,0.0,0.0,17.17,17.17,17.17,0.0,0.0,17.34,17.34,17.34,0.0,0.0
2019-03-31,16.55,16.55,16.55,0.0,0.0,16.55,16.55,16.55,0.0,0.0,16.42,16.42,16.42,0.0,0.0,16.42,16.42,16.42,0.0,0.0
2019-04-07,16.16,16.16,16.16,0.0,0.0,16.18,16.18,16.18,0.0,0.0,16.13,16.13,16.13,0.0,0.0,16.13,16.13,16.13,0.0,0.0
2019-04-14,16.42,16.42,16.42,0.0,0.0,16.42,16.42,16.42,0.0,0.0,16.29,16.29,16.29,0.0,0.0,16.34,16.34,16.34,0.0,0.0
2019-04-21,16.06,16.06,16.06,0.0,0.0,16.06,16.06,16.06,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0
2019-04-28,15.87,15.87,15.87,0.0,0.0,15.87,15.87,15.87,0.0,0.0,15.87,15.87,15.87,0.0,0.0,15.87,15.87,15.87,0.0,0.0
2019-05-05,16.86,16.86,16.86,0.0,0.0,17.21,17.21,17.21,0.0,0.0,16.69,16.69,16.69,0.0,0.0,16.69,16.69,16.69,0.0,0.0
2019-05-12,17.2,17.2,17.2,0.0,0.0,17.41,17.41,17.41,0.0,0.0,17.1,17.1,17.1,0.0,0.0,17.41,17.41,17.41,0.0,0.0
2019-05-19,17.83,17.83,17.83,0.0,0.0,18.0,18.0,18.0,0.0,0.0,17.8,17.8,17.8,0.0,0.0,17.89,17.89,17.89,0.0,0.0
2019-05-26,19.0,19.0,19.0,0.0,0.0,19.08,19.08,19.08,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.95,18.95,18.95,0.0,0.0
2019-06-02,17.32,17.32,17.32,0.0,0.0,17.35,17.35,17.35,0.0,0.0,17.19,17.19,17.19,0.0,0.0,17.3,17.3,17.3,0.0,0.0
2019-06-09,17.15,17.15,17.15,0.0,0.0,17.15,17.15,17.15,0.0,0.0,17.13,17.13,17.13,0.0,0.0,17.13,17.13,17.13,0.0,0.0
2019-06-16,16.53,16.53,16.53,0.0,0.0,16.64,16.64,16.64,0.0,0.0,16.51,16.51,16.51,0.0,0.0,16.64,16.64,16.64,0.0,0.0
2019-06-23,16.54,16.54,16.54,0.0,0.0,16.54,16.54,16.54,0.0,0.0,16.19,16.19,16.19,0.0,0.0,16.22,16.22,16.22,0.0,0.0
2019-06-30,16.16,16.16,16.16,0.0,0.0,16.16,16.16,16.16,0.0,0.0,15.96,15.96,15.96,0.0,0.0,15.96,15.96,15.96,0.0,0.0
2019-07-07,16.3,16.3,16.3,0.0,0.0,16.3,16.3,16.3,0.0,0.0,16.02,16.02,16.02,0.0,0.0,16.02,16.02,16.02,0.0,0.0
2019-07-14,16.32,16.32,16.32,0.0,0.0,16.38,16.38,16.38,0.0,0.0,16.32,16.32,16.32,0.0,0.0,16.38,16.38,16.38,0.0,0.0
2019-07-21,15.8,15.8,15.8,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.66,15.66,15.66,0.0,0.0,15.66,15.66,15.66,0.0,0.0
2019-07-28,16.69,16.69,16.69,0.0,0.0,17.0,17.0,17.0,0.0,0.0,16.69,16.69,16.69,0.0,0.0,16.76,16.76,16.76,0.0,0.0
2019-08-04,16.8,16.8,16.8,0.0,0.0,17.01,17.01,17.01,0.0,0.0,16.79,16.79,16.79,0.0,0.0,16.92,16.92,16.92,0.0,0.0
2019-08-11,17.92,17.92,17.92,0.0,0.0,17.92,17.92,17.92,0.0,0.0,17.31,17.31,17.31,0.0,0.0,17.33,17.33,17.33,0.0,0.0
2019-08-18,17.79,17.79,17.79,0.0,0.0,18.06,18.06,18.06,0.0,0.0,17.79,17.79,17.79,0.0,0.0,18.06,18.06,18.06,0.0,0.0
2019-08-25,17.09,17.09,17.09,0.0,0.0,17.13,17.13,17.13,0.0,0.0,17.09,17.09,17.09,0.0,0.0,17.13,17.13,17.13,0.0,0.0
2019-09-01,16.43,16.43,16.43,0.0,0.0,16.54,16.54,16.54,0.0,0.0,16.43,16.43,16.43,0.0,0.0,16.54,16.54,16.54,0.0,0.0
2019-09-08,15.57,15.57,15.57,0.0,0.0,15.69,15.69,15.69,0.0,0.0,15.55,15.55,15.55,0.0,0.0,15.67,15.67,15.67,0.0,0.0
2019-09-15,15.8,15.8,15.8,0.0,0.0,16.0,16.0,16.0,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.96,15.96,15.96,0.0,0.0
2019-09-22,16.11,16.11,16.11,0.0,0.0,16.33,16.33,16.33,0.0,0.0,15.96,15.96,15.96,0.0,0.0,16.31,16.31,16.31,0.0,0.0
2019-09-29,16.95,16.95,16.95,0.0,0.0,16.95,16.95,16.95,0.0,0.0,16.59,16.59,16.59,0.0,0.0,16.59,16.59,16.59,0.0,0.0
2019-10-06,16.61,16.61,16.61,0.0,0.0,16.61,16.61,16.61,0.0,0.0,16.14,16.14,16.14,0.0,0.0,16.32,16.32,16.32,0.0,0.0
2019-10-13,15.95,15.95,15.95,0.0,0.0,15.98,15.98,15.98,0.0,0.0,15.95,15.95,15.95,0.0,0.0,15.98,15.98,15.98,0.0,0.0
2019-10-20,15.68,15.68,15.68,0.0,0.0,15.68,15.68,15.68,0.0,0.0,15.55,15.55,15.55,0.0,0.0,15.62,15.62,15.62,0.0,0.0
2019-10-27,15.42,15.42,15.42,0.0,0.0,15.42,15.42,15.42,0.0,0.0,15.23,15.23,15.23,0.0,0.0,15.23,15.23,15.23,0.0,0.0
2019-11-03,15.06,15.06,15.06,0.0,0.0,15.06,15.06,15.06,0.0,0.0,15.04,15.04,15.04,0.0,0.0,15.04,15.04,15.04,0.0,0.0
2019-11-10,15.01,15.01,15.01,0.0,0.0,15.09,15.09,15.09,0.0,0.0,14.98,14.98,14.98,0.0,0.0,14.99,14.99,14.99,0.0,0.0
2019-11-17,15.29,15.29,15.29,0.0,0.0,15.29,15.29,15.29,0.0,0.0,15.19,15.19,15.19,0.0,0.0,15.19,15.19,15.19,0.0,0.0
2019-11-24,14.58,14.58,14.58,0.0,0.0,14.82,14.82,14.82,0.0,0.0,14.55,14.55,14.55,0.0,0.0,14.82,14.82,14.82,0.0,0.0
2019-12-01,14.6,14.6,14.6,0.0,0.0,14.62,14.62,14.62,0.0,0.0,14.55,14.55,14.55,0.0,0.0,14.61,14.61,14.61,0.0,0.0
2019-12-08,14.56,14.56,14.56,0.0,0.0,14.56,14.56,14.56,0.0,0.0,14.56,14.56,14.56,0.0,0.0,14.56,14.56,14.56,0.0,0.0
2019-12-15,14.03,14.03,14.03,0.0,0.0,14.03,14.03,14.03,0.0,0.0,14.01,14.01,14.01,0.0,0.0,14.01,14.01,14.01,0.0,0.0
2019-12-22,13.87,13.87,13.87,0.0,0.0,14.01,14.01,14.01,0.0,0.0,13.87,13.87,13.87,0.0,0.0,14.01,14.01,14.01,0.0,0.0
2019-12-29,14.3,14.3,14.3,0.0,0.0,14.39,14.39,14.39,0.0,0.0,14.09,14.09,14.09,0.0,0.0,14.1,14.1,14.1,0.0,0.0
