Date,USAA MSCI EM Value Momentum Blend_Open_average,USAA MSCI EM Value Momentum Blend_Open_max,USAA MSCI EM Value Momentum Blend_Open_min,USAA MSCI EM Value Momentum Blend_Open_volatility,USAA MSCI EM Value Momentum Blend_Open_change,USAA MSCI EM Value Momentum Blend_High_average,USAA MSCI EM Value Momentum Blend_High_max,USAA MSCI EM Value Momentum Blend_High_min,USAA MSCI EM Value Momentum Blend_High_volatility,USAA MSCI EM Value Momentum Blend_High_change,USAA MSCI EM Value Momentum Blend_Low_average,USAA MSCI EM Value Momentum Blend_Low_max,USAA MSCI EM Value Momentum Blend_Low_min,USAA MSCI EM Value Momentum Blend_Low_volatility,USAA MSCI EM Value Momentum Blend_Low_change,USAA MSCI EM Value Momentum Blend_Close_average,USAA MSCI EM Value Momentum Blend_Close_max,USAA MSCI EM Value Momentum Blend_Close_min,USAA MSCI EM Value Momentum Blend_Close_volatility,USAA MSCI EM Value Momentum Blend_Close_change
2018-01-14,54.55,54.55,54.55,0.0,0.0,54.97,54.97,54.97,0.0,0.0,54.55,54.55,54.55,0.0,0.0,54.97,54.97,54.97,0.0,0.0
2018-01-21,55.59,55.59,55.59,0.0,0.0,55.59,55.59,55.59,0.0,0.0,55.44,55.44,55.44,0.0,0.0,55.49,55.49,55.49,0.0,0.0
2018-01-28,53.77,53.77,53.77,0.0,0.0,54.02,54.02,54.02,0.0,0.0,52.16,52.16,52.16,0.0,0.0,52.16,52.16,52.16,0.0,0.0
2018-02-04,51.02,51.02,51.02,0.0,0.0,51.43,51.43,51.43,0.0,0.0,50.78,50.78,50.78,0.0,0.0,51.16,51.16,51.16,0.0,0.0
2018-02-11,53.08,53.08,53.08,0.0,0.0,53.49,53.49,53.49,0.0,0.0,53.08,53.08,53.08,0.0,0.0,53.26,53.26,53.26,0.0,0.0
2018-02-18,53.73,53.73,53.73,0.0,0.0,54.0,54.0,54.0,0.0,0.0,53.58,53.58,53.58,0.0,0.0,54.0,54.0,54.0,0.0,0.0
2018-02-25,51.44,51.44,51.44,0.0,0.0,52.01,52.01,52.01,0.0,0.0,51.36,51.36,51.36,0.0,0.0,52.01,52.01,52.01,0.0,0.0
2018-03-04,53.27,53.27,53.27,0.0,0.0,53.34,53.34,53.34,0.0,0.0,53.15,53.15,53.15,0.0,0.0,53.3,53.3,53.3,0.0,0.0
2018-03-11,52.2,52.2,52.2,0.0,0.0,52.21,52.21,52.21,0.0,0.0,51.75,51.75,51.75,0.0,0.0,51.89,51.89,51.89,0.0,0.0
2018-03-18,51.57,51.57,51.57,0.0,0.0,51.93,51.93,51.93,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.9,51.9,51.9,0.0,0.0
2018-03-25,51.82,51.82,51.82,0.0,0.0,51.82,51.82,51.82,0.0,0.0,50.8,50.8,50.8,0.0,0.0,51.14,51.14,51.14,0.0,0.0
2018-04-01,51.44,51.44,51.44,0.0,0.0,51.65,51.65,51.65,0.0,0.0,51.18,51.18,51.18,0.0,0.0,51.18,51.18,51.18,0.0,0.0
2018-04-08,51.45,51.45,51.45,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.64,51.64,51.64,0.0,0.0
2018-04-15,51.32,51.32,51.32,0.0,0.0,51.38,51.38,51.38,0.0,0.0,51.01,51.01,51.01,0.0,0.0,51.07,51.07,51.07,0.0,0.0
2018-04-22,51.79,51.79,51.79,0.0,0.0,51.82,51.82,51.82,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.31,51.31,51.31,0.0,0.0
2018-04-29,50.4,50.4,50.4,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.4,50.4,50.4,0.0,0.0
2018-05-06,52.25,52.25,52.25,0.0,0.0,52.25,52.25,52.25,0.0,0.0,51.96,51.96,51.96,0.0,0.0,51.97,51.97,51.97,0.0,0.0
2018-05-13,51.17,51.17,51.17,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.09,51.09,51.09,0.0,0.0,51.18,51.18,51.18,0.0,0.0
2018-05-20,50.33,50.33,50.33,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.32,50.32,50.32,0.0,0.0
2018-05-27,50.74,50.74,50.74,0.0,0.0,50.82,50.82,50.82,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.75,50.75,50.75,0.0,0.0
2018-06-03,50.94,50.94,50.94,0.0,0.0,51.04,51.04,51.04,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.94,50.94,50.94,0.0,0.0
2018-06-10,48.6,48.6,48.6,0.0,0.0,48.76,48.76,48.76,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.75,48.75,48.75,0.0,0.0
2018-06-17,47.3,47.3,47.3,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.02,47.02,47.02,0.0,0.0,47.34,47.34,47.34,0.0,0.0
2018-06-24,45.96,45.96,45.96,0.0,0.0,46.1,46.1,46.1,0.0,0.0,45.86,45.86,45.86,0.0,0.0,46.1,46.1,46.1,0.0,0.0
2018-07-01,46.81,46.81,46.81,0.0,0.0,46.91,46.91,46.91,0.0,0.0,46.81,46.81,46.81,0.0,0.0,46.88,46.88,46.88,0.0,0.0
2018-07-08,46.11,46.11,46.11,0.0,0.0,46.11,46.11,46.11,0.0,0.0,46.07,46.07,46.07,0.0,0.0,46.07,46.07,46.07,0.0,0.0
2018-07-15,45.92,45.92,45.92,0.0,0.0,45.97,45.97,45.97,0.0,0.0,45.9,45.9,45.9,0.0,0.0,45.9,45.9,45.9,0.0,0.0
2018-07-22,47.04,47.04,47.04,0.0,0.0,47.07,47.07,47.07,0.0,0.0,46.91,46.91,46.91,0.0,0.0,46.98,46.98,46.98,0.0,0.0
2018-07-29,45.87,45.87,45.87,0.0,0.0,45.99,45.99,45.99,0.0,0.0,45.84,45.84,45.84,0.0,0.0,45.89,45.89,45.89,0.0,0.0
2018-08-05,44.72,44.72,44.72,0.0,0.0,44.86,44.86,44.86,0.0,0.0,44.43,44.43,44.43,0.0,0.0,44.57,44.57,44.57,0.0,0.0
2018-08-12,44.52,44.52,44.52,0.0,0.0,44.66,44.66,44.66,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.65,44.65,44.65,0.0,0.0
2018-08-19,45.84,45.84,45.84,0.0,0.0,46.15,46.15,46.15,0.0,0.0,45.84,45.84,45.84,0.0,0.0,46.05,46.05,46.05,0.0,0.0
2018-08-26,45.69,45.69,45.69,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.53,45.53,45.53,0.0,0.0,45.53,45.53,45.53,0.0,0.0
2018-09-02,44.26,44.26,44.26,0.0,0.0,44.26,44.26,44.26,0.0,0.0,43.98,43.98,43.98,0.0,0.0,43.99,43.99,43.99,0.0,0.0
2018-09-09,44.33,44.33,44.33,0.0,0.0,44.51,44.51,44.51,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.33,44.33,44.33,0.0,0.0
2018-09-16,45.77,45.77,45.77,0.0,0.0,45.77,45.77,45.77,0.0,0.0,45.69,45.69,45.69,0.0,0.0,45.69,45.69,45.69,0.0,0.0
2018-09-23,46.24,46.24,46.24,0.0,0.0,46.24,46.24,46.24,0.0,0.0,46.24,46.24,46.24,0.0,0.0,46.24,46.24,46.24,0.0,0.0
2018-09-30,43.94,43.94,43.94,0.0,0.0,44.23,44.23,44.23,0.0,0.0,43.91,43.91,43.91,0.0,0.0,44.2,44.2,44.2,0.0,0.0
2018-10-07,42.88,42.88,42.88,0.0,0.0,43.0,43.0,43.0,0.0,0.0,42.8,42.8,42.8,0.0,0.0,43.0,43.0,43.0,0.0,0.0
2018-10-14,43.02,43.02,43.02,0.0,0.0,43.13,43.13,43.13,0.0,0.0,43.02,43.02,43.02,0.0,0.0,43.13,43.13,43.13,0.0,0.0
2018-10-21,41.61,41.61,41.61,0.0,0.0,41.61,41.61,41.61,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.85,40.85,40.85,0.0,0.0
2018-10-28,43.28,43.28,43.28,0.0,0.0,43.49,43.49,43.49,0.0,0.0,43.28,43.28,43.28,0.0,0.0,43.49,43.49,43.49,0.0,0.0
2018-11-04,42.38,42.38,42.38,0.0,0.0,42.43,42.43,42.43,0.0,0.0,42.25,42.25,42.25,0.0,0.0,42.43,42.43,42.43,0.0,0.0
2018-11-11,43.67,43.67,43.67,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.65,43.65,43.65,0.0,0.0
2018-11-18,43.48,43.48,43.48,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.43,43.43,43.43,0.0,0.0,43.43,43.43,43.43,0.0,0.0
2018-11-25,44.29,44.29,44.29,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.19,44.19,44.19,0.0,0.0,44.23,44.23,44.23,0.0,0.0
2018-12-02,42.2,42.2,42.2,0.0,0.0,42.35,42.35,42.35,0.0,0.0,42.11,42.11,42.11,0.0,0.0,42.28,42.28,42.28,0.0,0.0
2018-12-09,42.44,42.44,42.44,0.0,0.0,42.44,42.44,42.44,0.0,0.0,41.87,41.87,41.87,0.0,0.0,41.96,41.96,41.96,0.0,0.0
2018-12-16,41.12,41.12,41.12,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.12,41.12,41.12,0.0,0.0,41.14,41.14,41.14,0.0,0.0
2018-12-23,42.07,42.07,42.07,0.0,0.0,42.07,42.07,42.07,0.0,0.0,41.6,41.6,41.6,0.0,0.0,41.73,41.73,41.73,0.0,0.0
2018-12-30,42.01,42.01,42.01,0.0,0.0,42.16,42.16,42.16,0.0,0.0,41.92,41.92,41.92,0.0,0.0,42.16,42.16,42.16,0.0,0.0
2019-01-06,42.51,42.51,42.51,0.0,0.0,42.81,42.81,42.81,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.68,42.68,42.68,0.0,0.0
2019-01-13,43.65,43.65,43.65,0.0,0.0,43.86,43.86,43.86,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.86,43.86,43.86,0.0,0.0
2019-01-20,43.96,43.96,43.96,0.0,0.0,44.12,44.12,44.12,0.0,0.0,43.96,43.96,43.96,0.0,0.0,44.08,44.08,44.08,0.0,0.0
2019-01-27,44.98,44.98,44.98,0.0,0.0,45.31,45.31,45.31,0.0,0.0,44.98,44.98,44.98,0.0,0.0,45.25,45.25,45.25,0.0,0.0
2019-02-03,44.6,44.6,44.6,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.36,44.36,44.36,0.0,0.0,44.41,44.41,44.41,0.0,0.0
2019-02-10,44.75,44.75,44.75,0.0,0.0,44.84,44.84,44.84,0.0,0.0,44.74,44.74,44.74,0.0,0.0,44.84,44.84,44.84,0.0,0.0
2019-02-17,45.91,45.91,45.91,0.0,0.0,46.06,46.06,46.06,0.0,0.0,45.85,45.85,45.85,0.0,0.0,45.87,45.87,45.87,0.0,0.0
2019-02-24,45.29,45.29,45.29,0.0,0.0,45.29,45.29,45.29,0.0,0.0,44.84,44.84,44.84,0.0,0.0,45.04,45.04,45.04,0.0,0.0
2019-03-03,44.17,44.17,44.17,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.17,44.17,44.17,0.0,0.0,44.52,44.52,44.52,0.0,0.0
2019-03-10,45.22,45.22,45.22,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.22,45.22,45.22,0.0,0.0,45.44,45.44,45.44,0.0,0.0
2019-03-17,44.26,44.26,44.26,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.26,44.26,44.26,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2019-03-24,45.08,45.08,45.08,0.0,0.0,45.26,45.26,45.26,0.0,0.0,45.08,45.08,45.08,0.0,0.0,45.26,45.26,45.26,0.0,0.0
2019-03-31,45.46,45.46,45.46,0.0,0.0,45.65,45.65,45.65,0.0,0.0,45.46,45.46,45.46,0.0,0.0,45.65,45.65,45.65,0.0,0.0
2019-04-07,45.57,45.57,45.57,0.0,0.0,45.57,45.57,45.57,0.0,0.0,45.46,45.46,45.46,0.0,0.0,45.49,45.49,45.49,0.0,0.0
2019-04-14,45.13,45.13,45.13,0.0,0.0,45.34,45.34,45.34,0.0,0.0,45.12,45.12,45.12,0.0,0.0,45.34,45.34,45.34,0.0,0.0
2019-04-21,44.84,44.84,44.84,0.0,0.0,44.86,44.86,44.86,0.0,0.0,44.75,44.75,44.75,0.0,0.0,44.82,44.82,44.82,0.0,0.0
2019-04-28,43.59,43.59,43.59,0.0,0.0,44.09,44.09,44.09,0.0,0.0,43.59,43.59,43.59,0.0,0.0,44.04,44.04,44.04,0.0,0.0
2019-05-05,41.64,41.64,41.64,0.0,0.0,41.64,41.64,41.64,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.47,41.47,41.47,0.0,0.0
2019-05-12,41.41,41.41,41.41,0.0,0.0,41.54,41.54,41.54,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.54,41.54,41.54,0.0,0.0
2019-05-19,41.59,41.59,41.59,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.6,41.6,41.6,0.0,0.0
2019-05-26,42.75,42.75,42.75,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.64,42.64,42.64,0.0,0.0,42.76,42.76,42.76,0.0,0.0
2019-06-02,43.25,43.25,43.25,0.0,0.0,43.37,43.37,43.37,0.0,0.0,43.25,43.25,43.25,0.0,0.0,43.3,43.3,43.3,0.0,0.0
2019-06-09,43.16,43.16,43.16,0.0,0.0,43.22,43.22,43.22,0.0,0.0,43.15,43.15,43.15,0.0,0.0,43.15,43.15,43.15,0.0,0.0
2019-06-16,44.57,44.57,44.57,0.0,0.0,44.66,44.66,44.66,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.65,44.65,44.65,0.0,0.0
2019-06-23,45.3,45.3,45.3,0.0,0.0,45.3,45.3,45.3,0.0,0.0,44.91,44.91,44.91,0.0,0.0,45.01,45.01,45.01,0.0,0.0
2019-06-30,44.3,44.3,44.3,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.29,44.29,44.29,0.0,0.0,44.3,44.3,44.3,0.0,0.0
2019-07-07,44.27,44.27,44.27,0.0,0.0,44.35,44.35,44.35,0.0,0.0,44.21,44.21,44.21,0.0,0.0,44.24,44.24,44.24,0.0,0.0
2019-07-14,44.32,44.32,44.32,0.0,0.0,44.41,44.41,44.41,0.0,0.0,44.27,44.27,44.27,0.0,0.0,44.27,44.27,44.27,0.0,0.0
2019-07-21,43.58,43.58,43.58,0.0,0.0,43.64,43.64,43.64,0.0,0.0,43.58,43.58,43.58,0.0,0.0,43.63,43.63,43.63,0.0,0.0
2019-07-28,40.92,40.92,40.92,0.0,0.0,40.92,40.92,40.92,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.47,40.47,40.47,0.0,0.0
2019-08-04,40.62,40.62,40.62,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.54,40.54,40.54,0.0,0.0,40.65,40.65,40.65,0.0,0.0
2019-08-11,40.96,40.96,40.96,0.0,0.0,40.96,40.96,40.96,0.0,0.0,40.82,40.82,40.82,0.0,0.0,40.85,40.85,40.85,0.0,0.0
2019-08-18,40.58,40.58,40.58,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2019-08-25,41.34,41.34,41.34,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.34,41.34,41.34,0.0,0.0,41.4,41.4,41.4,0.0,0.0
2019-09-01,42.46,42.46,42.46,0.0,0.0,42.46,42.46,42.46,0.0,0.0,42.32,42.32,42.32,0.0,0.0,42.38,42.38,42.38,0.0,0.0
2019-09-08,43.29,43.29,43.29,0.0,0.0,43.29,43.29,43.29,0.0,0.0,43.29,43.29,43.29,0.0,0.0,43.29,43.29,43.29,0.0,0.0
2019-09-15,42.48,42.48,42.48,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.29,42.29,42.29,0.0,0.0,42.66,42.66,42.66,0.0,0.0
2019-09-22,42.15,42.15,42.15,0.0,0.0,42.19,42.19,42.19,0.0,0.0,42.09,42.09,42.09,0.0,0.0,42.09,42.09,42.09,0.0,0.0
2019-09-29,41.83,41.83,41.83,0.0,0.0,41.83,41.83,41.83,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.76,41.76,41.76,0.0,0.0
2019-10-06,42.64,42.64,42.64,0.0,0.0,42.69,42.69,42.69,0.0,0.0,42.6,42.6,42.6,0.0,0.0,42.6,42.6,42.6,0.0,0.0
2019-10-13,43.26,43.26,43.26,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.24,43.24,43.24,0.0,0.0,43.38,43.38,43.38,0.0,0.0
2019-10-20,43.67,43.67,43.67,0.0,0.0,43.77,43.77,43.77,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.71,43.71,43.71,0.0,0.0
2019-10-27,44.4,44.4,44.4,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.26,44.26,44.26,0.0,0.0,44.26,44.26,44.26,0.0,0.0
