Date,Vanguard Long-Term Corporate Bond_Open_average,Vanguard Long-Term Corporate Bond_Open_max,Vanguard Long-Term Corporate Bond_Open_min,Vanguard Long-Term Corporate Bond_Open_volatility,Vanguard Long-Term Corporate Bond_Open_change,Vanguard Long-Term Corporate Bond_High_average,Vanguard Long-Term Corporate Bond_High_max,Vanguard Long-Term Corporate Bond_High_min,Vanguard Long-Term Corporate Bond_High_volatility,Vanguard Long-Term Corporate Bond_High_change,Vanguard Long-Term Corporate Bond_Low_average,Vanguard Long-Term Corporate Bond_Low_max,Vanguard Long-Term Corporate Bond_Low_min,Vanguard Long-Term Corporate Bond_Low_volatility,Vanguard Long-Term Corporate Bond_Low_change,Vanguard Long-Term Corporate Bond_Close_average,Vanguard Long-Term Corporate Bond_Close_max,Vanguard Long-Term Corporate Bond_Close_min,Vanguard Long-Term Corporate Bond_Close_volatility,Vanguard Long-Term Corporate Bond_Close_change
2019-01-20,86.81,86.81,86.81,0.0,0.0,87.01,87.01,87.01,0.0,0.0,86.72,86.72,86.72,0.0,0.0,86.87,86.87,86.87,0.0,0.0
2019-01-27,87.68,87.68,87.68,0.0,0.0,87.94,87.94,87.94,0.0,0.0,87.49,87.49,87.49,0.0,0.0,87.85,87.85,87.85,0.0,0.0
2019-02-03,88.42,88.42,88.42,0.0,0.0,88.47,88.47,88.47,0.0,0.0,88.17,88.17,88.17,0.0,0.0,88.31,88.31,88.31,0.0,0.0
2019-02-10,88.07,88.07,88.07,0.0,0.0,88.46,88.46,88.46,0.0,0.0,88.07,88.07,88.07,0.0,0.0,88.46,88.46,88.46,0.0,0.0
2019-02-17,88.33,88.33,88.33,0.0,0.0,88.39,88.39,88.39,0.0,0.0,88.15,88.15,88.15,0.0,0.0,88.32,88.32,88.32,0.0,0.0
2019-02-24,87.49,87.49,87.49,0.0,0.0,87.71,87.71,87.71,0.0,0.0,87.37,87.37,87.37,0.0,0.0,87.51,87.51,87.51,0.0,0.0
2019-03-03,88.23,88.23,88.23,0.0,0.0,88.39,88.39,88.39,0.0,0.0,88.08,88.08,88.08,0.0,0.0,88.39,88.39,88.39,0.0,0.0
2019-03-10,88.63,88.63,88.63,0.0,0.0,88.76,88.76,88.76,0.0,0.0,88.57,88.57,88.57,0.0,0.0,88.68,88.68,88.68,0.0,0.0
2019-03-17,90.56,90.56,90.56,0.0,0.0,91.18,91.18,91.18,0.0,0.0,90.37,90.37,90.37,0.0,0.0,90.78,90.78,90.78,0.0,0.0
2019-03-24,90.8,90.8,90.8,0.0,0.0,90.81,90.81,90.81,0.0,0.0,90.29,90.29,90.29,0.0,0.0,90.32,90.32,90.32,0.0,0.0
2019-03-31,90.65,90.65,90.65,0.0,0.0,90.7,90.7,90.7,0.0,0.0,90.46,90.46,90.46,0.0,0.0,90.63,90.63,90.63,0.0,0.0
2019-04-07,91.28,91.28,91.28,0.0,0.0,91.31,91.31,91.31,0.0,0.0,91.07,91.07,91.07,0.0,0.0,91.16,91.16,91.16,0.0,0.0
2019-04-14,90.75,90.75,90.75,0.0,0.0,90.86,90.86,90.86,0.0,0.0,90.5,90.5,90.5,0.0,0.0,90.59,90.59,90.59,0.0,0.0
2019-04-21,91.52,91.52,91.52,0.0,0.0,91.57,91.57,91.57,0.0,0.0,91.25,91.25,91.25,0.0,0.0,91.33,91.33,91.33,0.0,0.0
2019-04-28,91.19,91.19,91.19,0.0,0.0,91.41,91.41,91.41,0.0,0.0,91.05,91.05,91.05,0.0,0.0,91.34,91.34,91.34,0.0,0.0
2019-05-05,91.02,91.02,91.02,0.0,0.0,91.18,91.18,91.18,0.0,0.0,90.79,90.79,90.79,0.0,0.0,91.09,91.09,91.09,0.0,0.0
2019-05-12,91.53,91.53,91.53,0.0,0.0,91.58,91.58,91.58,0.0,0.0,91.2,91.2,91.2,0.0,0.0,91.2,91.2,91.2,0.0,0.0
2019-05-19,91.88,91.88,91.88,0.0,0.0,91.95,91.95,91.95,0.0,0.0,91.74,91.74,91.74,0.0,0.0,91.95,91.95,91.95,0.0,0.0
2019-05-26,93.06,93.06,93.06,0.0,0.0,93.25,93.25,93.25,0.0,0.0,92.81,92.81,92.81,0.0,0.0,93.13,93.13,93.13,0.0,0.0
2019-06-02,93.53,93.53,93.53,0.0,0.0,93.67,93.67,93.67,0.0,0.0,93.38,93.38,93.38,0.0,0.0,93.5,93.5,93.5,0.0,0.0
2019-06-09,93.95,93.95,93.95,0.0,0.0,94.12,94.12,94.12,0.0,0.0,93.84,93.84,93.84,0.0,0.0,94.09,94.09,94.09,0.0,0.0
2019-06-16,96.3,96.3,96.3,0.0,0.0,96.73,96.73,96.73,0.0,0.0,96.3,96.3,96.3,0.0,0.0,96.56,96.56,96.56,0.0,0.0
2019-06-23,97.04,97.04,97.04,0.0,0.0,97.22,97.22,97.22,0.0,0.0,96.45,96.45,96.45,0.0,0.0,96.99,96.99,96.99,0.0,0.0
2019-06-30,96.94,96.94,96.94,0.0,0.0,97.06,97.06,97.06,0.0,0.0,96.5,96.5,96.5,0.0,0.0,96.51,96.51,96.51,0.0,0.0
2019-07-07,95.84,95.84,95.84,0.0,0.0,95.99,95.99,95.99,0.0,0.0,95.67,95.67,95.67,0.0,0.0,95.89,95.89,95.89,0.0,0.0
2019-07-14,96.95,96.95,96.95,0.0,0.0,97.08,97.08,97.08,0.0,0.0,96.75,96.75,96.75,0.0,0.0,96.75,96.75,96.75,0.0,0.0
2019-07-21,97.21,97.21,97.21,0.0,0.0,97.44,97.44,97.44,0.0,0.0,97.14,97.14,97.14,0.0,0.0,97.17,97.17,97.17,0.0,0.0
2019-07-28,98.69,98.69,98.69,0.0,0.0,98.83,98.83,98.83,0.0,0.0,98.11,98.11,98.11,0.0,0.0,98.75,98.75,98.75,0.0,0.0
2019-08-04,100.27,100.27,100.27,0.0,0.0,100.69,100.69,100.69,0.0,0.0,99.99,99.99,99.99,0.0,0.0,100.6,100.6,100.6,0.0,0.0
2019-08-11,101.0,101.0,101.0,0.0,0.0,101.48,101.48,101.48,0.0,0.0,100.71,100.71,100.71,0.0,0.0,101.39,101.39,101.39,0.0,0.0
2019-08-18,102.8,102.8,102.8,0.0,0.0,102.81,102.81,102.81,0.0,0.0,102.12,102.12,102.12,0.0,0.0,102.36,102.36,102.36,0.0,0.0
2019-08-25,102.82,102.82,102.82,0.0,0.0,102.99,102.99,102.99,0.0,0.0,102.41,102.41,102.41,0.0,0.0,102.58,102.58,102.58,0.0,0.0
2019-09-01,101.31,101.31,101.31,0.0,0.0,101.34,101.34,101.34,0.0,0.0,100.75,100.75,100.75,0.0,0.0,100.86,100.86,100.86,0.0,0.0
2019-09-08,98.33,98.33,98.33,0.0,0.0,98.44,98.44,98.44,0.0,0.0,97.96,97.96,97.96,0.0,0.0,98.44,98.44,98.44,0.0,0.0
2019-09-15,101.12,101.12,101.12,0.0,0.0,101.42,101.42,101.42,0.0,0.0,100.78,100.78,100.78,0.0,0.0,100.82,100.82,100.82,0.0,0.0
2019-09-22,100.63,100.63,100.63,0.0,0.0,101.17,101.17,101.17,0.0,0.0,100.54,100.54,100.54,0.0,0.0,101.14,101.14,101.14,0.0,0.0
2019-09-29,101.56,101.56,101.56,0.0,0.0,101.64,101.64,101.64,0.0,0.0,101.25,101.25,101.25,0.0,0.0,101.33,101.33,101.33,0.0,0.0
2019-10-06,100.41,100.41,100.41,0.0,0.0,100.56,100.56,100.56,0.0,0.0,100.17,100.17,100.17,0.0,0.0,100.56,100.56,100.56,0.0,0.0
2019-10-13,99.99,99.99,99.99,0.0,0.0,100.13,100.13,100.13,0.0,0.0,99.9,99.9,99.9,0.0,0.0,99.97,99.97,99.97,0.0,0.0
2019-10-20,100.0,100.0,100.0,0.0,0.0,100.2,100.2,100.2,0.0,0.0,99.76,99.76,99.76,0.0,0.0,99.99,99.99,99.99,0.0,0.0
2019-10-27,100.51,100.51,100.51,0.0,0.0,100.64,100.64,100.64,0.0,0.0,100.08,100.08,100.08,0.0,0.0,100.3,100.3,100.3,0.0,0.0
2019-11-03,98.95,98.95,98.95,0.0,0.0,98.95,98.95,98.95,0.0,0.0,98.52,98.52,98.52,0.0,0.0,98.71,98.71,98.71,0.0,0.0
2019-11-10,100.28,100.28,100.28,0.0,0.0,100.45,100.45,100.45,0.0,0.0,100.19,100.19,100.19,0.0,0.0,100.29,100.29,100.29,0.0,0.0
2019-11-17,101.33,101.33,101.33,0.0,0.0,101.69,101.69,101.69,0.0,0.0,101.33,101.33,101.33,0.0,0.0,101.47,101.47,101.47,0.0,0.0
2019-11-24,100.67,100.67,100.67,0.0,0.0,100.74,100.74,100.74,0.0,0.0,100.25,100.25,100.25,0.0,0.0,100.68,100.68,100.68,0.0,0.0
2019-12-01,101.74,101.74,101.74,0.0,0.0,101.74,101.74,101.74,0.0,0.0,101.27,101.27,101.27,0.0,0.0,101.43,101.43,101.43,0.0,0.0
2019-12-08,102.09,102.09,102.09,0.0,0.0,102.09,102.09,102.09,0.0,0.0,101.68,101.68,101.68,0.0,0.0,101.81,101.81,101.81,0.0,0.0
2019-12-15,101.64,101.64,101.64,0.0,0.0,101.64,101.64,101.64,0.0,0.0,101.01,101.01,101.01,0.0,0.0,101.39,101.39,101.39,0.0,0.0
2019-12-22,101.42,101.42,101.42,0.0,0.0,102.01,102.01,102.01,0.0,0.0,101.2,101.2,101.2,0.0,0.0,101.97,101.97,101.97,0.0,0.0
2019-12-29,102.05,102.05,102.05,0.0,0.0,102.45,102.45,102.45,0.0,0.0,101.97,101.97,101.97,0.0,0.0,102.39,102.39,102.39,0.0,0.0
