Date,Direxion Daily Technology Bull 3X Shares_Open_average,Direxion Daily Technology Bull 3X Shares_Open_max,Direxion Daily Technology Bull 3X Shares_Open_min,Direxion Daily Technology Bull 3X Shares_Open_volatility,Direxion Daily Technology Bull 3X Shares_Open_change,Direxion Daily Technology Bull 3X Shares_High_average,Direxion Daily Technology Bull 3X Shares_High_max,Direxion Daily Technology Bull 3X Shares_High_min,Direxion Daily Technology Bull 3X Shares_High_volatility,Direxion Daily Technology Bull 3X Shares_High_change,Direxion Daily Technology Bull 3X Shares_Low_average,Direxion Daily Technology Bull 3X Shares_Low_max,Direxion Daily Technology Bull 3X Shares_Low_min,Direxion Daily Technology Bull 3X Shares_Low_volatility,Direxion Daily Technology Bull 3X Shares_Low_change,Direxion Daily Technology Bull 3X Shares_Close_average,Direxion Daily Technology Bull 3X Shares_Close_max,Direxion Daily Technology Bull 3X Shares_Close_min,Direxion Daily Technology Bull 3X Shares_Close_volatility,Direxion Daily Technology Bull 3X Shares_Close_change
2018-01-14,132.99,132.99,132.99,0.0,0.0,137.02,137.02,137.02,0.0,0.0,132.17,132.17,132.17,0.0,0.0,137.02,137.02,137.02,0.0,0.0
2018-01-21,140.25,140.25,140.25,0.0,0.0,140.25,140.25,140.25,0.0,0.0,136.91,136.91,136.91,0.0,0.0,137.52,137.52,137.52,0.0,0.0
2018-01-28,120.9,120.9,120.9,0.0,0.0,127.81,127.81,127.81,0.0,0.0,109.21,109.21,109.21,0.0,0.0,109.47,109.47,109.47,0.0,0.0
2018-02-04,110.55,110.55,110.55,0.0,0.0,114.84,114.84,114.84,0.0,0.0,108.2,108.2,108.2,0.0,0.0,112.92,112.92,112.92,0.0,0.0
2018-02-11,125.93,125.93,125.93,0.0,0.0,130.2,130.2,130.2,0.0,0.0,124.46,124.46,124.46,0.0,0.0,125.89,125.89,125.89,0.0,0.0
2018-02-18,133.91,133.91,133.91,0.0,0.0,138.31,138.31,138.31,0.0,0.0,133.71,133.71,133.71,0.0,0.0,138.22,138.22,138.22,0.0,0.0
2018-02-25,126.26,126.26,126.26,0.0,0.0,133.4,133.4,133.4,0.0,0.0,125.7,125.7,125.7,0.0,0.0,132.09,132.09,132.09,0.0,0.0
2018-03-04,145.9,145.9,145.9,0.0,0.0,147.57,147.57,147.57,0.0,0.0,144.79,144.79,144.79,0.0,0.0,145.96,145.96,145.96,0.0,0.0
2018-03-11,136.55,136.55,136.55,0.0,0.0,136.55,136.55,136.55,0.0,0.0,128.67,128.67,128.67,0.0,0.0,131.9,131.9,131.9,0.0,0.0
2018-03-18,116.3,116.3,116.3,0.0,0.0,122.51,122.51,122.51,0.0,0.0,111.9,111.9,111.9,0.0,0.0,122.28,122.28,122.28,0.0,0.0
2018-03-25,112.55,112.55,112.55,0.0,0.0,114.71,114.71,114.71,0.0,0.0,102.69,102.69,102.69,0.0,0.0,106.47,106.47,106.47,0.0,0.0
2018-04-01,109.65,109.65,109.65,0.0,0.0,115.44,115.44,115.44,0.0,0.0,108.84,108.84,108.84,0.0,0.0,109.29,109.29,109.29,0.0,0.0
2018-04-08,120.5,120.5,120.5,0.0,0.0,122.1,122.1,122.1,0.0,0.0,118.91,118.91,118.91,0.0,0.0,120.89,120.89,120.89,0.0,0.0
2018-04-15,118.5,118.5,118.5,0.0,0.0,119.43,119.43,119.43,0.0,0.0,114.21,114.21,114.21,0.0,0.0,115.94,115.94,115.94,0.0,0.0
2018-04-22,115.96,115.96,115.96,0.0,0.0,118.12,118.12,118.12,0.0,0.0,112.5,112.5,112.5,0.0,0.0,112.76,112.76,112.76,0.0,0.0
2018-04-29,125.78,125.78,125.78,0.0,0.0,128.4,128.4,128.4,0.0,0.0,125.19,125.19,125.19,0.0,0.0,126.88,126.88,126.88,0.0,0.0
2018-05-06,138.16,138.16,138.16,0.0,0.0,139.71,139.71,139.71,0.0,0.0,136.12,136.12,136.12,0.0,0.0,136.59,136.59,136.59,0.0,0.0
2018-05-13,134.2,134.2,134.2,0.0,0.0,135.87,135.87,135.87,0.0,0.0,132.0,132.0,132.0,0.0,0.0,134.03,134.03,134.03,0.0,0.0
2018-05-20,135.55,135.55,135.55,0.0,0.0,136.81,136.81,136.81,0.0,0.0,134.68,134.68,134.68,0.0,0.0,135.56,135.56,135.56,0.0,0.0
2018-05-27,144.28,144.28,144.28,0.0,0.0,146.93,146.93,146.93,0.0,0.0,144.0,144.0,144.0,0.0,0.0,146.37,146.37,146.37,0.0,0.0
2018-06-03,146.68,146.68,146.68,0.0,0.0,148.29,148.29,148.29,0.0,0.0,145.83,145.83,145.83,0.0,0.0,147.73,147.73,147.73,0.0,0.0
2018-06-10,145.03,145.03,145.03,0.0,0.0,148.76,148.76,148.76,0.0,0.0,143.51,143.51,143.51,0.0,0.0,148.57,148.57,148.57,0.0,0.0
2018-06-17,138.45,138.45,138.45,0.0,0.0,138.47,138.47,138.47,0.0,0.0,129.5,129.5,129.5,0.0,0.0,133.19,133.19,133.19,0.0,0.0
2018-06-24,129.87,129.87,129.87,0.0,0.0,137.27,137.27,137.27,0.0,0.0,129.41,129.41,129.41,0.0,0.0,137.27,137.27,137.27,0.0,0.0
2018-07-01,144.98,144.98,144.98,0.0,0.0,145.87,145.87,145.87,0.0,0.0,142.66,142.66,142.66,0.0,0.0,145.87,145.87,145.87,0.0,0.0
2018-07-08,151.96,151.96,151.96,0.0,0.0,152.26,152.26,152.26,0.0,0.0,149.39,149.39,149.39,0.0,0.0,150.38,150.38,150.38,0.0,0.0
2018-07-15,151.27,151.27,151.27,0.0,0.0,153.65,153.65,153.65,0.0,0.0,148.46,148.46,148.46,0.0,0.0,153.33,153.33,153.33,0.0,0.0
2018-07-22,146.37,146.37,146.37,0.0,0.0,146.44,146.44,146.44,0.0,0.0,137.0,137.0,137.0,0.0,0.0,139.5,139.5,139.5,0.0,0.0
2018-07-29,150.89,150.89,150.89,0.0,0.0,153.94,153.94,153.94,0.0,0.0,150.05,150.05,150.05,0.0,0.0,153.94,153.94,153.94,0.0,0.0
2018-08-05,153.63,153.63,153.63,0.0,0.0,157.17,157.17,157.17,0.0,0.0,152.31,152.31,152.31,0.0,0.0,152.57,152.57,152.57,0.0,0.0
2018-08-12,154.59,154.59,154.59,0.0,0.0,154.62,154.62,154.62,0.0,0.0,150.89,150.89,150.89,0.0,0.0,152.87,152.87,152.87,0.0,0.0
2018-08-19,163.0,163.0,163.0,0.0,0.0,165.1,165.1,165.1,0.0,0.0,161.8,161.8,161.8,0.0,0.0,164.89,164.89,164.89,0.0,0.0
2018-08-26,167.58,167.58,167.58,0.0,0.0,170.07,170.07,170.07,0.0,0.0,167.19,167.19,167.19,0.0,0.0,168.99,168.99,168.99,0.0,0.0
2018-09-02,157.5,157.5,157.5,0.0,0.0,157.61,157.61,157.61,0.0,0.0,154.45,154.45,154.45,0.0,0.0,156.81,156.81,156.81,0.0,0.0
2018-09-09,163.04,163.04,163.04,0.0,0.0,163.93,163.93,163.93,0.0,0.0,157.27,157.27,157.27,0.0,0.0,157.66,157.66,157.66,0.0,0.0
2018-09-16,160.68,160.68,160.68,0.0,0.0,165.37,165.37,165.37,0.0,0.0,158.81,158.81,158.81,0.0,0.0,165.05,165.05,165.05,0.0,0.0
2018-09-23,169.8,169.8,169.8,0.0,0.0,171.61,171.61,171.61,0.0,0.0,168.17,168.17,168.17,0.0,0.0,169.66,169.66,169.66,0.0,0.0
2018-09-30,154.0,154.0,154.0,0.0,0.0,155.05,155.05,155.05,0.0,0.0,145.4,145.4,145.4,0.0,0.0,150.55,150.55,150.55,0.0,0.0
2018-10-07,135.43,135.43,135.43,0.0,0.0,135.68,135.68,135.68,0.0,0.0,129.9,129.9,129.9,0.0,0.0,130.33,130.33,130.33,0.0,0.0
2018-10-14,133.65,133.65,133.65,0.0,0.0,137.18,137.18,137.18,0.0,0.0,130.96,130.96,130.96,0.0,0.0,134.72,134.72,134.72,0.0,0.0
2018-10-21,124.55,124.55,124.55,0.0,0.0,126.87,126.87,126.87,0.0,0.0,106.27,106.27,106.27,0.0,0.0,113.35,113.35,113.35,0.0,0.0
2018-10-28,121.99,121.99,121.99,0.0,0.0,122.37,122.37,122.37,0.0,0.0,116.57,116.57,116.57,0.0,0.0,122.0,122.0,122.0,0.0,0.0
2018-11-04,123.78,123.78,123.78,0.0,0.0,124.52,124.52,124.52,0.0,0.0,113.52,113.52,113.52,0.0,0.0,114.1,114.1,114.1,0.0,0.0
2018-11-11,116.0,116.0,116.0,0.0,0.0,116.47,116.47,116.47,0.0,0.0,103.51,103.51,103.51,0.0,0.0,104.42,104.42,104.42,0.0,0.0
2018-11-18,101.0,101.0,101.0,0.0,0.0,103.4,103.4,103.4,0.0,0.0,99.18,99.18,99.18,0.0,0.0,103.4,103.4,103.4,0.0,0.0
2018-11-25,123.99,123.99,123.99,0.0,0.0,123.99,123.99,123.99,0.0,0.0,118.54,118.54,118.54,0.0,0.0,122.42,122.42,122.42,0.0,0.0
2018-12-02,96.2,96.2,96.2,0.0,0.0,102.52,102.52,102.52,0.0,0.0,94.15,94.15,94.15,0.0,0.0,101.55,101.55,101.55,0.0,0.0
2018-12-09,95.87,95.87,95.87,0.0,0.0,97.81,97.81,97.81,0.0,0.0,88.48,88.48,88.48,0.0,0.0,90.84,90.84,90.84,0.0,0.0
2018-12-16,72.77,72.77,72.77,0.0,0.0,75.58,75.58,75.58,0.0,0.0,68.96,68.96,68.96,0.0,0.0,68.96,68.96,68.96,0.0,0.0
2018-12-23,84.81,84.81,84.81,0.0,0.0,85.84,85.84,85.84,0.0,0.0,82.81,82.81,82.81,0.0,0.0,85.0,85.0,85.0,0.0,0.0
2018-12-30,81.9,81.9,81.9,0.0,0.0,85.53,85.53,85.53,0.0,0.0,81.14,81.14,81.14,0.0,0.0,83.85,83.85,83.85,0.0,0.0
2019-01-06,87.42,87.42,87.42,0.0,0.0,88.24,88.24,88.24,0.0,0.0,86.47,86.47,86.47,0.0,0.0,87.5,87.5,87.5,0.0,0.0
2019-01-13,95.69,95.69,95.69,0.0,0.0,98.1,98.1,98.1,0.0,0.0,94.2,94.2,94.2,0.0,0.0,97.51,97.51,97.51,0.0,0.0
2019-01-20,95.32,95.32,95.32,0.0,0.0,95.88,95.88,95.88,0.0,0.0,93.34,93.34,93.34,0.0,0.0,95.85,95.85,95.85,0.0,0.0
2019-01-27,103.0,103.0,103.0,0.0,0.0,107.74,107.74,107.74,0.0,0.0,103.0,103.0,103.0,0.0,0.0,107.74,107.74,107.74,0.0,0.0
2019-02-03,109.64,109.64,109.64,0.0,0.0,110.55,110.55,110.55,0.0,0.0,107.73,107.73,107.73,0.0,0.0,108.44,108.44,108.44,0.0,0.0
2019-02-10,116.13,116.13,116.13,0.0,0.0,116.7,116.7,116.7,0.0,0.0,114.37,114.37,114.37,0.0,0.0,116.23,116.23,116.23,0.0,0.0
2019-02-17,124.37,124.37,124.37,0.0,0.0,125.59,125.59,125.59,0.0,0.0,122.89,122.89,122.89,0.0,0.0,123.18,123.18,123.18,0.0,0.0
