Date,First Trust Value Line 100 Exchange-Traded_Open_average,First Trust Value Line 100 Exchange-Traded_Open_max,First Trust Value Line 100 Exchange-Traded_Open_min,First Trust Value Line 100 Exchange-Traded_Open_volatility,First Trust Value Line 100 Exchange-Traded_Open_change,First Trust Value Line 100 Exchange-Traded_High_average,First Trust Value Line 100 Exchange-Traded_High_max,First Trust Value Line 100 Exchange-Traded_High_min,First Trust Value Line 100 Exchange-Traded_High_volatility,First Trust Value Line 100 Exchange-Traded_High_change,First Trust Value Line 100 Exchange-Traded_Low_average,First Trust Value Line 100 Exchange-Traded_Low_max,First Trust Value Line 100 Exchange-Traded_Low_min,First Trust Value Line 100 Exchange-Traded_Low_volatility,First Trust Value Line 100 Exchange-Traded_Low_change,First Trust Value Line 100 Exchange-Traded_Close_average,First Trust Value Line 100 Exchange-Traded_Close_max,First Trust Value Line 100 Exchange-Traded_Close_min,First Trust Value Line 100 Exchange-Traded_Close_volatility,First Trust Value Line 100 Exchange-Traded_Close_change
2018-01-14,24.63,24.63,24.63,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.72,24.72,24.72,0.0,0.0
2018-01-21,24.92,24.92,24.92,0.0,0.0,25.04,25.04,25.04,0.0,0.0,24.92,24.92,24.92,0.0,0.0,25.04,25.04,25.04,0.0,0.0
2018-01-28,24.53,24.53,24.53,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2018-02-04,22.7,22.7,22.7,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.26,22.26,22.26,0.0,0.0
2018-02-11,23.86,23.86,23.86,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.93,23.93,23.93,0.0,0.0
2018-02-18,23.89,23.89,23.89,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.91,23.91,23.91,0.0,0.0
2018-02-25,23.25,23.25,23.25,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.54,23.54,23.54,0.0,0.0
2018-03-04,24.36,24.36,24.36,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.55,24.55,24.55,0.0,0.0
2018-03-11,24.44,24.44,24.44,0.0,0.0,24.44,24.44,24.44,0.0,0.0,24.44,24.44,24.44,0.0,0.0,24.44,24.44,24.44,0.0,0.0
2018-03-18,23.62,23.62,23.62,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.03,23.03,23.03,0.0,0.0,23.04,23.04,23.04,0.0,0.0
2018-03-25,23.18,23.18,23.18,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.38,23.38,23.38,0.0,0.0
2018-04-01,23.3,23.3,23.3,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.18,23.18,23.18,0.0,0.0
2018-04-08,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.34,23.34,23.34,0.0,0.0,23.34,23.34,23.34,0.0,0.0
2018-04-15,23.4,23.4,23.4,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.4,23.4,23.4,0.0,0.0
2018-04-22,23.23,23.23,23.23,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.19,23.19,23.19,0.0,0.0,23.19,23.19,23.19,0.0,0.0
2018-04-29,22.69,22.69,22.69,0.0,0.0,23.12,23.12,23.12,0.0,0.0,22.69,22.69,22.69,0.0,0.0,23.0,23.0,23.0,0.0,0.0
2018-05-06,23.48,23.48,23.48,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.5,23.5,23.5,0.0,0.0
2018-05-13,23.84,23.84,23.84,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.88,23.88,23.88,0.0,0.0
